pid,process_name,used_gpu_memory
37485,python3,1216
37485,python3,2340
37485,python3,2926
37485,python3,2926
37485,python3,3218
37485,python3,3218
37485,python3,3218
37485,python3,3218
37485,python3,3218
37485,python3,3218
37485,python3,3218
37485,python3,3218
37485,python3,3218
37485,python3,3218
37485,python3,3218
37485,python3,3218
37485,python3,3218
37485,python3,3218
37485,python3,3218
37485,python3,3218
37485,python3,3218
37485,python3,3218
37485,python3,3218
37485,python3,3218
37485,python3,3218
37485,python3,3218
37485,python3,3218
37485,python3,3218
37485,python3,3218
37485,python3,3218
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3222
37485,python3,3224
37485,python3,3224
37485,python3,3224
37485,python3,3224
37485,python3,3224
37485,python3,3224
37485,python3,3224
37485,python3,3224
37485,python3,3224
37485,python3,3224
37485,python3,3224
37485,python3,3224
37485,python3,3224
37485,python3,3224
37485,python3,3224
37485,python3,3224
37485,python3,3224
37485,python3,3224
37485,python3,3224
37485,python3,3224
37485,python3,3224
37485,python3,3224
37485,python3,3224
37485,python3,3224
37485,python3,3224
37485,python3,3224
37485,python3,3224
37485,python3,3224
37485,python3,6872
