pid,process_name,used_gpu_memory
27323,python3,1884
27323,python3,2340
27323,python3,2926
27323,python3,2926
27323,python3,3216
27323,python3,3216
27323,python3,3216
27323,python3,3218
27323,python3,3218
27323,python3,3218
27323,python3,3220
27323,python3,3220
27323,python3,3220
27323,python3,3220
27323,python3,3220
27323,python3,3220
27323,python3,3220
27323,python3,3220
27323,python3,3220
27323,python3,3220
27323,python3,10526
27323,python3,10526
27323,python3,10526
27323,python3,10526
27323,python3,10526
27323,python3,10526
27323,python3,10526
27323,python3,10526
27323,python3,10526
27323,python3,10526
27323,python3,10526
27323,python3,10526
27323,python3,10526
27323,python3,10526
27323,python3,10526
27323,python3,10526
27323,python3,10526
27323,python3,10526
27323,python3,10526
27323,python3,10526
27323,python3,10526
27323,python3,10526
27323,python3,10526
27323,python3,10526
27323,python3,10526
27323,python3,10526
27323,python3,10526
27323,python3,10526
27323,python3,10526
27323,python3,10526
27323,python3,10526
27323,python3,10526
27323,python3,10526
27323,python3,10526
27323,python3,10526
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
27323,python3,10532
