Process_CPU,Affined_Cores,Affined_Temperatures,Timestamp
719.1,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 0.0, 4: 20.0, 5: 18.2, 6: 20.0, 7: 0.0, 8: 10.0, 9: 0.0, 10: 20.0, 11: 0.0, 12: 20.0, 13: 0.0, 14: 100.0, 15: 20.0, 16: 20.0, 17: 20.0, 18: 0.0, 19: 20.0, 20: 90.0, 21: 20.0, 22: 30.0, 23: 18.2, 24: 0.0, 25: 18.2, 26: 18.2, 27: 0.0, 28: 0.0, 29: 10.0, 30: 0.0, 31: 0.0, 32: 20.0, 33: 0.0, 34: 0.0, 35: 0.0, 36: 0.0, 37: 0.0, 38: 0.0, 39: 20.0, 40: 0.0, 41: 0.0, 42: 20.0, 43: 0.0, 44: 0.0, 45: 0.0, 46: 0.0, 47: 20.0, 48: 20.0, 49: 20.0, 50: 18.2, 51: 20.0, 52: 20.0, 53: 20.0, 54: 0.0, 55: 20.0, 56: 11.1, 57: 20.0, 58: 18.2, 59: 0.0, 60: 18.2, 61: 0.0, 62: 10.0, 63: 100.0}","{0: 37.0, 1: 37.0, 2: 37.0, 3: 37.0, 4: 37.0, 5: 37.0, 6: 37.0, 7: 37.0, 8: 37.0, 9: 37.0, 10: 37.0, 11: 37.0, 12: 37.0, 13: 37.0, 14: 37.0, 15: 37.0, 16: 37.0, 17: 37.0, 18: 37.0, 19: 37.0, 20: 37.0, 21: 37.0, 22: 37.0, 23: 37.0, 24: 37.0, 25: 37.0, 26: 37.0, 27: 37.0, 28: 37.0, 29: 37.0, 30: 37.0, 31: 37.0, 32: 37.0, 33: 37.0, 34: 37.0, 35: 37.0, 36: 37.0, 37: 37.0, 38: 37.0, 39: 37.0, 40: 37.0, 41: 37.0, 42: 37.0, 43: 37.0, 44: 37.0, 45: 37.0, 46: 37.0, 47: 37.0, 48: 37.0, 49: 37.0, 50: 37.0, 51: 37.0, 52: 37.0, 53: 37.0, 54: 37.0, 55: 37.0, 56: 37.0, 57: 37.0, 58: 37.0, 59: 37.0, 60: 37.0, 61: 37.0, 62: 37.0, 63: 37.0}",2025-03-12 20:33:02.346603
799.1,"{0: 0.0, 1: 0.0, 2: 20.0, 3: 0.0, 4: 0.0, 5: 0.0, 6: 27.3, 7: 27.3, 8: 0.0, 9: 0.0, 10: 40.0, 11: 20.0, 12: 30.0, 13: 0.0, 14: 100.0, 15: 0.0, 16: 20.0, 17: 30.0, 18: 30.0, 19: 0.0, 20: 0.0, 21: 100.0, 22: 30.0, 23: 30.0, 24: 36.4, 25: 10.0, 26: 36.4, 27: 0.0, 28: 30.0, 29: 30.0, 30: 0.0, 31: 90.0, 32: 30.0, 33: 0.0, 34: 0.0, 35: 0.0, 36: 30.0, 37: 30.0, 38: 0.0, 39: 0.0, 40: 9.1, 41: 0.0, 42: 20.0, 43: 0.0, 44: 30.0, 45: 30.0, 46: 0.0, 47: 0.0, 48: 0.0, 49: 0.0, 50: 30.0, 51: 30.0, 52: 30.0, 53: 22.2, 54: 36.4, 55: 30.0, 56: 36.4, 57: 22.2, 58: 36.4, 59: 30.0, 60: 36.4, 61: 10.0, 62: 0.0, 63: 0.0}","{0: 36.875, 1: 36.875, 2: 36.875, 3: 36.875, 4: 36.875, 5: 36.875, 6: 36.875, 7: 36.875, 8: 36.875, 9: 36.875, 10: 36.875, 11: 36.875, 12: 36.875, 13: 36.875, 14: 36.875, 15: 36.875, 16: 36.875, 17: 36.875, 18: 36.875, 19: 36.875, 20: 36.875, 21: 36.875, 22: 36.875, 23: 36.875, 24: 36.875, 25: 36.875, 26: 36.875, 27: 36.875, 28: 36.875, 29: 36.875, 30: 36.875, 31: 36.875, 32: 36.875, 33: 36.875, 34: 36.875, 35: 36.875, 36: 36.875, 37: 36.875, 38: 36.875, 39: 36.875, 40: 36.875, 41: 36.875, 42: 36.875, 43: 36.875, 44: 36.875, 45: 36.875, 46: 36.875, 47: 36.875, 48: 36.875, 49: 36.875, 50: 36.875, 51: 36.875, 52: 36.875, 53: 36.875, 54: 36.875, 55: 36.875, 56: 36.875, 57: 36.875, 58: 36.875, 59: 36.875, 60: 36.875, 61: 36.875, 62: 36.875, 63: 36.875}",2025-03-12 20:33:04.679989
309.7,"{0: 18.2, 1: 0.0, 2: 10.0, 3: 0.0, 4: 10.0, 5: 10.0, 6: 10.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 100.0, 12: 10.0, 13: 10.0, 14: 0.0, 15: 0.0, 16: 10.0, 17: 10.0, 18: 0.0, 19: 10.0, 20: 0.0, 21: 0.0, 22: 10.0, 23: 18.2, 24: 10.0, 25: 0.0, 26: 0.0, 27: 10.0, 28: 10.0, 29: 10.0, 30: 0.0, 31: 100.0, 32: 18.2, 33: 0.0, 34: 10.0, 35: 0.0, 36: 0.0, 37: 10.0, 38: 0.0, 39: 0.0, 40: 9.1, 41: 0.0, 42: 20.0, 43: 10.0, 44: 0.0, 45: 0.0, 46: 0.0, 47: 0.0, 48: 9.1, 49: 90.0, 50: 0.0, 51: 0.0, 52: 9.1, 53: 0.0, 54: 0.0, 55: 10.0, 56: 10.0, 57: 10.0, 58: 10.0, 59: 10.0, 60: 10.0, 61: 0.0, 62: 10.0, 63: 10.0}","{0: 36.8125, 1: 36.8125, 2: 36.8125, 3: 36.8125, 4: 36.8125, 5: 36.8125, 6: 36.8125, 7: 36.8125, 8: 36.8125, 9: 36.8125, 10: 36.8125, 11: 36.8125, 12: 36.8125, 13: 36.8125, 14: 36.8125, 15: 36.8125, 16: 36.8125, 17: 36.8125, 18: 36.8125, 19: 36.8125, 20: 36.8125, 21: 36.8125, 22: 36.8125, 23: 36.8125, 24: 36.8125, 25: 36.8125, 26: 36.8125, 27: 36.8125, 28: 36.8125, 29: 36.8125, 30: 36.8125, 31: 36.8125, 32: 36.8125, 33: 36.8125, 34: 36.8125, 35: 36.8125, 36: 36.8125, 37: 36.8125, 38: 36.8125, 39: 36.8125, 40: 36.8125, 41: 36.8125, 42: 36.8125, 43: 36.8125, 44: 36.8125, 45: 36.8125, 46: 36.8125, 47: 36.8125, 48: 36.8125, 49: 36.8125, 50: 36.8125, 51: 36.8125, 52: 36.8125, 53: 36.8125, 54: 36.8125, 55: 36.8125, 56: 36.8125, 57: 36.8125, 58: 36.8125, 59: 36.8125, 60: 36.8125, 61: 36.8125, 62: 36.8125, 63: 36.8125}",2025-03-12 20:33:06.992682
1238.6,"{0: 50.0, 1: 0.0, 2: 10.0, 3: 30.0, 4: 54.5, 5: 0.0, 6: 54.5, 7: 54.5, 8: 30.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 54.5, 14: 0.0, 15: 100.0, 16: 40.0, 17: 20.0, 18: 50.0, 19: 54.5, 20: 0.0, 21: 0.0, 22: 45.5, 23: 55.6, 24: 55.6, 25: 0.0, 26: 0.0, 27: 54.5, 28: 0.0, 29: 0.0, 30: 10.0, 31: 90.0, 32: 50.0, 33: 0.0, 34: 36.4, 35: 0.0, 36: 0.0, 37: 36.4, 38: 0.0, 39: 0.0, 40: 0.0, 41: 36.4, 42: 54.5, 43: 55.6, 44: 0.0, 45: 0.0, 46: 0.0, 47: 0.0, 48: 0.0, 49: 50.0, 50: 50.0, 51: 0.0, 52: 54.5, 53: 55.6, 54: 55.6, 55: 60.0, 56: 55.6, 57: 60.0, 58: 54.5, 59: 60.0, 60: 54.5, 61: 10.0, 62: 60.0, 63: 36.4}","{0: 36.9375, 1: 36.9375, 2: 36.9375, 3: 36.9375, 4: 36.9375, 5: 36.9375, 6: 36.9375, 7: 36.9375, 8: 36.9375, 9: 36.9375, 10: 36.9375, 11: 36.9375, 12: 36.9375, 13: 36.9375, 14: 36.9375, 15: 36.9375, 16: 36.9375, 17: 36.9375, 18: 36.9375, 19: 36.9375, 20: 36.9375, 21: 36.9375, 22: 36.9375, 23: 36.9375, 24: 36.9375, 25: 36.9375, 26: 36.9375, 27: 36.9375, 28: 36.9375, 29: 36.9375, 30: 36.9375, 31: 36.9375, 32: 36.9375, 33: 36.9375, 34: 36.9375, 35: 36.9375, 36: 36.9375, 37: 36.9375, 38: 36.9375, 39: 36.9375, 40: 36.9375, 41: 36.9375, 42: 36.9375, 43: 36.9375, 44: 36.9375, 45: 36.9375, 46: 36.9375, 47: 36.9375, 48: 36.9375, 49: 36.9375, 50: 36.9375, 51: 36.9375, 52: 36.9375, 53: 36.9375, 54: 36.9375, 55: 36.9375, 56: 36.9375, 57: 36.9375, 58: 36.9375, 59: 36.9375, 60: 36.9375, 61: 36.9375, 62: 36.9375, 63: 36.9375}",2025-03-12 20:33:09.327969
479.4,"{0: 40.0, 1: 33.3, 2: 40.0, 3: 10.0, 4: 0.0, 5: 10.0, 6: 40.0, 7: 44.4, 8: 44.4, 9: 40.0, 10: 10.0, 11: 0.0, 12: 40.0, 13: 10.0, 14: 40.0, 15: 0.0, 16: 9.1, 17: 33.3, 18: 10.0, 19: 0.0, 20: 40.0, 21: 40.0, 22: 10.0, 23: 0.0, 24: 10.0, 25: 44.4, 26: 44.4, 27: 10.0, 28: 40.0, 29: 11.1, 30: 10.0, 31: 100.0, 32: 20.0, 33: 33.3, 34: 10.0, 35: 33.3, 36: 33.3, 37: 33.3, 38: 40.0, 39: 44.4, 40: 80.0, 41: 0.0, 42: 40.0, 43: 40.0, 44: 33.3, 45: 30.0, 46: 0.0, 47: 40.0, 48: 90.0, 49: 10.0, 50: 50.0, 51: 40.0, 52: 0.0, 53: 0.0, 54: 10.0, 55: 40.0, 56: 20.0, 57: 0.0, 58: 0.0, 59: 10.0, 60: 9.1, 61: 50.0, 62: 10.0, 63: 30.0}","{0: 36.3125, 1: 36.3125, 2: 36.3125, 3: 36.3125, 4: 36.3125, 5: 36.3125, 6: 36.3125, 7: 36.3125, 8: 36.3125, 9: 36.3125, 10: 36.3125, 11: 36.3125, 12: 36.3125, 13: 36.3125, 14: 36.3125, 15: 36.3125, 16: 36.3125, 17: 36.3125, 18: 36.3125, 19: 36.3125, 20: 36.3125, 21: 36.3125, 22: 36.3125, 23: 36.3125, 24: 36.3125, 25: 36.3125, 26: 36.3125, 27: 36.3125, 28: 36.3125, 29: 36.3125, 30: 36.3125, 31: 36.3125, 32: 36.3125, 33: 36.3125, 34: 36.3125, 35: 36.3125, 36: 36.3125, 37: 36.3125, 38: 36.3125, 39: 36.3125, 40: 36.3125, 41: 36.3125, 42: 36.3125, 43: 36.3125, 44: 36.3125, 45: 36.3125, 46: 36.3125, 47: 36.3125, 48: 36.3125, 49: 36.3125, 50: 36.3125, 51: 36.3125, 52: 36.3125, 53: 36.3125, 54: 36.3125, 55: 36.3125, 56: 36.3125, 57: 36.3125, 58: 36.3125, 59: 36.3125, 60: 36.3125, 61: 36.3125, 62: 36.3125, 63: 36.3125}",2025-03-12 20:33:11.647379
629.3,"{0: 50.0, 1: 63.6, 2: 60.0, 3: 70.0, 4: 80.0, 5: 55.6, 6: 63.6, 7: 30.0, 8: 44.4, 9: 66.7, 10: 63.6, 11: 40.0, 12: 60.0, 13: 66.7, 14: 63.6, 15: 66.7, 16: 70.0, 17: 33.3, 18: 40.0, 19: 40.0, 20: 70.0, 21: 40.0, 22: 40.0, 23: 60.0, 24: 40.0, 25: 54.5, 26: 30.0, 27: 100.0, 28: 70.0, 29: 30.0, 30: 40.0, 31: 40.0, 32: 40.0, 33: 70.0, 34: 40.0, 35: 70.0, 36: 54.5, 37: 60.0, 38: 40.0, 39: 70.0, 40: 70.0, 41: 66.7, 42: 70.0, 43: 60.0, 44: 70.0, 45: 70.0, 46: 40.0, 47: 70.0, 48: 36.4, 49: 70.0, 50: 40.0, 51: 40.0, 52: 30.0, 53: 40.0, 54: 63.6, 55: 66.7, 56: 45.5, 57: 88.9, 58: 36.4, 59: 33.3, 60: 40.0, 61: 63.6, 62: 33.3, 63: 66.7}","{0: 36.3125, 1: 36.3125, 2: 36.3125, 3: 36.3125, 4: 36.3125, 5: 36.3125, 6: 36.3125, 7: 36.3125, 8: 36.3125, 9: 36.3125, 10: 36.3125, 11: 36.3125, 12: 36.3125, 13: 36.3125, 14: 36.3125, 15: 36.3125, 16: 36.3125, 17: 36.3125, 18: 36.3125, 19: 36.3125, 20: 36.3125, 21: 36.3125, 22: 36.3125, 23: 36.3125, 24: 36.3125, 25: 36.3125, 26: 36.3125, 27: 36.3125, 28: 36.3125, 29: 36.3125, 30: 36.3125, 31: 36.3125, 32: 36.3125, 33: 36.3125, 34: 36.3125, 35: 36.3125, 36: 36.3125, 37: 36.3125, 38: 36.3125, 39: 36.3125, 40: 36.3125, 41: 36.3125, 42: 36.3125, 43: 36.3125, 44: 36.3125, 45: 36.3125, 46: 36.3125, 47: 36.3125, 48: 36.3125, 49: 36.3125, 50: 36.3125, 51: 36.3125, 52: 36.3125, 53: 36.3125, 54: 36.3125, 55: 36.3125, 56: 36.3125, 57: 36.3125, 58: 36.3125, 59: 36.3125, 60: 36.3125, 61: 36.3125, 62: 36.3125, 63: 36.3125}",2025-03-12 20:33:13.962325
988.4,"{0: 33.3, 1: 27.3, 2: 55.6, 3: 44.4, 4: 60.0, 5: 33.3, 6: 54.5, 7: 50.0, 8: 44.4, 9: 45.5, 10: 54.5, 11: 60.0, 12: 33.3, 13: 22.2, 14: 40.0, 15: 10.0, 16: 50.0, 17: 50.0, 18: 30.0, 19: 30.0, 20: 45.5, 21: 50.0, 22: 40.0, 23: 66.7, 24: 30.0, 25: 44.4, 26: 37.5, 27: 44.4, 28: 50.0, 29: 44.4, 30: 44.4, 31: 30.0, 32: 40.0, 33: 11.1, 34: 72.7, 35: 63.6, 36: 25.0, 37: 30.0, 38: 40.0, 39: 36.4, 40: 36.4, 41: 50.0, 42: 55.6, 43: 60.0, 44: 44.4, 45: 33.3, 46: 40.0, 47: 45.5, 48: 44.4, 49: 40.0, 50: 54.5, 51: 30.0, 52: 55.6, 53: 30.0, 54: 54.5, 55: 72.7, 56: 20.0, 57: 50.0, 58: 40.0, 59: 50.0, 60: 50.0, 61: 60.0, 62: 40.0, 63: 30.0}","{0: 35.75, 1: 35.75, 2: 35.75, 3: 35.75, 4: 35.75, 5: 35.75, 6: 35.75, 7: 35.75, 8: 35.75, 9: 35.75, 10: 35.75, 11: 35.75, 12: 35.75, 13: 35.75, 14: 35.75, 15: 35.75, 16: 35.75, 17: 35.75, 18: 35.75, 19: 35.75, 20: 35.75, 21: 35.75, 22: 35.75, 23: 35.75, 24: 35.75, 25: 35.75, 26: 35.75, 27: 35.75, 28: 35.75, 29: 35.75, 30: 35.75, 31: 35.75, 32: 35.75, 33: 35.75, 34: 35.75, 35: 35.75, 36: 35.75, 37: 35.75, 38: 35.75, 39: 35.75, 40: 35.75, 41: 35.75, 42: 35.75, 43: 35.75, 44: 35.75, 45: 35.75, 46: 35.75, 47: 35.75, 48: 35.75, 49: 35.75, 50: 35.75, 51: 35.75, 52: 35.75, 53: 35.75, 54: 35.75, 55: 35.75, 56: 35.75, 57: 35.75, 58: 35.75, 59: 35.75, 60: 35.75, 61: 35.75, 62: 35.75, 63: 35.75}",2025-03-12 20:33:16.308300
369.6,"{0: 45.5, 1: 60.0, 2: 60.0, 3: 40.0, 4: 50.0, 5: 66.7, 6: 44.4, 7: 60.0, 8: 70.0, 9: 70.0, 10: 63.6, 11: 40.0, 12: 60.0, 13: 60.0, 14: 60.0, 15: 60.0, 16: 54.5, 17: 40.0, 18: 60.0, 19: 54.5, 20: 40.0, 21: 40.0, 22: 63.6, 23: 30.0, 24: 40.0, 25: 45.5, 26: 40.0, 27: 100.0, 28: 40.0, 29: 54.5, 30: 40.0, 31: 36.4, 32: 60.0, 33: 60.0, 34: 60.0, 35: 60.0, 36: 40.0, 37: 33.3, 38: 50.0, 39: 60.0, 40: 70.0, 41: 55.6, 42: 60.0, 43: 60.0, 44: 40.0, 45: 60.0, 46: 63.6, 47: 40.0, 48: 40.0, 49: 60.0, 50: 40.0, 51: 40.0, 52: 54.5, 53: 40.0, 54: 100.0, 55: 50.0, 56: 63.6, 57: 50.0, 58: 45.5, 59: 40.0, 60: 40.0, 61: 40.0, 62: 50.0, 63: 30.0}","{0: 35.5625, 1: 35.5625, 2: 35.5625, 3: 35.5625, 4: 35.5625, 5: 35.5625, 6: 35.5625, 7: 35.5625, 8: 35.5625, 9: 35.5625, 10: 35.5625, 11: 35.5625, 12: 35.5625, 13: 35.5625, 14: 35.5625, 15: 35.5625, 16: 35.5625, 17: 35.5625, 18: 35.5625, 19: 35.5625, 20: 35.5625, 21: 35.5625, 22: 35.5625, 23: 35.5625, 24: 35.5625, 25: 35.5625, 26: 35.5625, 27: 35.5625, 28: 35.5625, 29: 35.5625, 30: 35.5625, 31: 35.5625, 32: 35.5625, 33: 35.5625, 34: 35.5625, 35: 35.5625, 36: 35.5625, 37: 35.5625, 38: 35.5625, 39: 35.5625, 40: 35.5625, 41: 35.5625, 42: 35.5625, 43: 35.5625, 44: 35.5625, 45: 35.5625, 46: 35.5625, 47: 35.5625, 48: 35.5625, 49: 35.5625, 50: 35.5625, 51: 35.5625, 52: 35.5625, 53: 35.5625, 54: 35.5625, 55: 35.5625, 56: 35.5625, 57: 35.5625, 58: 35.5625, 59: 35.5625, 60: 35.5625, 61: 35.5625, 62: 35.5625, 63: 35.5625}",2025-03-12 20:33:18.639864
729.2,"{0: 40.0, 1: 40.0, 2: 10.0, 3: 10.0, 4: 45.5, 5: 40.0, 6: 10.0, 7: 40.0, 8: 40.0, 9: 27.3, 10: 45.5, 11: 10.0, 12: 45.5, 13: 45.5, 14: 30.0, 15: 18.2, 16: 10.0, 17: 10.0, 18: 10.0, 19: 40.0, 20: 10.0, 21: 10.0, 22: 9.1, 23: 18.2, 24: 16.7, 25: 18.2, 26: 10.0, 27: 40.0, 28: 10.0, 29: 40.0, 30: 40.0, 31: 45.5, 32: 40.0, 33: 36.4, 34: 40.0, 35: 40.0, 36: 50.0, 37: 10.0, 38: 40.0, 39: 40.0, 40: 45.5, 41: 87.5, 42: 9.1, 43: 10.0, 44: 10.0, 45: 40.0, 46: 40.0, 47: 18.2, 48: 36.4, 49: 40.0, 50: 10.0, 51: 10.0, 52: 36.4, 53: 90.0, 54: 18.2, 55: 45.5, 56: 36.4, 57: 10.0, 58: 100.0, 59: 18.2, 60: 10.0, 61: 40.0, 62: 10.0, 63: 10.0}","{0: 35.6875, 1: 35.6875, 2: 35.6875, 3: 35.6875, 4: 35.6875, 5: 35.6875, 6: 35.6875, 7: 35.6875, 8: 35.6875, 9: 35.6875, 10: 35.6875, 11: 35.6875, 12: 35.6875, 13: 35.6875, 14: 35.6875, 15: 35.6875, 16: 35.6875, 17: 35.6875, 18: 35.6875, 19: 35.6875, 20: 35.6875, 21: 35.6875, 22: 35.6875, 23: 35.6875, 24: 35.6875, 25: 35.6875, 26: 35.6875, 27: 35.6875, 28: 35.6875, 29: 35.6875, 30: 35.6875, 31: 35.6875, 32: 35.6875, 33: 35.6875, 34: 35.6875, 35: 35.6875, 36: 35.6875, 37: 35.6875, 38: 35.6875, 39: 35.6875, 40: 35.6875, 41: 35.6875, 42: 35.6875, 43: 35.6875, 44: 35.6875, 45: 35.6875, 46: 35.6875, 47: 35.6875, 48: 35.6875, 49: 35.6875, 50: 35.6875, 51: 35.6875, 52: 35.6875, 53: 35.6875, 54: 35.6875, 55: 35.6875, 56: 35.6875, 57: 35.6875, 58: 35.6875, 59: 35.6875, 60: 35.6875, 61: 35.6875, 62: 35.6875, 63: 35.6875}",2025-03-12 20:33:20.963696
1327.9,"{0: 30.0, 1: 20.0, 2: 33.3, 3: 30.0, 4: 22.2, 5: 27.3, 6: 27.3, 7: 30.0, 8: 30.0, 9: 60.0, 10: 22.2, 11: 30.0, 12: 33.3, 13: 22.2, 14: 22.2, 15: 30.0, 16: 25.0, 17: 27.3, 18: 30.0, 19: 30.0, 20: 22.2, 21: 22.2, 22: 30.0, 23: 22.2, 24: 22.2, 25: 30.0, 26: 22.2, 27: 30.0, 28: 22.2, 29: 20.0, 30: 20.0, 31: 30.0, 32: 30.0, 33: 22.2, 34: 30.0, 35: 10.0, 36: 30.0, 37: 20.0, 38: 22.2, 39: 33.3, 40: 54.5, 41: 50.0, 42: 30.0, 43: 22.2, 44: 22.2, 45: 27.3, 46: 22.2, 47: 30.0, 48: 22.2, 49: 30.0, 50: 30.0, 51: 30.0, 52: 22.2, 53: 90.0, 54: 30.0, 55: 30.0, 56: 20.0, 57: 20.0, 58: 22.2, 59: 30.0, 60: 36.4, 61: 100.0, 62: 27.3, 63: 36.4}","{0: 35.5625, 1: 35.5625, 2: 35.5625, 3: 35.5625, 4: 35.5625, 5: 35.5625, 6: 35.5625, 7: 35.5625, 8: 35.5625, 9: 35.5625, 10: 35.5625, 11: 35.5625, 12: 35.5625, 13: 35.5625, 14: 35.5625, 15: 35.5625, 16: 35.5625, 17: 35.5625, 18: 35.5625, 19: 35.5625, 20: 35.5625, 21: 35.5625, 22: 35.5625, 23: 35.5625, 24: 35.5625, 25: 35.5625, 26: 35.5625, 27: 35.5625, 28: 35.5625, 29: 35.5625, 30: 35.5625, 31: 35.5625, 32: 35.5625, 33: 35.5625, 34: 35.5625, 35: 35.5625, 36: 35.5625, 37: 35.5625, 38: 35.5625, 39: 35.5625, 40: 35.5625, 41: 35.5625, 42: 35.5625, 43: 35.5625, 44: 35.5625, 45: 35.5625, 46: 35.5625, 47: 35.5625, 48: 35.5625, 49: 35.5625, 50: 35.5625, 51: 35.5625, 52: 35.5625, 53: 35.5625, 54: 35.5625, 55: 35.5625, 56: 35.5625, 57: 35.5625, 58: 35.5625, 59: 35.5625, 60: 35.5625, 61: 35.5625, 62: 35.5625, 63: 35.5625}",2025-03-12 20:33:23.297507
1617.7,"{0: 44.4, 1: 44.4, 2: 50.0, 3: 0.0, 4: 44.4, 5: 40.0, 6: 50.0, 7: 44.4, 8: 81.8, 9: 44.4, 10: 0.0, 11: 9.1, 12: 50.0, 13: 0.0, 14: 40.0, 15: 18.2, 16: 63.6, 17: 0.0, 18: 0.0, 19: 9.1, 20: 100.0, 21: 50.0, 22: 0.0, 23: 10.0, 24: 55.6, 25: 9.1, 26: 0.0, 27: 0.0, 28: 0.0, 29: 18.2, 30: 44.4, 31: 44.4, 32: 0.0, 33: 50.0, 34: 44.4, 35: 10.0, 36: 44.4, 37: 0.0, 38: 50.0, 39: 44.4, 40: 44.4, 41: 20.0, 42: 44.4, 43: 40.0, 44: 44.4, 45: 50.0, 46: 0.0, 47: 50.0, 48: 60.0, 49: 40.0, 50: 60.0, 51: 22.2, 52: 18.2, 53: 10.0, 54: 0.0, 55: 9.1, 56: 50.0, 57: 55.6, 58: 10.0, 59: 0.0, 60: 50.0, 61: 10.0, 62: 0.0, 63: 10.0}","{0: 35.0625, 1: 35.0625, 2: 35.0625, 3: 35.0625, 4: 35.0625, 5: 35.0625, 6: 35.0625, 7: 35.0625, 8: 35.0625, 9: 35.0625, 10: 35.0625, 11: 35.0625, 12: 35.0625, 13: 35.0625, 14: 35.0625, 15: 35.0625, 16: 35.0625, 17: 35.0625, 18: 35.0625, 19: 35.0625, 20: 35.0625, 21: 35.0625, 22: 35.0625, 23: 35.0625, 24: 35.0625, 25: 35.0625, 26: 35.0625, 27: 35.0625, 28: 35.0625, 29: 35.0625, 30: 35.0625, 31: 35.0625, 32: 35.0625, 33: 35.0625, 34: 35.0625, 35: 35.0625, 36: 35.0625, 37: 35.0625, 38: 35.0625, 39: 35.0625, 40: 35.0625, 41: 35.0625, 42: 35.0625, 43: 35.0625, 44: 35.0625, 45: 35.0625, 46: 35.0625, 47: 35.0625, 48: 35.0625, 49: 35.0625, 50: 35.0625, 51: 35.0625, 52: 35.0625, 53: 35.0625, 54: 35.0625, 55: 35.0625, 56: 35.0625, 57: 35.0625, 58: 35.0625, 59: 35.0625, 60: 35.0625, 61: 35.0625, 62: 35.0625, 63: 35.0625}",2025-03-12 20:33:25.635568
619.0,"{0: 50.0, 1: 75.0, 2: 40.0, 3: 11.1, 4: 10.0, 5: 40.0, 6: 20.0, 7: 10.0, 8: 44.4, 9: 50.0, 10: 10.0, 11: 10.0, 12: 40.0, 13: 10.0, 14: 40.0, 15: 50.0, 16: 44.4, 17: 10.0, 18: 18.2, 19: 10.0, 20: 33.3, 21: 10.0, 22: 10.0, 23: 40.0, 24: 10.0, 25: 10.0, 26: 11.1, 27: 10.0, 28: 45.5, 29: 40.0, 30: 27.3, 31: 36.4, 32: 30.0, 33: 45.5, 34: 10.0, 35: 50.0, 36: 33.3, 37: 10.0, 38: 40.0, 39: 40.0, 40: 50.0, 41: 40.0, 42: 33.3, 43: 18.2, 44: 11.1, 45: 40.0, 46: 11.1, 47: 50.0, 48: 10.0, 49: 10.0, 50: 50.0, 51: 18.2, 52: 100.0, 53: 40.0, 54: 10.0, 55: 10.0, 56: 40.0, 57: 44.4, 58: 40.0, 59: 44.4, 60: 10.0, 61: 11.1, 62: 50.0, 63: 88.9}","{0: 35.0, 1: 35.0, 2: 35.0, 3: 35.0, 4: 35.0, 5: 35.0, 6: 35.0, 7: 35.0, 8: 35.0, 9: 35.0, 10: 35.0, 11: 35.0, 12: 35.0, 13: 35.0, 14: 35.0, 15: 35.0, 16: 35.0, 17: 35.0, 18: 35.0, 19: 35.0, 20: 35.0, 21: 35.0, 22: 35.0, 23: 35.0, 24: 35.0, 25: 35.0, 26: 35.0, 27: 35.0, 28: 35.0, 29: 35.0, 30: 35.0, 31: 35.0, 32: 35.0, 33: 35.0, 34: 35.0, 35: 35.0, 36: 35.0, 37: 35.0, 38: 35.0, 39: 35.0, 40: 35.0, 41: 35.0, 42: 35.0, 43: 35.0, 44: 35.0, 45: 35.0, 46: 35.0, 47: 35.0, 48: 35.0, 49: 35.0, 50: 35.0, 51: 35.0, 52: 35.0, 53: 35.0, 54: 35.0, 55: 35.0, 56: 35.0, 57: 35.0, 58: 35.0, 59: 35.0, 60: 35.0, 61: 35.0, 62: 35.0, 63: 35.0}",2025-03-12 20:33:27.956053
