Process_CPU,Affined_Cores,Affined_Temperatures,Timestamp
99.8,"{0: 0.0, 1: 20.0, 2: 27.3, 3: 20.0, 4: 100.0, 5: 27.3, 6: 30.0, 7: 20.0, 8: 27.3, 9: 30.0, 10: 30.0, 11: 22.2, 12: 22.2, 13: 22.2, 14: 0.0, 15: 30.0, 16: 0.0, 17: 30.0, 18: 30.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 27.3, 23: 30.0, 24: 0.0, 25: 22.2, 26: 100.0, 27: 30.0, 28: 30.0, 29: 10.0, 30: 0.0, 31: 0.0, 32: 0.0, 33: 100.0, 34: 0.0, 35: 0.0, 36: 0.0, 37: 0.0, 38: 0.0, 39: 0.0, 40: 0.0, 41: 0.0, 42: 0.0, 43: 0.0, 44: 0.0, 45: 0.0, 46: 20.0, 47: 0.0, 48: 30.0, 49: 0.0, 50: 30.0, 51: 30.0, 52: 0.0, 53: 0.0, 54: 0.0, 55: 30.0, 56: 30.0, 57: 30.0, 58: 20.0, 59: 0.0, 60: 30.0, 61: 30.0, 62: 30.0, 63: 0.0}","{0: 34.0, 1: 34.0, 2: 34.0, 3: 34.0, 4: 34.0, 5: 34.0, 6: 34.0, 7: 34.0, 8: 34.0, 9: 34.0, 10: 34.0, 11: 34.0, 12: 34.0, 13: 34.0, 14: 34.0, 15: 34.0, 16: 34.0, 17: 34.0, 18: 34.0, 19: 34.0, 20: 34.0, 21: 34.0, 22: 34.0, 23: 34.0, 24: 34.0, 25: 34.0, 26: 34.0, 27: 34.0, 28: 34.0, 29: 34.0, 30: 34.0, 31: 34.0, 32: 34.0, 33: 34.0, 34: 34.0, 35: 34.0, 36: 34.0, 37: 34.0, 38: 34.0, 39: 34.0, 40: 34.0, 41: 34.0, 42: 34.0, 43: 34.0, 44: 34.0, 45: 34.0, 46: 34.0, 47: 34.0, 48: 34.0, 49: 34.0, 50: 34.0, 51: 34.0, 52: 34.0, 53: 34.0, 54: 34.0, 55: 34.0, 56: 34.0, 57: 34.0, 58: 34.0, 59: 34.0, 60: 34.0, 61: 34.0, 62: 34.0, 63: 34.0}",2025-03-12 19:52:35.699892
99.9,"{0: 0.0, 1: 0.0, 2: 20.0, 3: 22.2, 4: 80.0, 5: 20.0, 6: 22.2, 7: 20.0, 8: 22.2, 9: 20.0, 10: 20.0, 11: 22.2, 12: 20.0, 13: 20.0, 14: 0.0, 15: 20.0, 16: 0.0, 17: 30.0, 18: 0.0, 19: 0.0, 20: 27.3, 21: 20.0, 22: 20.0, 23: 0.0, 24: 20.0, 25: 27.3, 26: 0.0, 27: 9.1, 28: 90.0, 29: 30.0, 30: 9.1, 31: 22.2, 32: 20.0, 33: 90.0, 34: 0.0, 35: 0.0, 36: 0.0, 37: 0.0, 38: 0.0, 39: 0.0, 40: 0.0, 41: 0.0, 42: 0.0, 43: 0.0, 44: 0.0, 45: 0.0, 46: 20.0, 47: 0.0, 48: 30.0, 49: 0.0, 50: 0.0, 51: 22.2, 52: 27.3, 53: 20.0, 54: 0.0, 55: 27.3, 56: 18.2, 57: 27.3, 58: 20.0, 59: 22.2, 60: 9.1, 61: 0.0, 62: 22.2, 63: 9.1}","{0: 34.4375, 1: 34.4375, 2: 34.4375, 3: 34.4375, 4: 34.4375, 5: 34.4375, 6: 34.4375, 7: 34.4375, 8: 34.4375, 9: 34.4375, 10: 34.4375, 11: 34.4375, 12: 34.4375, 13: 34.4375, 14: 34.4375, 15: 34.4375, 16: 34.4375, 17: 34.4375, 18: 34.4375, 19: 34.4375, 20: 34.4375, 21: 34.4375, 22: 34.4375, 23: 34.4375, 24: 34.4375, 25: 34.4375, 26: 34.4375, 27: 34.4375, 28: 34.4375, 29: 34.4375, 30: 34.4375, 31: 34.4375, 32: 34.4375, 33: 34.4375, 34: 34.4375, 35: 34.4375, 36: 34.4375, 37: 34.4375, 38: 34.4375, 39: 34.4375, 40: 34.4375, 41: 34.4375, 42: 34.4375, 43: 34.4375, 44: 34.4375, 45: 34.4375, 46: 34.4375, 47: 34.4375, 48: 34.4375, 49: 34.4375, 50: 34.4375, 51: 34.4375, 52: 34.4375, 53: 34.4375, 54: 34.4375, 55: 34.4375, 56: 34.4375, 57: 34.4375, 58: 34.4375, 59: 34.4375, 60: 34.4375, 61: 34.4375, 62: 34.4375, 63: 34.4375}",2025-03-12 19:52:38.015482
99.9,"{0: 30.0, 1: 20.0, 2: 27.3, 3: 10.0, 4: 0.0, 5: 27.3, 6: 0.0, 7: 10.0, 8: 30.0, 9: 36.4, 10: 30.0, 11: 20.0, 12: 10.0, 13: 27.3, 14: 18.2, 15: 10.0, 16: 9.1, 17: 20.0, 18: 27.3, 19: 30.0, 20: 27.3, 21: 20.0, 22: 27.3, 23: 9.1, 24: 22.2, 25: 100.0, 26: 20.0, 27: 9.1, 28: 30.0, 29: 90.0, 30: 0.0, 31: 10.0, 32: 40.0, 33: 60.0, 34: 9.1, 35: 27.3, 36: 0.0, 37: 0.0, 38: 0.0, 39: 30.0, 40: 10.0, 41: 0.0, 42: 0.0, 43: 9.1, 44: 10.0, 45: 30.0, 46: 30.0, 47: 10.0, 48: 27.3, 49: 10.0, 50: 9.1, 51: 30.0, 52: 9.1, 53: 20.0, 54: 9.1, 55: 20.0, 56: 10.0, 57: 20.0, 58: 0.0, 59: 20.0, 60: 18.2, 61: 0.0, 62: 20.0, 63: 20.0}","{0: 34.0, 1: 34.0, 2: 34.0, 3: 34.0, 4: 34.0, 5: 34.0, 6: 34.0, 7: 34.0, 8: 34.0, 9: 34.0, 10: 34.0, 11: 34.0, 12: 34.0, 13: 34.0, 14: 34.0, 15: 34.0, 16: 34.0, 17: 34.0, 18: 34.0, 19: 34.0, 20: 34.0, 21: 34.0, 22: 34.0, 23: 34.0, 24: 34.0, 25: 34.0, 26: 34.0, 27: 34.0, 28: 34.0, 29: 34.0, 30: 34.0, 31: 34.0, 32: 34.0, 33: 34.0, 34: 34.0, 35: 34.0, 36: 34.0, 37: 34.0, 38: 34.0, 39: 34.0, 40: 34.0, 41: 34.0, 42: 34.0, 43: 34.0, 44: 34.0, 45: 34.0, 46: 34.0, 47: 34.0, 48: 34.0, 49: 34.0, 50: 34.0, 51: 34.0, 52: 34.0, 53: 34.0, 54: 34.0, 55: 34.0, 56: 34.0, 57: 34.0, 58: 34.0, 59: 34.0, 60: 34.0, 61: 34.0, 62: 34.0, 63: 34.0}",2025-03-12 19:52:40.326349
99.9,"{0: 0.0, 1: 0.0, 2: 20.0, 3: 10.0, 4: 10.0, 5: 10.0, 6: 27.3, 7: 36.4, 8: 70.0, 9: 18.2, 10: 11.1, 11: 20.0, 12: 11.1, 13: 20.0, 14: 10.0, 15: 18.2, 16: 10.0, 17: 18.2, 18: 18.2, 19: 20.0, 20: 0.0, 21: 11.1, 22: 18.2, 23: 18.2, 24: 11.1, 25: 10.0, 26: 10.0, 27: 22.2, 28: 0.0, 29: 11.1, 30: 18.2, 31: 18.2, 32: 11.1, 33: 20.0, 34: 10.0, 35: 11.1, 36: 18.2, 37: 20.0, 38: 9.1, 39: 20.0, 40: 20.0, 41: 0.0, 42: 10.0, 43: 10.0, 44: 0.0, 45: 10.0, 46: 20.0, 47: 20.0, 48: 22.2, 49: 11.1, 50: 10.0, 51: 90.9, 52: 11.1, 53: 11.1, 54: 10.0, 55: 11.1, 56: 10.0, 57: 11.1, 58: 18.2, 59: 20.0, 60: 11.1, 61: 10.0, 62: 100.0, 63: 11.1}","{0: 34.0, 1: 34.0, 2: 34.0, 3: 34.0, 4: 34.0, 5: 34.0, 6: 34.0, 7: 34.0, 8: 34.0, 9: 34.0, 10: 34.0, 11: 34.0, 12: 34.0, 13: 34.0, 14: 34.0, 15: 34.0, 16: 34.0, 17: 34.0, 18: 34.0, 19: 34.0, 20: 34.0, 21: 34.0, 22: 34.0, 23: 34.0, 24: 34.0, 25: 34.0, 26: 34.0, 27: 34.0, 28: 34.0, 29: 34.0, 30: 34.0, 31: 34.0, 32: 34.0, 33: 34.0, 34: 34.0, 35: 34.0, 36: 34.0, 37: 34.0, 38: 34.0, 39: 34.0, 40: 34.0, 41: 34.0, 42: 34.0, 43: 34.0, 44: 34.0, 45: 34.0, 46: 34.0, 47: 34.0, 48: 34.0, 49: 34.0, 50: 34.0, 51: 34.0, 52: 34.0, 53: 34.0, 54: 34.0, 55: 34.0, 56: 34.0, 57: 34.0, 58: 34.0, 59: 34.0, 60: 34.0, 61: 34.0, 62: 34.0, 63: 34.0}",2025-03-12 19:52:42.662234
99.9,"{0: 0.0, 1: 0.0, 2: 20.0, 3: 0.0, 4: 0.0, 5: 81.8, 6: 30.0, 7: 22.2, 8: 18.2, 9: 20.0, 10: 20.0, 11: 30.0, 12: 20.0, 13: 20.0, 14: 27.3, 15: 30.0, 16: 0.0, 17: 0.0, 18: 0.0, 19: 22.2, 20: 20.0, 21: 0.0, 22: 20.0, 23: 22.2, 24: 20.0, 25: 27.3, 26: 0.0, 27: 30.0, 28: 20.0, 29: 0.0, 30: 18.2, 31: 10.0, 32: 20.0, 33: 30.0, 34: 0.0, 35: 18.2, 36: 60.0, 37: 20.0, 38: 0.0, 39: 0.0, 40: 0.0, 41: 0.0, 42: 0.0, 43: 9.1, 44: 0.0, 45: 0.0, 46: 0.0, 47: 0.0, 48: 20.0, 49: 20.0, 50: 27.3, 51: 0.0, 52: 27.3, 53: 22.2, 54: 0.0, 55: 22.2, 56: 0.0, 57: 0.0, 58: 20.0, 59: 27.3, 60: 90.0, 61: 30.0, 62: 22.2, 63: 0.0}","{0: 34.1875, 1: 34.1875, 2: 34.1875, 3: 34.1875, 4: 34.1875, 5: 34.1875, 6: 34.1875, 7: 34.1875, 8: 34.1875, 9: 34.1875, 10: 34.1875, 11: 34.1875, 12: 34.1875, 13: 34.1875, 14: 34.1875, 15: 34.1875, 16: 34.1875, 17: 34.1875, 18: 34.1875, 19: 34.1875, 20: 34.1875, 21: 34.1875, 22: 34.1875, 23: 34.1875, 24: 34.1875, 25: 34.1875, 26: 34.1875, 27: 34.1875, 28: 34.1875, 29: 34.1875, 30: 34.1875, 31: 34.1875, 32: 34.1875, 33: 34.1875, 34: 34.1875, 35: 34.1875, 36: 34.1875, 37: 34.1875, 38: 34.1875, 39: 34.1875, 40: 34.1875, 41: 34.1875, 42: 34.1875, 43: 34.1875, 44: 34.1875, 45: 34.1875, 46: 34.1875, 47: 34.1875, 48: 34.1875, 49: 34.1875, 50: 34.1875, 51: 34.1875, 52: 34.1875, 53: 34.1875, 54: 34.1875, 55: 34.1875, 56: 34.1875, 57: 34.1875, 58: 34.1875, 59: 34.1875, 60: 34.1875, 61: 34.1875, 62: 34.1875, 63: 34.1875}",2025-03-12 19:52:44.998036
99.9,"{0: 0.0, 1: 0.0, 2: 0.0, 3: 100.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 0.0, 8: 0.0, 9: 0.0, 10: 0.0, 11: 0.0, 12: 0.0, 13: 0.0, 14: 0.0, 15: 0.0, 16: 0.0, 17: 0.0, 18: 0.0, 19: 0.0, 20: 0.0, 21: 0.0, 22: 0.0, 23: 0.0, 24: 0.0, 25: 10.0, 26: 0.0, 27: 0.0, 28: 100.0, 29: 0.0, 30: 0.0, 31: 70.0, 32: 0.0, 33: 0.0, 34: 0.0, 35: 0.0, 36: 0.0, 37: 0.0, 38: 0.0, 39: 0.0, 40: 0.0, 41: 0.0, 42: 0.0, 43: 0.0, 44: 0.0, 45: 0.0, 46: 0.0, 47: 0.0, 48: 18.2, 49: 0.0, 50: 0.0, 51: 0.0, 52: 0.0, 53: 0.0, 54: 0.0, 55: 0.0, 56: 0.0, 57: 0.0, 58: 0.0, 59: 0.0, 60: 0.0, 61: 0.0, 62: 0.0, 63: 0.0}","{0: 33.875, 1: 33.875, 2: 33.875, 3: 33.875, 4: 33.875, 5: 33.875, 6: 33.875, 7: 33.875, 8: 33.875, 9: 33.875, 10: 33.875, 11: 33.875, 12: 33.875, 13: 33.875, 14: 33.875, 15: 33.875, 16: 33.875, 17: 33.875, 18: 33.875, 19: 33.875, 20: 33.875, 21: 33.875, 22: 33.875, 23: 33.875, 24: 33.875, 25: 33.875, 26: 33.875, 27: 33.875, 28: 33.875, 29: 33.875, 30: 33.875, 31: 33.875, 32: 33.875, 33: 33.875, 34: 33.875, 35: 33.875, 36: 33.875, 37: 33.875, 38: 33.875, 39: 33.875, 40: 33.875, 41: 33.875, 42: 33.875, 43: 33.875, 44: 33.875, 45: 33.875, 46: 33.875, 47: 33.875, 48: 33.875, 49: 33.875, 50: 33.875, 51: 33.875, 52: 33.875, 53: 33.875, 54: 33.875, 55: 33.875, 56: 33.875, 57: 33.875, 58: 33.875, 59: 33.875, 60: 33.875, 61: 33.875, 62: 33.875, 63: 33.875}",2025-03-12 19:52:47.302955
99.9,"{0: 10.0, 1: 18.2, 2: 9.1, 3: 0.0, 4: 0.0, 5: 0.0, 6: 0.0, 7: 10.0, 8: 10.0, 9: 0.0, 10: 0.0, 11: 10.0, 12: 10.0, 13: 9.1, 14: 0.0, 15: 10.0, 16: 88.9, 17: 0.0, 18: 10.0, 19: 10.0, 20: 10.0, 21: 10.0, 22: 100.0, 23: 11.1, 24: 0.0, 25: 16.7, 26: 10.0, 27: 18.2, 28: 9.1, 29: 0.0, 30: 20.0, 31: 0.0, 32: 0.0, 33: 10.0, 34: 0.0, 35: 0.0, 36: 0.0, 37: 10.0, 38: 10.0, 39: 0.0, 40: 0.0, 41: 10.0, 42: 10.0, 43: 0.0, 44: 0.0, 45: 100.0, 46: 0.0, 47: 0.0, 48: 10.0, 49: 11.1, 50: 0.0, 51: 0.0, 52: 18.2, 53: 0.0, 54: 9.1, 55: 18.2, 56: 10.0, 57: 0.0, 58: 0.0, 59: 10.0, 60: 10.0, 61: 0.0, 62: 10.0, 63: 10.0}","{0: 33.5, 1: 33.5, 2: 33.5, 3: 33.5, 4: 33.5, 5: 33.5, 6: 33.5, 7: 33.5, 8: 33.5, 9: 33.5, 10: 33.5, 11: 33.5, 12: 33.5, 13: 33.5, 14: 33.5, 15: 33.5, 16: 33.5, 17: 33.5, 18: 33.5, 19: 33.5, 20: 33.5, 21: 33.5, 22: 33.5, 23: 33.5, 24: 33.5, 25: 33.5, 26: 33.5, 27: 33.5, 28: 33.5, 29: 33.5, 30: 33.5, 31: 33.5, 32: 33.5, 33: 33.5, 34: 33.5, 35: 33.5, 36: 33.5, 37: 33.5, 38: 33.5, 39: 33.5, 40: 33.5, 41: 33.5, 42: 33.5, 43: 33.5, 44: 33.5, 45: 33.5, 46: 33.5, 47: 33.5, 48: 33.5, 49: 33.5, 50: 33.5, 51: 33.5, 52: 33.5, 53: 33.5, 54: 33.5, 55: 33.5, 56: 33.5, 57: 33.5, 58: 33.5, 59: 33.5, 60: 33.5, 61: 33.5, 62: 33.5, 63: 33.5}",2025-03-12 19:52:49.638387
99.9,"{0: 10.0, 1: 40.0, 2: 30.0, 3: 0.0, 4: 27.3, 5: 10.0, 6: 0.0, 7: 22.2, 8: 33.3, 9: 33.3, 10: 33.3, 11: 0.0, 12: 0.0, 13: 0.0, 14: 30.0, 15: 0.0, 16: 22.2, 17: 0.0, 18: 0.0, 19: 33.3, 20: 0.0, 21: 44.4, 22: 16.7, 23: 40.0, 24: 100.0, 25: 40.0, 26: 33.3, 27: 0.0, 28: 0.0, 29: 0.0, 30: 40.0, 31: 40.0, 32: 0.0, 33: 40.0, 34: 0.0, 35: 40.0, 36: 40.0, 37: 0.0, 38: 0.0, 39: 0.0, 40: 0.0, 41: 0.0, 42: 33.3, 43: 0.0, 44: 100.0, 45: 0.0, 46: 0.0, 47: 40.0, 48: 100.0, 49: 10.0, 50: 0.0, 51: 33.3, 52: 36.4, 53: 0.0, 54: 40.0, 55: 40.0, 56: 0.0, 57: 33.3, 58: 44.4, 59: 40.0, 60: 44.4, 61: 40.0, 62: 0.0, 63: 33.3}","{0: 33.0, 1: 33.0, 2: 33.0, 3: 33.0, 4: 33.0, 5: 33.0, 6: 33.0, 7: 33.0, 8: 33.0, 9: 33.0, 10: 33.0, 11: 33.0, 12: 33.0, 13: 33.0, 14: 33.0, 15: 33.0, 16: 33.0, 17: 33.0, 18: 33.0, 19: 33.0, 20: 33.0, 21: 33.0, 22: 33.0, 23: 33.0, 24: 33.0, 25: 33.0, 26: 33.0, 27: 33.0, 28: 33.0, 29: 33.0, 30: 33.0, 31: 33.0, 32: 33.0, 33: 33.0, 34: 33.0, 35: 33.0, 36: 33.0, 37: 33.0, 38: 33.0, 39: 33.0, 40: 33.0, 41: 33.0, 42: 33.0, 43: 33.0, 44: 33.0, 45: 33.0, 46: 33.0, 47: 33.0, 48: 33.0, 49: 33.0, 50: 33.0, 51: 33.0, 52: 33.0, 53: 33.0, 54: 33.0, 55: 33.0, 56: 33.0, 57: 33.0, 58: 33.0, 59: 33.0, 60: 33.0, 61: 33.0, 62: 33.0, 63: 33.0}",2025-03-12 19:52:51.957415
99.9,"{0: 16.7, 1: 10.0, 2: 10.0, 3: 0.0, 4: 18.2, 5: 10.0, 6: 10.0, 7: 10.0, 8: 0.0, 9: 10.0, 10: 10.0, 11: 0.0, 12: 20.0, 13: 10.0, 14: 0.0, 15: 11.1, 16: 11.1, 17: 10.0, 18: 20.0, 19: 9.1, 20: 10.0, 21: 10.0, 22: 10.0, 23: 10.0, 24: 0.0, 25: 0.0, 26: 10.0, 27: 0.0, 28: 10.0, 29: 20.0, 30: 10.0, 31: 0.0, 32: 20.0, 33: 10.0, 34: 20.0, 35: 100.0, 36: 11.1, 37: 10.0, 38: 10.0, 39: 10.0, 40: 0.0, 41: 0.0, 42: 11.1, 43: 20.0, 44: 10.0, 45: 10.0, 46: 20.0, 47: 10.0, 48: 100.0, 49: 10.0, 50: 0.0, 51: 20.0, 52: 20.0, 53: 20.0, 54: 0.0, 55: 10.0, 56: 88.9, 57: 0.0, 58: 10.0, 59: 10.0, 60: 11.1, 61: 0.0, 62: 0.0, 63: 0.0}","{0: 33.25, 1: 33.25, 2: 33.25, 3: 33.25, 4: 33.25, 5: 33.25, 6: 33.25, 7: 33.25, 8: 33.25, 9: 33.25, 10: 33.25, 11: 33.25, 12: 33.25, 13: 33.25, 14: 33.25, 15: 33.25, 16: 33.25, 17: 33.25, 18: 33.25, 19: 33.25, 20: 33.25, 21: 33.25, 22: 33.25, 23: 33.25, 24: 33.25, 25: 33.25, 26: 33.25, 27: 33.25, 28: 33.25, 29: 33.25, 30: 33.25, 31: 33.25, 32: 33.25, 33: 33.25, 34: 33.25, 35: 33.25, 36: 33.25, 37: 33.25, 38: 33.25, 39: 33.25, 40: 33.25, 41: 33.25, 42: 33.25, 43: 33.25, 44: 33.25, 45: 33.25, 46: 33.25, 47: 33.25, 48: 33.25, 49: 33.25, 50: 33.25, 51: 33.25, 52: 33.25, 53: 33.25, 54: 33.25, 55: 33.25, 56: 33.25, 57: 33.25, 58: 33.25, 59: 33.25, 60: 33.25, 61: 33.25, 62: 33.25, 63: 33.25}",2025-03-12 19:52:54.287158
99.9,"{0: 20.0, 1: 20.0, 2: 22.2, 3: 66.7, 4: 18.2, 5: 0.0, 6: 20.0, 7: 18.2, 8: 20.0, 9: 20.0, 10: 0.0, 11: 10.0, 12: 20.0, 13: 18.2, 14: 30.0, 15: 18.2, 16: 36.4, 17: 11.1, 18: 20.0, 19: 18.2, 20: 36.4, 21: 20.0, 22: 20.0, 23: 18.2, 24: 90.0, 25: 33.3, 26: 18.2, 27: 20.0, 28: 30.0, 29: 0.0, 30: 20.0, 31: 66.7, 32: 18.2, 33: 10.0, 34: 11.1, 35: 10.0, 36: 18.2, 37: 10.0, 38: 10.0, 39: 20.0, 40: 11.1, 41: 11.1, 42: 18.2, 43: 20.0, 44: 18.2, 45: 20.0, 46: 50.0, 47: 11.1, 48: 20.0, 49: 0.0, 50: 18.2, 51: 20.0, 52: 20.0, 53: 20.0, 54: 20.0, 55: 0.0, 56: 27.3, 57: 0.0, 58: 10.0, 59: 20.0, 60: 18.2, 61: 36.4, 62: 33.3, 63: 11.1}","{0: 33.125, 1: 33.125, 2: 33.125, 3: 33.125, 4: 33.125, 5: 33.125, 6: 33.125, 7: 33.125, 8: 33.125, 9: 33.125, 10: 33.125, 11: 33.125, 12: 33.125, 13: 33.125, 14: 33.125, 15: 33.125, 16: 33.125, 17: 33.125, 18: 33.125, 19: 33.125, 20: 33.125, 21: 33.125, 22: 33.125, 23: 33.125, 24: 33.125, 25: 33.125, 26: 33.125, 27: 33.125, 28: 33.125, 29: 33.125, 30: 33.125, 31: 33.125, 32: 33.125, 33: 33.125, 34: 33.125, 35: 33.125, 36: 33.125, 37: 33.125, 38: 33.125, 39: 33.125, 40: 33.125, 41: 33.125, 42: 33.125, 43: 33.125, 44: 33.125, 45: 33.125, 46: 33.125, 47: 33.125, 48: 33.125, 49: 33.125, 50: 33.125, 51: 33.125, 52: 33.125, 53: 33.125, 54: 33.125, 55: 33.125, 56: 33.125, 57: 33.125, 58: 33.125, 59: 33.125, 60: 33.125, 61: 33.125, 62: 33.125, 63: 33.125}",2025-03-12 19:52:56.616616
99.9,"{0: 54.5, 1: 44.4, 2: 40.0, 3: 33.3, 4: 60.0, 5: 40.0, 6: 45.5, 7: 30.0, 8: 36.4, 9: 33.3, 10: 40.0, 11: 40.0, 12: 40.0, 13: 40.0, 14: 33.3, 15: 55.6, 16: 40.0, 17: 44.4, 18: 50.0, 19: 40.0, 20: 54.5, 21: 60.0, 22: 50.0, 23: 40.0, 24: 100.0, 25: 0.0, 26: 40.0, 27: 60.0, 28: 88.9, 29: 33.3, 30: 70.0, 31: 60.0, 32: 60.0, 33: 40.0, 34: 33.3, 35: 33.3, 36: 40.0, 37: 18.2, 38: 33.3, 39: 44.4, 40: 40.0, 41: 36.4, 42: 40.0, 43: 50.0, 44: 33.3, 45: 33.3, 46: 45.5, 47: 30.0, 48: 33.3, 49: 33.3, 50: 40.0, 51: 40.0, 52: 44.4, 53: 60.0, 54: 54.5, 55: 50.0, 56: 40.0, 57: 45.5, 58: 50.0, 59: 60.0, 60: 44.4, 61: 70.0, 62: 30.0, 63: 60.0}","{0: 33.125, 1: 33.125, 2: 33.125, 3: 33.125, 4: 33.125, 5: 33.125, 6: 33.125, 7: 33.125, 8: 33.125, 9: 33.125, 10: 33.125, 11: 33.125, 12: 33.125, 13: 33.125, 14: 33.125, 15: 33.125, 16: 33.125, 17: 33.125, 18: 33.125, 19: 33.125, 20: 33.125, 21: 33.125, 22: 33.125, 23: 33.125, 24: 33.125, 25: 33.125, 26: 33.125, 27: 33.125, 28: 33.125, 29: 33.125, 30: 33.125, 31: 33.125, 32: 33.125, 33: 33.125, 34: 33.125, 35: 33.125, 36: 33.125, 37: 33.125, 38: 33.125, 39: 33.125, 40: 33.125, 41: 33.125, 42: 33.125, 43: 33.125, 44: 33.125, 45: 33.125, 46: 33.125, 47: 33.125, 48: 33.125, 49: 33.125, 50: 33.125, 51: 33.125, 52: 33.125, 53: 33.125, 54: 33.125, 55: 33.125, 56: 33.125, 57: 33.125, 58: 33.125, 59: 33.125, 60: 33.125, 61: 33.125, 62: 33.125, 63: 33.125}",2025-03-12 19:52:58.927600
918.7,"{0: 0.0, 1: 40.0, 2: 10.0, 3: 40.0, 4: 63.6, 5: 36.4, 6: 33.3, 7: 40.0, 8: 20.0, 9: 18.2, 10: 44.4, 11: 30.0, 12: 9.1, 13: 9.1, 14: 40.0, 15: 0.0, 16: 27.3, 17: 40.0, 18: 40.0, 19: 0.0, 20: 0.0, 21: 90.0, 22: 0.0, 23: 40.0, 24: 10.0, 25: 10.0, 26: 0.0, 27: 20.0, 28: 27.3, 29: 50.0, 30: 10.0, 31: 9.1, 32: 10.0, 33: 40.0, 34: 45.5, 35: 40.0, 36: 25.0, 37: 40.0, 38: 40.0, 39: 9.1, 40: 36.4, 41: 30.0, 42: 45.5, 43: 10.0, 44: 40.0, 45: 30.0, 46: 10.0, 47: 40.0, 48: 45.5, 49: 100.0, 50: 10.0, 51: 10.0, 52: 40.0, 53: 36.4, 54: 11.1, 55: 0.0, 56: 40.0, 57: 11.1, 58: 30.0, 59: 18.2, 60: 40.0, 61: 36.4, 62: 45.5, 63: 40.0}","{0: 32.8125, 1: 32.8125, 2: 32.8125, 3: 32.8125, 4: 32.8125, 5: 32.8125, 6: 32.8125, 7: 32.8125, 8: 32.8125, 9: 32.8125, 10: 32.8125, 11: 32.8125, 12: 32.8125, 13: 32.8125, 14: 32.8125, 15: 32.8125, 16: 32.8125, 17: 32.8125, 18: 32.8125, 19: 32.8125, 20: 32.8125, 21: 32.8125, 22: 32.8125, 23: 32.8125, 24: 32.8125, 25: 32.8125, 26: 32.8125, 27: 32.8125, 28: 32.8125, 29: 32.8125, 30: 32.8125, 31: 32.8125, 32: 32.8125, 33: 32.8125, 34: 32.8125, 35: 32.8125, 36: 32.8125, 37: 32.8125, 38: 32.8125, 39: 32.8125, 40: 32.8125, 41: 32.8125, 42: 32.8125, 43: 32.8125, 44: 32.8125, 45: 32.8125, 46: 32.8125, 47: 32.8125, 48: 32.8125, 49: 32.8125, 50: 32.8125, 51: 32.8125, 52: 32.8125, 53: 32.8125, 54: 32.8125, 55: 32.8125, 56: 32.8125, 57: 32.8125, 58: 32.8125, 59: 32.8125, 60: 32.8125, 61: 32.8125, 62: 32.8125, 63: 32.8125}",2025-03-12 19:53:01.264513
99.8,"{0: 40.0, 1: 40.0, 2: 80.0, 3: 45.5, 4: 72.7, 5: 55.6, 6: 22.2, 7: 36.4, 8: 60.0, 9: 36.4, 10: 30.0, 11: 40.0, 12: 30.0, 13: 20.0, 14: 40.0, 15: 44.4, 16: 10.0, 17: 44.4, 18: 30.0, 19: 45.5, 20: 0.0, 21: 10.0, 22: 40.0, 23: 27.3, 24: 10.0, 25: 27.3, 26: 40.0, 27: 20.0, 28: 27.3, 29: 36.4, 30: 27.3, 31: 20.0, 32: 30.0, 33: 40.0, 34: 30.0, 35: 40.0, 36: 50.0, 37: 40.0, 38: 40.0, 39: 50.0, 40: 40.0, 41: 40.0, 42: 33.3, 43: 50.0, 44: 36.4, 45: 33.3, 46: 40.0, 47: 50.0, 48: 20.0, 49: 20.0, 50: 30.0, 51: 20.0, 52: 90.0, 53: 40.0, 54: 22.2, 55: 20.0, 56: 22.2, 57: 30.0, 58: 10.0, 59: 0.0, 60: 20.0, 61: 20.0, 62: 22.2, 63: 10.0}","{0: 33.1875, 1: 33.1875, 2: 33.1875, 3: 33.1875, 4: 33.1875, 5: 33.1875, 6: 33.1875, 7: 33.1875, 8: 33.1875, 9: 33.1875, 10: 33.1875, 11: 33.1875, 12: 33.1875, 13: 33.1875, 14: 33.1875, 15: 33.1875, 16: 33.1875, 17: 33.1875, 18: 33.1875, 19: 33.1875, 20: 33.1875, 21: 33.1875, 22: 33.1875, 23: 33.1875, 24: 33.1875, 25: 33.1875, 26: 33.1875, 27: 33.1875, 28: 33.1875, 29: 33.1875, 30: 33.1875, 31: 33.1875, 32: 33.1875, 33: 33.1875, 34: 33.1875, 35: 33.1875, 36: 33.1875, 37: 33.1875, 38: 33.1875, 39: 33.1875, 40: 33.1875, 41: 33.1875, 42: 33.1875, 43: 33.1875, 44: 33.1875, 45: 33.1875, 46: 33.1875, 47: 33.1875, 48: 33.1875, 49: 33.1875, 50: 33.1875, 51: 33.1875, 52: 33.1875, 53: 33.1875, 54: 33.1875, 55: 33.1875, 56: 33.1875, 57: 33.1875, 58: 33.1875, 59: 33.1875, 60: 33.1875, 61: 33.1875, 62: 33.1875, 63: 33.1875}",2025-03-12 19:53:03.581996
