CPU_usage,Memory_info,DiskUsage,nWattsSupply,Moment
0.0,"svmem(total=540894633984, available=514175176704, percent=4.9, used=23178977280, free=368889880576, active=47660277760, inactive=113433559040, buffers=2551197696, cached=146274578432, shared=39149568, slab=7669821440)","sdiskusage(total=938517508096, used=394182553600, free=496585424896, percent=44.3)",-1,2025-03-12 19:48:20.147111
99.7,"svmem(total=540894633984, available=513843134464, percent=5.0, used=23511027712, free=368557821952, active=47991316480, inactive=113433579520, buffers=2551197696, cached=146274586624, shared=39149568, slab=7670480896)","sdiskusage(total=938517508096, used=394182569984, free=496585408512, percent=44.3)",-1,2025-03-12 19:48:22.471737
99.0,"svmem(total=540894633984, available=513110720512, percent=5.1, used=24243449856, free=367825375232, active=48693391360, inactive=113433612288, buffers=2551197696, cached=146274611200, shared=39149568, slab=7671631872)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:48:24.793139
100.7,"svmem(total=540894633984, available=512723132416, percent=5.2, used=24631017472, free=367437758464, active=49081655296, inactive=113433645056, buffers=2551197696, cached=146274660352, shared=39153664, slab=7671418880)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:48:27.113937
99.8,"svmem(total=540894633984, available=512408457216, percent=5.3, used=24945668096, free=367123042304, active=49394364416, inactive=113433653248, buffers=2551205888, cached=146274717696, shared=39153664, slab=7671713792)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:48:29.454719
95.9,"svmem(total=540894633984, available=511010066432, percent=5.5, used=26329452544, free=365724590080, active=50689662976, inactive=113448357888, buffers=2551205888, cached=146289385472, shared=53800960, slab=7678021632)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:48:31.789744
99.3,"svmem(total=540894633984, available=510141571072, percent=5.7, used=27197648896, free=364856045568, active=51551145984, inactive=113448665088, buffers=2551205888, cached=146289733632, shared=54099968, slab=7679463424)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:48:34.125872
97.5,"svmem(total=540894633984, available=509425922048, percent=5.8, used=27911200768, free=364140380160, active=52263243776, inactive=113450778624, buffers=2551214080, cached=146291838976, shared=56197120, slab=7679447040)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 19:48:36.463802
94.8,"svmem(total=540894633984, available=508978380800, percent=5.9, used=28358799360, free=363692732416, active=52713504768, inactive=113450872832, buffers=2551214080, cached=146291888128, shared=56197120, slab=7680876544)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:48:38.806427
187.9,"svmem(total=540894633984, available=506839638016, percent=6.3, used=30497542144, free=361553956864, active=55868620800, inactive=112431333376, buffers=2551214080, cached=146291920896, shared=56197120, slab=7682256896)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:48:41.136499
1028.2,"svmem(total=540894633984, available=506837270528, percent=6.3, used=30499901440, free=361551581184, active=55870857216, inactive=112431341568, buffers=2551218176, cached=146291933184, shared=56197120, slab=7682338816)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:48:43.474053
756.3,"svmem(total=540894633984, available=506837094400, percent=6.3, used=30500061184, free=361551364096, active=55870603264, inactive=112431382528, buffers=2551218176, cached=146291990528, shared=56197120, slab=7682355200)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:48:45.805757
674.3,"svmem(total=540894633984, available=506815844352, percent=6.3, used=30521303040, free=361530105856, active=55889321984, inactive=112431390720, buffers=2551218176, cached=146292006912, shared=56197120, slab=7682437120)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:48:48.132885
775.0,"svmem(total=540894633984, available=506813661184, percent=6.3, used=30523478016, free=361527906304, active=55889305600, inactive=112431398912, buffers=2551218176, cached=146292031488, shared=56197120, slab=7681953792)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:48:50.454791
628.6,"svmem(total=540894633984, available=506811969536, percent=6.3, used=30525173760, free=361526185984, active=55890395136, inactive=112431419392, buffers=2551218176, cached=146292056064, shared=56197120, slab=7681863680)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:48:52.789479
797.9,"svmem(total=540894633984, available=506807640064, percent=6.3, used=30529507328, free=361521811456, active=55891279872, inactive=112431460352, buffers=2551218176, cached=146292097024, shared=56197120, slab=7682461696)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:48:55.138188
893.1,"svmem(total=540894633984, available=506806251520, percent=6.3, used=30530895872, free=361520406528, active=55890399232, inactive=112431476736, buffers=2551218176, cached=146292113408, shared=56197120, slab=7682510848)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:48:57.458296
857.2,"svmem(total=540894633984, available=506804604928, percent=6.3, used=30532530176, free=361518739456, active=55890558976, inactive=112431489024, buffers=2551218176, cached=146292146176, shared=56197120, slab=7682052096)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:48:59.794739
664.6,"svmem(total=540894633984, available=506803040256, percent=6.3, used=30534107136, free=361517154304, active=55891496960, inactive=112431509504, buffers=2551222272, cached=146292150272, shared=56197120, slab=7682314240)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:49:02.127188
728.1,"svmem(total=540894633984, available=506794422272, percent=6.3, used=30542725120, free=361508474880, active=55900282880, inactive=112431534080, buffers=2551222272, cached=146292211712, shared=56197120, slab=7682117632)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:49:04.453603
635.9,"svmem(total=540894633984, available=506794864640, percent=6.3, used=30542245888, free=361508868096, active=55900688384, inactive=112431583232, buffers=2551222272, cached=146292297728, shared=56197120, slab=7682576384)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:49:06.785721
832.5,"svmem(total=540894633984, available=506794754048, percent=6.3, used=30542348288, free=361508749312, active=55900438528, inactive=112431591424, buffers=2551222272, cached=146292314112, shared=56197120, slab=7682658304)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:49:09.100962
705.8,"svmem(total=540894633984, available=506789978112, percent=6.3, used=30547148800, free=361503924224, active=55901081600, inactive=112431632384, buffers=2551222272, cached=146292338688, shared=56197120, slab=7682093056)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:49:11.425431
808.0,"svmem(total=540894633984, available=507041714176, percent=6.3, used=30295429120, free=361755553792, active=55652204544, inactive=112431693824, buffers=2551230464, cached=146292420608, shared=56197120, slab=7682592768)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:49:13.760515
789.4,"svmem(total=540894633984, available=507041247232, percent=6.3, used=30295937024, free=361755037696, active=55652691968, inactive=112431742976, buffers=2551230464, cached=146292428800, shared=56197120, slab=7682691072)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:49:16.090870
744.1,"svmem(total=540894633984, available=507040358400, percent=6.3, used=30296809472, free=361754148864, active=55653146624, inactive=112431742976, buffers=2551230464, cached=146292445184, shared=56197120, slab=7683043328)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:49:18.419655
573.4,"svmem(total=540894633984, available=507001802752, percent=6.3, used=30335348736, free=361715585024, active=55692554240, inactive=112431751168, buffers=2551230464, cached=146292469760, shared=56197120, slab=7682469888)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:49:20.756080
666.2,"svmem(total=540894633984, available=507003510784, percent=6.3, used=30333624320, free=361717260288, active=55693361152, inactive=112431783936, buffers=2551230464, cached=146292518912, shared=56197120, slab=7682945024)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:49:23.090350
820.5,"svmem(total=540894633984, available=507002617856, percent=6.3, used=30334521344, free=361716346880, active=55693029376, inactive=112431808512, buffers=2551230464, cached=146292535296, shared=56197120, slab=7683059712)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:49:25.429392
750.4,"svmem(total=540894633984, available=507002724352, percent=6.3, used=30334406656, free=361716408320, active=55692963840, inactive=112431820800, buffers=2551234560, cached=146292584448, shared=56197120, slab=7683125248)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:49:27.741875
779.0,"svmem(total=540894633984, available=506980233216, percent=6.3, used=30356893696, free=361693872128, active=55715266560, inactive=112431865856, buffers=2551234560, cached=146292633600, shared=56197120, slab=7683338240)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:49:30.070725
689.7,"svmem(total=540894633984, available=506980499456, percent=6.3, used=30356635648, free=361694117888, active=55714471936, inactive=112431886336, buffers=2551234560, cached=146292645888, shared=56197120, slab=7683346432)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:49:32.406198
764.8,"svmem(total=540894633984, available=506981240832, percent=6.3, used=30355869696, free=361694859264, active=55714906112, inactive=112431886336, buffers=2551234560, cached=146292670464, shared=56197120, slab=7682953216)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:49:34.742843
699.9,"svmem(total=540894633984, available=506946957312, percent=6.3, used=30390153216, free=361660526592, active=55750152192, inactive=112431935488, buffers=2551234560, cached=146292719616, shared=56197120, slab=7682641920)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:49:37.077859
830.8,"svmem(total=540894633984, available=506946314240, percent=6.3, used=30390788096, free=361659871232, active=55751360512, inactive=112431947776, buffers=2551234560, cached=146292740096, shared=56197120, slab=7682551808)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:49:39.392099
430.8,"svmem(total=540894633984, available=506955272192, percent=6.3, used=30381891584, free=361668751360, active=55750356992, inactive=112432046080, buffers=2551234560, cached=146292756480, shared=56197120, slab=7681957888)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:49:41.727627
636.5,"svmem(total=540894633984, available=506934358016, percent=6.3, used=30402789376, free=361647837184, active=55754842112, inactive=112432046080, buffers=2551234560, cached=146292772864, shared=56197120, slab=7681335296)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:49:44.164705
648.1,"svmem(total=540894633984, available=506957451264, percent=6.3, used=30379704320, free=361670873088, active=55750545408, inactive=112432103424, buffers=2551246848, cached=146292809728, shared=56197120, slab=7682039808)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:49:46.499447
956.4,"svmem(total=540894633984, available=506957606912, percent=6.3, used=30379536384, free=361670979584, active=55750516736, inactive=112432152576, buffers=2551246848, cached=146292871168, shared=56197120, slab=7682007040)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:49:48.830418
515.5,"svmem(total=540894633984, available=507047895040, percent=6.3, used=30289268736, free=361761198080, active=55647162368, inactive=112432177152, buffers=2551246848, cached=146292920320, shared=56197120, slab=7682138112)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:49:51.294707
882.5,"svmem(total=540894633984, available=507071246336, percent=6.3, used=30265917440, free=361784541184, active=55644254208, inactive=112432185344, buffers=2551246848, cached=146292928512, shared=56197120, slab=7681974272)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:49:53.637484
902.2,"svmem(total=540894633984, available=507065634816, percent=6.3, used=30271508480, free=361778888704, active=55644372992, inactive=112432226304, buffers=2551246848, cached=146292989952, shared=56197120, slab=7681974272)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:49:55.979664
861.8,"svmem(total=540894633984, available=507013423104, percent=6.3, used=30323724288, free=361726582784, active=55679389696, inactive=112432279552, buffers=2551255040, cached=146293071872, shared=56197120, slab=7682498560)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:49:58.357523
598.3,"svmem(total=540894633984, available=507028537344, percent=6.3, used=30308601856, free=361741656064, active=55680835584, inactive=112432287744, buffers=2551255040, cached=146293121024, shared=56197120, slab=7682166784)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:50:00.684829
822.7,"svmem(total=540894633984, available=507026112512, percent=6.3, used=30311018496, free=361739223040, active=55682920448, inactive=112432295936, buffers=2551255040, cached=146293137408, shared=56197120, slab=7682412544)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:50:03.019672
751.0,"svmem(total=540894633984, available=506994298880, percent=6.3, used=30342795264, free=361707311104, active=55697887232, inactive=112432365568, buffers=2551263232, cached=146293264384, shared=56242176, slab=7683133440)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:50:05.364071
691.2,"svmem(total=540894633984, available=507010953216, percent=6.3, used=30326194176, free=361723772928, active=55701504000, inactive=112432414720, buffers=2551263232, cached=146293403648, shared=56197120, slab=7682854912)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:50:07.714057
773.7,"svmem(total=540894633984, available=506998841344, percent=6.3, used=30338306048, free=361711644672, active=55708434432, inactive=112432431104, buffers=2551263232, cached=146293420032, shared=56197120, slab=7682437120)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:50:10.042638
670.6,"svmem(total=540894633984, available=506961235968, percent=6.3, used=30375874560, free=361673973760, active=55726825472, inactive=112432541696, buffers=2551271424, cached=146293514240, shared=56242176, slab=7682510848)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:50:12.423691
631.7,"svmem(total=540894633984, available=506959822848, percent=6.3, used=30377316352, free=361672560640, active=55739580416, inactive=112432492544, buffers=2551271424, cached=146293485568, shared=56197120, slab=7683203072)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:50:14.749319
966.5,"svmem(total=540894633984, available=506946695168, percent=6.3, used=30390435840, free=361659392000, active=55750356992, inactive=112432533504, buffers=2551271424, cached=146293534720, shared=56197120, slab=7682629632)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:50:17.073578
993.4,"svmem(total=540894633984, available=506946715648, percent=6.3, used=30390407168, free=361659404288, active=55751335936, inactive=112432541696, buffers=2551271424, cached=146293551104, shared=56197120, slab=7682613248)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:50:19.406144
531.9,"svmem(total=540894633984, available=506894278656, percent=6.3, used=30442876928, free=361606885376, active=55806738432, inactive=112432582656, buffers=2551271424, cached=146293600256, shared=56197120, slab=7682924544)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:50:21.739505
908.5,"svmem(total=540894633984, available=506892673024, percent=6.3, used=30444482560, free=361605230592, active=55808139264, inactive=112432631808, buffers=2551271424, cached=146293649408, shared=56197120, slab=7683235840)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:50:24.046268
655.1,"svmem(total=540894633984, available=506892623872, percent=6.3, used=30444515328, free=361605181440, active=55808299008, inactive=112432631808, buffers=2551271424, cached=146293665792, shared=56197120, slab=7682957312)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:50:26.378633
746.8,"svmem(total=540894633984, available=506890211328, percent=6.3, used=30446919680, free=361602760704, active=55809466368, inactive=112432640000, buffers=2551271424, cached=146293682176, shared=56197120, slab=7683399680)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:50:28.720421
826.5,"svmem(total=540894633984, available=506863706112, percent=6.3, used=30473441280, free=361576189952, active=55836372992, inactive=112432705536, buffers=2551271424, cached=146293731328, shared=56197120, slab=7683547136)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:50:31.045485
816.1,"svmem(total=540894633984, available=506859810816, percent=6.3, used=30477336576, free=361572278272, active=55837122560, inactive=112432721920, buffers=2551271424, cached=146293747712, shared=56197120, slab=7683620864)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:50:33.413564
614.6,"svmem(total=540894633984, available=506857635840, percent=6.3, used=30479503360, free=361570095104, active=55838142464, inactive=112432730112, buffers=2551271424, cached=146293764096, shared=56197120, slab=7683244032)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:50:35.757441
715.2,"svmem(total=540894633984, available=506844717056, percent=6.3, used=30492463104, free=361556983808, active=55841624064, inactive=112432922624, buffers=2551271424, cached=146293915648, shared=56197120, slab=7682785280)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:50:38.095622
