CPU_usage,Memory_info,DiskUsage,nWattsSupply,Moment
0.0,"svmem(total=540894633984, available=497684627456, percent=8.0, used=39633514496, free=383942889472, active=56234401792, inactive=90353258496, buffers=2350977024, cached=114967252992, shared=75169792, slab=6790811648)","sdiskusage(total=938517508096, used=381525970944, free=509242007552, percent=42.8)",-1,2025-03-12 11:12:58.227792
394.2,"svmem(total=540894633984, available=497326686208, percent=8.1, used=39991447552, free=383584919552, active=56586878976, inactive=90353287168, buffers=2350989312, cached=114967277568, shared=75169792, slab=6791012352)","sdiskusage(total=938517508096, used=381525987328, free=509241991168, percent=42.8)",-1,2025-03-12 11:13:00.851105
1.7,"svmem(total=540894633984, available=496695189504, percent=8.2, used=40622989312, free=382953312256, active=57207074816, inactive=90353422336, buffers=2350989312, cached=114967343104, shared=75087872, slab=6793179136)","sdiskusage(total=938517508096, used=381525987328, free=509241991168, percent=42.8)",-1,2025-03-12 11:13:03.199027
5.1,"svmem(total=540894633984, available=496693420032, percent=8.2, used=40624586752, free=382913413120, active=57211842560, inactive=90391597056, buffers=2350989312, cached=115005644800, shared=75173888, slab=6792613888)","sdiskusage(total=938517508096, used=381525987328, free=509241991168, percent=42.8)",-1,2025-03-12 11:13:05.530692
5.9,"svmem(total=540894633984, available=496696295424, percent=8.2, used=40621645824, free=382866636800, active=57214169088, inactive=90441248768, buffers=2351001600, cached=115055349760, shared=75173888, slab=6793007104)","sdiskusage(total=938517508096, used=381525987328, free=509241991168, percent=42.8)",-1,2025-03-12 11:13:07.857132
8.4,"svmem(total=540894633984, available=496687312896, percent=8.2, used=40630693888, free=382810316800, active=57218646016, inactive=90488561664, buffers=2351001600, cached=115102621696, shared=75173888, slab=6792658944)","sdiskusage(total=938517508096, used=381525987328, free=509241991168, percent=42.8)",-1,2025-03-12 11:13:10.192685
66.3,"svmem(total=540894633984, available=496679735296, percent=8.2, used=40638484480, free=382691061760, active=57298186240, inactive=90530050048, buffers=2351013888, cached=115214073856, shared=75173888, slab=6792966144)","sdiskusage(total=938517508096, used=381525987328, free=509241991168, percent=42.8)",-1,2025-03-12 11:13:12.525626
100.8,"svmem(total=540894633984, available=496414130176, percent=8.2, used=40903929856, free=382317051904, active=57841668096, inactive=90353401856, buffers=2351013888, cached=115322638336, shared=75173888, slab=6793523200)","sdiskusage(total=938517508096, used=381525987328, free=509241991168, percent=42.8)",-1,2025-03-12 11:13:14.859194
99.4,"svmem(total=540894633984, available=496093872128, percent=8.3, used=41224224768, free=381996740608, active=58163286016, inactive=90353430528, buffers=2351013888, cached=115322654720, shared=75173888, slab=6793773056)","sdiskusage(total=938517508096, used=381525987328, free=509241991168, percent=42.8)",-1,2025-03-12 11:13:17.189461
95.7,"svmem(total=540894633984, available=495334715392, percent=8.4, used=41970987008, free=381237510144, active=58833383424, inactive=90365825024, buffers=2351013888, cached=115335122944, shared=87560192, slab=6798032896)","sdiskusage(total=938517508096, used=381525987328, free=509241991168, percent=42.8)",-1,2025-03-12 11:13:19.570656
99.6,"svmem(total=540894633984, available=493964894208, percent=8.7, used=43338346496, free=379867561984, active=60191039488, inactive=90368499712, buffers=2351026176, cached=115337699328, shared=90120192, slab=6799581184)","sdiskusage(total=938517508096, used=381525987328, free=509241991168, percent=42.8)",-1,2025-03-12 11:13:21.926670
93.8,"svmem(total=540894633984, available=492761198592, percent=8.9, used=44539969536, free=378664022016, active=61382807552, inactive=90370572288, buffers=2351026176, cached=115339616256, shared=92184576, slab=6799884288)","sdiskusage(total=938517508096, used=381525987328, free=509241991168, percent=42.8)",-1,2025-03-12 11:13:24.289365
357.6,"svmem(total=540894633984, available=491922866176, percent=9.1, used=45378121728, free=377825640448, active=62229270528, inactive=90371100672, buffers=2351026176, cached=115339845632, shared=92364800, slab=6799994880)","sdiskusage(total=938517508096, used=381525987328, free=509241991168, percent=42.8)",-1,2025-03-12 11:13:26.622061
569.1,"svmem(total=540894633984, available=491081568256, percent=9.2, used=46219567104, free=376984313856, active=63079632896, inactive=90370650112, buffers=2351038464, cached=115339714560, shared=92217344, slab=6800953344)","sdiskusage(total=938517508096, used=381525987328, free=509241991168, percent=42.8)",-1,2025-03-12 11:13:28.990551
431.9,"svmem(total=540894633984, available=491070738432, percent=9.2, used=46230392832, free=376973463552, active=63080333312, inactive=90370662400, buffers=2351038464, cached=115339739136, shared=92217344, slab=6801707008)","sdiskusage(total=938517508096, used=381525987328, free=509241991168, percent=42.8)",-1,2025-03-12 11:13:31.354153
