Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,10.1,2414.974,33.875,2
1,25.7,2525.878,33.875,2
2,6.5,2416.7525,33.875,2
3,13.0,2414.1385,33.875,2
4,12.5,2405.5,33.875,2
5,6.55,2456.115,33.875,2
6,13.45,2405.259,33.875,2
7,13.0,3260.576,33.875,2
8,6.5,1732.436,33.875,2
9,0.5,1913.955,33.875,2
10,6.5,1914.8319999999999,33.875,2
11,50.0,2379.747,33.875,2
12,5.95,1914.568,33.875,2
13,11.9,2381.0519999999997,33.875,2
14,0.0,2385.8845,33.875,2
15,0.0,1498.4005,33.875,2
16,13.95,2408.208,33.875,2
17,40.0,2477.9480000000003,33.875,2
18,12.5,2405.2765,33.875,2
19,12.55,2414.1915,33.875,2
20,6.0,2847.3735,33.875,2
21,14.0,2415.1499999999996,33.875,2
22,6.55,2579.239,33.875,2
23,29.55,3281.2844999999998,33.875,2
24,0.0,1688.536,33.875,2
25,7.0,1916.511,33.875,2
26,0.0,2381.0605,33.875,2
27,5.55,2380.294,33.875,2
28,0.0,2383.621,33.875,2
29,14.15,2383.2325,33.875,2
30,6.5,1956.3545,33.875,2
31,0.0,1499.312,33.875,2
