Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,18.0,2737.3355,34.0,2
1,35.150000000000006,2661.4725,34.0,2
2,25.25,2929.1715,34.0,2
3,26.0,2823.9894999999997,34.0,2
4,33.3,2606.0665,34.0,2
5,36.3,2602.0825,34.0,2
6,33.15,3003.551,34.0,2
7,27.1,2720.2375,34.0,2
8,18.0,2054.9655,34.0,2
9,12.05,2756.7365,34.0,2
10,32.7,2903.867,34.0,2
11,17.65,2652.076,34.0,2
12,6.5,2315.2035,34.0,2
13,16.85,2193.348,34.0,2
14,22.75,3284.4415,34.0,2
15,0.0,2299.84,34.0,2
16,35.0,2675.3630000000003,34.0,2
17,17.8,2587.2405,34.0,2
18,61.8,2932.6724999999997,34.0,2
19,34.15,2801.893,34.0,2
20,17.8,2642.9225,34.0,2
21,17.8,2230.447,34.0,2
22,17.5,2515.2295,34.0,2
23,35.3,2637.926,34.0,2
24,0.0,2240.9455,34.0,2
25,37.85,3049.4885,34.0,2
26,0.0,2655.233,34.0,2
27,25.75,3192.712,34.0,2
28,0.5,3053.6775,34.0,2
29,0.5,2339.0425,34.0,2
30,14.85,2629.8525,34.0,2
31,18.3,2029.5929999999998,34.0,2
