Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,13.8,3296.768,34.125,2
1,51.5,3274.0155000000004,34.125,2
2,11.05,2817.1800000000003,34.125,2
3,14.0,3295.758,34.125,2
4,15.6,2934.1535,34.125,2
5,13.55,3106.3205,34.125,2
6,13.1,3290.63,34.125,2
7,13.9,2564.6835,34.125,2
8,15.149999999999999,1884.455,34.125,2
9,13.05,2748.4825,34.125,2
10,12.649999999999999,3294.5175,34.125,2
11,12.5,2394.2205000000004,34.125,2
12,14.649999999999999,2399.9970000000003,34.125,2
13,12.05,2399.693,34.125,2
14,10.05,3297.3419999999996,34.125,2
15,20.4,2893.9610000000002,34.125,2
16,12.5,2658.2515000000003,34.125,2
17,13.0,3165.1949999999997,34.125,2
18,13.55,3295.7775,34.125,2
19,14.0,3291.893,34.125,2
20,9.0,3198.687,34.125,2
21,11.45,3292.371,34.125,2
22,12.05,3295.553,34.125,2
23,13.55,2717.166,34.125,2
24,10.1,1884.6005,34.125,2
25,12.0,2744.1695,34.125,2
26,34.65,3299.072,34.125,2
27,10.05,2400.058,34.125,2
28,10.5,2399.959,34.125,2
29,15.8,2400.0595000000003,34.125,2
30,27.55,3287.6440000000002,34.125,2
31,38.7,3297.7,34.125,2
