Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,6.4,1991.041,33.75,2
1,6.6,2742.3385,33.75,2
2,7.5,2793.6459999999997,33.75,2
3,5.95,2989.292,33.75,2
4,6.05,3221.529,33.75,2
5,8.0,1817.095,33.75,2
6,4.5,2358.6535,33.75,2
7,5.45,2355.5755,33.75,2
8,22.5,2495.084,33.75,2
9,10.0,2487.1515,33.75,2
10,7.05,2170.824,33.75,2
11,6.05,2741.4785,33.75,2
12,9.1,2173.947,33.75,2
13,8.05,2842.5505,33.75,2
14,9.1,2255.3635,33.75,2
15,15.25,2253.7645,33.75,2
16,10.6,1983.4785,33.75,2
17,7.1,2890.3,33.75,2
18,5.45,2625.201,33.75,2
19,49.7,3029.777,33.75,2
20,5.45,3253.8095,33.75,2
21,5.5,1667.0715,33.75,2
22,7.05,2508.262,33.75,2
23,7.55,2505.4145,33.75,2
24,35.4,2645.5675,33.75,2
25,10.05,2640.4224999999997,33.75,2
26,9.1,2343.5429999999997,33.75,2
27,7.0,2905.7870000000003,33.75,2
28,28.3,2122.4089999999997,33.75,2
29,27.05,2885.7445,33.75,2
30,9.149999999999999,2274.1285,33.75,2
31,11.7,2266.5625,33.75,2
