CPU_usage,Memory_info,DiskUsage,nWattsSupply,Moment
0.0,"svmem(total=540894633984, available=504612605952, percent=6.7, used=32722628608, free=391236767744, active=49113608192, inactive=90331676672, buffers=2348933120, cached=114586304512, shared=58122240, slab=6777409536)","sdiskusage(total=938517508096, used=381525954560, free=509242023936, percent=42.8)",-1,2025-03-12 10:51:15.170840
98.9,"svmem(total=540894633984, available=504316473344, percent=6.8, used=33018753024, free=390940618752, active=49401892864, inactive=90331693056, buffers=2348941312, cached=114586320896, shared=58122240, slab=6778327040)","sdiskusage(total=938517508096, used=381525970944, free=509242007552, percent=42.8)",-1,2025-03-12 10:51:17.491552
10.2,"svmem(total=540894633984, available=503637835776, percent=6.9, used=33697386496, free=390261972992, active=50072358912, inactive=90331738112, buffers=2348941312, cached=114586333184, shared=58126336, slab=6778384384)","sdiskusage(total=938517508096, used=381525970944, free=509242007552, percent=42.8)",-1,2025-03-12 10:51:19.994456
7.6,"svmem(total=540894633984, available=503629049856, percent=6.9, used=33706168320, free=390221463552, active=50072666112, inactive=90363461632, buffers=2348941312, cached=114618060800, shared=58126336, slab=6777958400)","sdiskusage(total=938517508096, used=381525970944, free=509242007552, percent=42.8)",-1,2025-03-12 10:51:22.331925
8.4,"svmem(total=540894633984, available=503627149312, percent=6.9, used=33707794432, free=390175666176, active=50076909568, inactive=90407358464, buffers=2348949504, cached=114662223872, shared=58126336, slab=6778335232)","sdiskusage(total=938517508096, used=381525970944, free=509242007552, percent=42.8)",-1,2025-03-12 10:51:24.671075
7.9,"svmem(total=540894633984, available=503626833920, percent=6.9, used=33708220416, free=390128422912, active=50076565504, inactive=90454286336, buffers=2348949504, cached=114709041152, shared=58126336, slab=6777360384)","sdiskusage(total=938517508096, used=381525970944, free=509242007552, percent=42.8)",-1,2025-03-12 10:51:27.217929
6.7,"svmem(total=540894633984, available=503634829312, percent=6.9, used=33699532800, free=390093058048, active=50076561408, inactive=90497646592, buffers=2348949504, cached=114753093632, shared=58126336, slab=6778081280)","sdiskusage(total=938517508096, used=381525970944, free=509242007552, percent=42.8)",-1,2025-03-12 10:51:29.565143
100.3,"svmem(total=540894633984, available=503290437632, percent=7.0, used=34045042688, free=389558005760, active=50743083008, inactive=90363633664, buffers=2348949504, cached=114942636032, shared=58126336, slab=6776754176)","sdiskusage(total=938517508096, used=381525970944, free=509242007552, percent=42.8)",-1,2025-03-12 10:51:31.911770
100.1,"svmem(total=540894633984, available=503172096000, percent=7.0, used=34162839552, free=389439746048, active=50882707456, inactive=90331791360, buffers=2348949504, cached=114943098880, shared=58126336, slab=6778318848)","sdiskusage(total=938517508096, used=381525970944, free=509242007552, percent=42.8)",-1,2025-03-12 10:51:34.251826
100.4,"svmem(total=540894633984, available=502876532736, percent=7.0, used=34458394624, free=389144178688, active=51179073536, inactive=90331795456, buffers=2348949504, cached=114943111168, shared=58126336, slab=6778429440)","sdiskusage(total=938517508096, used=381525970944, free=509242007552, percent=42.8)",-1,2025-03-12 10:51:36.578643
88.5,"svmem(total=540894633984, available=501400346624, percent=7.3, used=35919675392, free=387667943424, active=52556750848, inactive=90346790912, buffers=2348949504, cached=114958065664, shared=73072640, slab=6783979520)","sdiskusage(total=938517508096, used=381525970944, free=509242007552, percent=42.8)",-1,2025-03-12 10:51:38.942805
100.1,"svmem(total=540894633984, available=500674273280, percent=7.4, used=36645748736, free=386941861888, active=53273284608, inactive=90346799104, buffers=2348949504, cached=114958073856, shared=73072640, slab=6785179648)","sdiskusage(total=938517508096, used=381525970944, free=509242007552, percent=42.8)",-1,2025-03-12 10:51:41.284048
99.9,"svmem(total=540894633984, available=499971633152, percent=7.6, used=37346291712, free=386239213568, active=53980471296, inactive=90348904448, buffers=2348949504, cached=114960179200, shared=75169792, slab=6785273856)","sdiskusage(total=938517508096, used=381525970944, free=509242007552, percent=42.8)",-1,2025-03-12 10:51:43.609833
104.6,"svmem(total=540894633984, available=497937313792, percent=7.9, used=39380738048, free=384204759040, active=56021118976, inactive=90349023232, buffers=2348949504, cached=114960187392, shared=75169792, slab=6785581056)","sdiskusage(total=938517508096, used=381525970944, free=509242007552, percent=42.8)",-1,2025-03-12 10:51:45.940386
736.9,"svmem(total=540894633984, available=497817419776, percent=8.0, used=39500623872, free=384084865024, active=56143241216, inactive=90349023232, buffers=2348949504, cached=114960195584, shared=75169792, slab=6785499136)","sdiskusage(total=938517508096, used=381525970944, free=509242007552, percent=42.8)",-1,2025-03-12 10:51:48.302421
497.7,"svmem(total=540894633984, available=497798561792, percent=8.0, used=39519645696, free=384065835008, active=56143462400, inactive=90349195264, buffers=2348949504, cached=114960203776, shared=75169792, slab=6786367488)","sdiskusage(total=938517508096, used=381525970944, free=509242007552, percent=42.8)",-1,2025-03-12 10:51:50.664624
699.7,"svmem(total=540894633984, available=497798565888, percent=8.0, used=39519637504, free=384065830912, active=56143245312, inactive=90349203456, buffers=2348949504, cached=114960216064, shared=75169792, slab=6786560000)","sdiskusage(total=938517508096, used=381525970944, free=509242007552, percent=42.8)",-1,2025-03-12 10:51:53.010560
