timestamp,index,timestamp,name,temperature.gpu,utilization.gpu,utilization.memory,memory.total,memory.used,memory.free,power.draw,fan.speed,pstate,clocks.current.graphics,clocks.current.memory
2025-03-12 20:31:32.700767,2,2025/03/12 20:31:32.693,Quadro RTX 8000,33,0,0,49152,1,48592,22.58,33,P8,300,405
2025-03-12 20:31:35.009484,2,2025/03/12 20:31:35.002,Quadro RTX 8000,33,0,0,49152,1,48592,22.73,33,P8,300,405
2025-03-12 20:31:37.325599,2,2025/03/12 20:31:37.316,Quadro RTX 8000,33,0,0,49152,3,48589,22.62,33,P8,300,405
2025-03-12 20:31:39.639372,2,2025/03/12 20:31:39.632,Quadro RTX 8000,33,0,0,49152,3,48589,22.56,33,P8,300,405
2025-03-12 20:31:41.952560,2,2025/03/12 20:31:41.946,Quadro RTX 8000,33,0,0,49152,3,48589,22.62,33,P8,300,405
2025-03-12 20:31:44.258582,2,2025/03/12 20:31:44.252,Quadro RTX 8000,35,6,0,49152,633,47959,63.08,33,P2,1395,6500
2025-03-12 20:31:46.574413,2,2025/03/12 20:31:46.568,Quadro RTX 8000,43,100,86,49152,2343,46249,257.41,33,P2,1770,6500
2025-03-12 20:31:48.906603,2,2025/03/12 20:31:48.900,Quadro RTX 8000,41,0,0,49152,2929,45663,85.49,34,P2,1905,6500
2025-03-12 20:31:51.260959,2,2025/03/12 20:31:51.254,Quadro RTX 8000,39,0,0,49152,2929,45663,63.40,33,P2,1395,6500
2025-03-12 20:31:53.583698,2,2025/03/12 20:31:53.573,Quadro RTX 8000,41,9,6,49152,3221,45371,167.44,33,P2,1395,6500
2025-03-12 20:31:55.893848,2,2025/03/12 20:31:55.886,Quadro RTX 8000,46,92,74,49152,3221,45371,257.98,33,P2,1830,6500
2025-03-12 20:31:58.238088,2,2025/03/12 20:31:58.228,Quadro RTX 8000,48,87,70,49152,3221,45371,254.94,33,P2,1830,6500
2025-03-12 20:32:00.579749,2,2025/03/12 20:32:00.566,Quadro RTX 8000,50,92,73,49152,3221,45371,253.74,33,P2,1845,6500
2025-03-12 20:32:02.953298,2,2025/03/12 20:32:02.885,Quadro RTX 8000,51,82,66,49152,3221,45371,236.43,33,P2,1815,6500
2025-03-12 20:32:05.292921,2,2025/03/12 20:32:05.280,Quadro RTX 8000,52,61,50,49152,3221,45371,241.92,33,P2,1845,6500
2025-03-12 20:32:07.603826,2,2025/03/12 20:32:07.597,Quadro RTX 8000,54,94,75,49152,3221,45371,260.56,33,P2,1815,6500
2025-03-12 20:32:09.939230,2,2025/03/12 20:32:09.932,Quadro RTX 8000,55,96,77,49152,3221,45371,263.52,33,P2,1785,6500
2025-03-12 20:32:12.249468,2,2025/03/12 20:32:12.242,Quadro RTX 8000,56,94,75,49152,3221,45371,251.85,33,P2,1845,6500
2025-03-12 20:32:14.569404,2,2025/03/12 20:32:14.554,Quadro RTX 8000,57,93,74,49152,3221,45371,256.92,33,P2,1815,6500
2025-03-12 20:32:16.905362,2,2025/03/12 20:32:16.897,Quadro RTX 8000,58,96,76,49152,3221,45371,254.15,33,P2,1785,6500
2025-03-12 20:32:19.213621,2,2025/03/12 20:32:19.203,Quadro RTX 8000,58,93,74,49152,3221,45371,255.95,33,P2,1815,6500
