Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,37.75,3276.8615,33.25,2
1,29.6,2755.5975,33.25,2
2,59.15,3301.3535,33.25,2
3,34.0,2756.371,33.25,2
4,31.200000000000003,2760.7309999999998,33.25,2
5,30.5,2755.5204999999996,33.25,2
6,39.4,3307.2685,33.25,2
7,41.3,2758.2655,33.25,2
8,33.7,3309.7355,33.25,2
9,47.0,3302.7625,33.25,2
10,28.0,3306.069,33.25,2
11,22.85,3312.5525,33.25,2
12,34.35,3308.7145,33.25,2
13,34.1,2746.8215,33.25,2
14,30.7,3305.098,33.25,2
15,31.9,3308.264,33.25,2
16,32.4,3294.9004999999997,33.25,2
17,40.9,2751.8295,33.25,2
18,41.75,3281.2754999999997,33.25,2
19,42.8,2746.2545,33.25,2
20,40.7,2749.073,33.25,2
21,42.2,2792.953,33.25,2
22,18.5,2831.7535,33.25,2
23,30.6,2180.7039999999997,33.25,2
24,18.9,3300.693,33.25,2
25,24.6,3074.8815,33.25,2
26,22.4,2815.013,33.25,2
27,31.85,3289.5035,33.25,2
28,23.1,3294.8755,33.25,2
29,48.0,2966.8305,33.25,2
30,26.85,3295.7595,33.25,2
31,23.549999999999997,2346.7415,33.25,2
