CPU_usage,Memory_info,DiskUsage,nWattsSupply,Moment
873.8,"svmem(total=540894633984, available=506966581248, percent=6.3, used=30370467840, free=361553002496, active=65020334080, inactive=103259033600, buffers=2552233984, cached=146418929664, shared=56205312, slab=7692951552)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:20:18.122889
833.1,"svmem(total=540894633984, available=506967416832, percent=6.3, used=30369632256, free=361553821696, active=65019875328, inactive=103259049984, buffers=2552233984, cached=146418946048, shared=56205312, slab=7692984320)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:20:20.457672
793.9,"svmem(total=540894633984, available=506959237120, percent=6.3, used=30377820160, free=361545617408, active=65028214784, inactive=103259074560, buffers=2552233984, cached=146418962432, shared=56205312, slab=7693099008)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:20:22.782488
745.5,"svmem(total=540894633984, available=506958897152, percent=6.3, used=30378160128, free=361545228288, active=65027792896, inactive=103259123712, buffers=2552233984, cached=146419011584, shared=56205312, slab=7693004800)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:20:25.114994
750.3,"svmem(total=540894633984, available=506958381056, percent=6.3, used=30378684416, free=361544650752, active=65028177920, inactive=103259152384, buffers=2552233984, cached=146419064832, shared=56205312, slab=7692562432)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:20:27.421684
635.5,"svmem(total=540894633984, available=506958258176, percent=6.3, used=30378799104, free=361544527872, active=65028313088, inactive=103259152384, buffers=2552233984, cached=146419073024, shared=56205312, slab=7692431360)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:20:29.749441
745.9,"svmem(total=540894633984, available=506945622016, percent=6.3, used=30391447552, free=361531826176, active=65038487552, inactive=103259217920, buffers=2552233984, cached=146419126272, shared=56205312, slab=7692955648)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:20:32.079629
627.5,"svmem(total=540894633984, available=506946490368, percent=6.3, used=30390575104, free=361532678144, active=65039589376, inactive=103259234304, buffers=2552233984, cached=146419146752, shared=56205312, slab=7693144064)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:20:34.391721
607.9,"svmem(total=540894633984, available=506952933376, percent=6.3, used=30384230400, free=361539006464, active=65038684160, inactive=103259348992, buffers=2552233984, cached=146419163136, shared=56205312, slab=7692132352)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:20:36.723743
849.1,"svmem(total=540894633984, available=506950242304, percent=6.3, used=30386905088, free=361536282624, active=65042128896, inactive=103259381760, buffers=2552233984, cached=146419212288, shared=56205312, slab=7692591104)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:20:39.061224
542.7,"svmem(total=540894633984, available=506942550016, percent=6.3, used=30394597376, free=361528561664, active=65048092672, inactive=103259410432, buffers=2552246272, cached=146419228672, shared=56205312, slab=7692591104)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:20:41.397138
759.6,"svmem(total=540894633984, available=506942869504, percent=6.3, used=30394269696, free=361528872960, active=65049423872, inactive=103259418624, buffers=2552246272, cached=146419245056, shared=56205312, slab=7691608064)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:20:43.730236
661.1,"svmem(total=540894633984, available=507057078272, percent=6.3, used=30280056832, free=361643069440, active=64942272512, inactive=103259418624, buffers=2552246272, cached=146419261440, shared=56205312, slab=7692558336)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:20:46.058687
843.7,"svmem(total=540894633984, available=507028983808, percent=6.3, used=30308143104, free=361614966784, active=64967786496, inactive=103259426816, buffers=2552246272, cached=146419277824, shared=56205312, slab=7692034048)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:20:48.387795
654.0,"svmem(total=540894633984, available=507027828736, percent=6.3, used=30309253120, free=361613770752, active=64969179136, inactive=103259467776, buffers=2552246272, cached=146419363840, shared=56205312, slab=7692066816)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:20:50.714485
922.3,"svmem(total=540894633984, available=507027652608, percent=6.3, used=30309429248, free=361613586432, active=64970522624, inactive=103259475968, buffers=2552246272, cached=146419372032, shared=56205312, slab=7692640256)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:20:53.044892
575.6,"svmem(total=540894633984, available=507028176896, percent=6.3, used=30308880384, free=361614110720, active=64970272768, inactive=103259475968, buffers=2552246272, cached=146419396608, shared=56205312, slab=7692673024)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:20:55.369332
742.7,"svmem(total=540894633984, available=507273728000, percent=6.2, used=30063353856, free=361859629056, active=64728100864, inactive=103259508736, buffers=2552246272, cached=146419404800, shared=56205312, slab=7692771328)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:20:57.677700
799.4,"svmem(total=540894633984, available=507259572224, percent=6.2, used=30077562880, free=361845329920, active=64749867008, inactive=103259586560, buffers=2552246272, cached=146419494912, shared=56205312, slab=7692361728)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:21:00.008110
856.2,"svmem(total=540894633984, available=507258249216, percent=6.2, used=30078894080, free=361843957760, active=64751128576, inactive=103259635712, buffers=2552246272, cached=146419535872, shared=56205312, slab=7692853248)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:21:02.332375
741.0,"svmem(total=540894633984, available=507158859776, percent=6.2, used=30178267136, free=361744568320, active=64852111360, inactive=103259635712, buffers=2552246272, cached=146419552256, shared=56205312, slab=7692328960)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:21:04.668375
657.6,"svmem(total=540894633984, available=507157876736, percent=6.2, used=30179246080, free=361743572992, active=64854482944, inactive=103259648000, buffers=2552246272, cached=146419568640, shared=56205312, slab=7692197888)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:21:06.996249
592.1,"svmem(total=540894633984, available=507154780160, percent=6.2, used=30182334464, free=361740427264, active=64854491136, inactive=103259697152, buffers=2552246272, cached=146419625984, shared=56205312, slab=7692591104)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:21:09.333686
905.9,"svmem(total=540894633984, available=507154386944, percent=6.2, used=30182723584, free=361740029952, active=64854999040, inactive=103259701248, buffers=2552246272, cached=146419634176, shared=56205312, slab=7692574720)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:21:11.675449
753.1,"svmem(total=540894633984, available=507140706304, percent=6.2, used=30196387840, free=361726341120, active=64868163584, inactive=103259709440, buffers=2552246272, cached=146419658752, shared=56205312, slab=7692107776)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:21:14.009016
680.8,"svmem(total=540894633984, available=507137089536, percent=6.2, used=30199992320, free=361722716160, active=64869007360, inactive=103259717632, buffers=2552246272, cached=146419679232, shared=56205312, slab=7692107776)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:21:16.344528
929.7,"svmem(total=540894633984, available=507135287296, percent=6.2, used=30201794560, free=361720864768, active=64869076992, inactive=103259766784, buffers=2552246272, cached=146419728384, shared=56205312, slab=7692664832)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:21:18.651459
754.5,"svmem(total=540894633984, available=507133562880, percent=6.2, used=30203518976, free=361719132160, active=64870449152, inactive=103259774976, buffers=2552246272, cached=146419736576, shared=56205312, slab=7692140544)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:21:20.976783
757.7,"svmem(total=540894633984, available=507121504256, percent=6.2, used=30215610368, free=361706987520, active=64889065472, inactive=103259828224, buffers=2552246272, cached=146419789824, shared=56205312, slab=7691534336)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:21:23.302634
784.2,"svmem(total=540894633984, available=507123269632, percent=6.2, used=30213853184, free=361708662784, active=64889462784, inactive=103259918336, buffers=2552246272, cached=146419871744, shared=56205312, slab=7691681792)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:21:25.639315
895.1,"svmem(total=540894633984, available=507119153152, percent=6.2, used=30217969664, free=361704488960, active=64890929152, inactive=103259942912, buffers=2552246272, cached=146419929088, shared=56205312, slab=7691640832)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:21:27.991974
922.9,"svmem(total=540894633984, available=507117842432, percent=6.2, used=30219288576, free=361703153664, active=64892452864, inactive=103259967488, buffers=2552246272, cached=146419945472, shared=56205312, slab=7692275712)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:21:30.329625
894.9,"svmem(total=540894633984, available=507118174208, percent=6.2, used=30218948608, free=361703411712, active=64893165568, inactive=103260041216, buffers=2552246272, cached=146420027392, shared=56205312, slab=7691251712)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:21:32.661357
617.3,"svmem(total=540894633984, available=507116347392, percent=6.2, used=30220767232, free=361701576704, active=64894042112, inactive=103260049408, buffers=2552246272, cached=146420043776, shared=56205312, slab=7692218368)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:21:34.995280
823.2,"svmem(total=540894633984, available=507111129088, percent=6.2, used=30225985536, free=361696624640, active=64895684608, inactive=103260069888, buffers=2552246272, cached=146419777536, shared=56205312, slab=7691997184)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:21:37.320818
680.4,"svmem(total=540894633984, available=507109834752, percent=6.2, used=30227271680, free=361695289344, active=64896802816, inactive=103260078080, buffers=2552246272, cached=146419826688, shared=56205312, slab=7691587584)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:21:39.652737
636.7,"svmem(total=540894633984, available=507108081664, percent=6.2, used=30229061632, free=361693417472, active=64897839104, inactive=103260196864, buffers=2552250368, cached=146419904512, shared=56205312, slab=7692177408)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:21:41.962044
668.8,"svmem(total=540894633984, available=507107110912, percent=6.2, used=30230016000, free=361692602368, active=64898818048, inactive=103260205056, buffers=2552250368, cached=146419765248, shared=56205312, slab=7691657216)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:21:44.301089
962.5,"svmem(total=540894633984, available=507108974592, percent=6.2, used=30228152320, free=361694457856, active=64900149248, inactive=103260213248, buffers=2552250368, cached=146419773440, shared=56205312, slab=7691378688)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:21:46.629477
640.0,"svmem(total=540894633984, available=507109326848, percent=6.2, used=30227800064, free=361694748672, active=64900354048, inactive=103260274688, buffers=2552258560, cached=146419826688, shared=56205312, slab=7691386880)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:21:48.943460
875.7,"svmem(total=540894633984, available=507109416960, percent=6.2, used=30227738624, free=361694720000, active=64901480448, inactive=103260336128, buffers=2552258560, cached=146419916800, shared=56205312, slab=7691280384)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:21:51.282238
808.6,"svmem(total=540894633984, available=507107725312, percent=6.2, used=30229438464, free=361693003776, active=64902930432, inactive=103260360704, buffers=2552258560, cached=146419933184, shared=56205312, slab=7691296768)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:21:53.612777
808.3,"svmem(total=540894633984, available=507104817152, percent=6.2, used=30232313856, free=361690091520, active=64903966720, inactive=103260364800, buffers=2552270848, cached=146419957760, shared=56205312, slab=7691780096)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:21:55.942352
926.8,"svmem(total=540894633984, available=507104854016, percent=6.2, used=30232309760, free=361690300416, active=64905211904, inactive=103260438528, buffers=2552270848, cached=146419752960, shared=56205312, slab=7691980800)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:21:58.272144
754.6,"svmem(total=540894633984, available=507100934144, percent=6.2, used=30236221440, free=361686372352, active=64906199040, inactive=103260438528, buffers=2552270848, cached=146419769344, shared=56205312, slab=7691898880)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:22:00.606819
640.2,"svmem(total=540894633984, available=507097542656, percent=6.2, used=30239608832, free=361682923520, active=64907657216, inactive=103260495872, buffers=2552279040, cached=146419822592, shared=56205312, slab=7691866112)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:22:02.931668
671.7,"svmem(total=540894633984, available=507079274496, percent=6.3, used=30257868800, free=361664647168, active=64923426816, inactive=103260491776, buffers=2552279040, cached=146419838976, shared=56205312, slab=7691898880)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:22:05.253065
763.0,"svmem(total=540894633984, available=507075014656, percent=6.3, used=30262120448, free=361660379136, active=64927010816, inactive=103260499968, buffers=2552279040, cached=146419855360, shared=56205312, slab=7692013568)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:22:07.577799
583.0,"svmem(total=540894633984, available=507073679360, percent=6.3, used=30263455744, free=361658994688, active=64927686656, inactive=103260549120, buffers=2552279040, cached=146419904512, shared=56205312, slab=7692046336)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:22:09.908026
704.3,"svmem(total=540894633984, available=507073839104, percent=6.3, used=30263283712, free=361659150336, active=64928894976, inactive=103260553216, buffers=2552279040, cached=146419920896, shared=56205312, slab=7691546624)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:22:12.211738
610.5,"svmem(total=540894633984, available=507064160256, percent=6.3, used=30272962560, free=361649414144, active=64937263104, inactive=103260569600, buffers=2552279040, cached=146419978240, shared=56205312, slab=7692095488)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:22:14.550071
793.2,"svmem(total=540894633984, available=507061731328, percent=6.3, used=30275375104, free=361646985216, active=64937869312, inactive=103260569600, buffers=2552279040, cached=146419994624, shared=56205312, slab=7692292096)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:22:16.873975
648.3,"svmem(total=540894633984, available=507061780480, percent=6.3, used=30275317760, free=361646993408, active=64937873408, inactive=103260610560, buffers=2552279040, cached=146420043776, shared=56205312, slab=7692259328)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:22:19.191658
804.5,"svmem(total=540894633984, available=507100069888, percent=6.2, used=30237044736, free=361685241856, active=64899805184, inactive=103260639232, buffers=2552279040, cached=146420068352, shared=56205312, slab=7692283904)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:22:21.521704
763.9,"svmem(total=540894633984, available=507079102464, percent=6.3, used=30258028544, free=361664233472, active=64925569024, inactive=103260676096, buffers=2552279040, cached=146420092928, shared=56205312, slab=7691268096)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:22:23.856965
697.9,"svmem(total=540894633984, available=507077177344, percent=6.3, used=30259953664, free=361662259200, active=64928321536, inactive=103260725248, buffers=2552279040, cached=146420142080, shared=56205312, slab=7692201984)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:22:26.182794
705.3,"svmem(total=540894633984, available=507075133440, percent=6.3, used=30261977088, free=361660215296, active=64929435648, inactive=103260725248, buffers=2552279040, cached=146420162560, shared=56205312, slab=7692152832)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:22:28.504804
909.6,"svmem(total=540894633984, available=507070468096, percent=6.3, used=30266634240, free=361655541760, active=64931508224, inactive=103260733440, buffers=2552279040, cached=146420178944, shared=56205312, slab=7692365824)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:22:30.841021
671.2,"svmem(total=540894633984, available=507070599168, percent=6.3, used=30266515456, free=361655570432, active=64931766272, inactive=103260794880, buffers=2552279040, cached=146420269056, shared=56205312, slab=7691980800)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:22:33.171019
592.2,"svmem(total=540894633984, available=507068989440, percent=6.3, used=30268076032, free=361653960704, active=64932073472, inactive=103260794880, buffers=2552279040, cached=146420318208, shared=56205312, slab=7692554240)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:22:35.506375
550.8,"svmem(total=540894633984, available=507069050880, percent=6.3, used=30268006400, free=361653850112, active=64934383616, inactive=103260798976, buffers=2552279040, cached=146420498432, shared=56205312, slab=7692865536)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:22:37.834612
825.1,"svmem(total=540894633984, available=507068690432, percent=6.3, used=30268432384, free=361653407744, active=64936779776, inactive=103260880896, buffers=2552279040, cached=146420514816, shared=56205312, slab=7691915264)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:22:40.170133
815.2,"svmem(total=540894633984, available=507065933824, percent=6.3, used=30271168512, free=361650610176, active=64938319872, inactive=103260921856, buffers=2552291328, cached=146420563968, shared=56205312, slab=7692242944)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:22:42.481095
547.0,"svmem(total=540894633984, available=507062579200, percent=6.3, used=30274543616, free=361647218688, active=64937312256, inactive=103260946432, buffers=2552291328, cached=146420580352, shared=56205312, slab=7692734464)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:22:44.822556
649.3,"svmem(total=540894633984, available=507053293568, percent=6.3, used=30283812864, free=361637933056, active=64943628288, inactive=103260946432, buffers=2552291328, cached=146420596736, shared=56205312, slab=7692963840)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:22:47.162064
617.2,"svmem(total=540894633984, available=507053539328, percent=6.3, used=30283567104, free=361638162432, active=64943566848, inactive=103260962816, buffers=2552291328, cached=146420613120, shared=56205312, slab=7692587008)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:22:49.466316
850.0,"svmem(total=540894633984, available=507052830720, percent=6.3, used=30284259328, free=361637421056, active=64944418816, inactive=103260995584, buffers=2552291328, cached=146420662272, shared=56205312, slab=7692554240)","sdiskusage(total=938517508096, used=394182586368, free=496585392128, percent=44.3)",-1,2025-03-12 20:22:51.776823
