CPU_usage,Memory_info,DiskUsage,nWattsSupply,Moment
0.0,"svmem(total=540894633984, available=514434326528, percent=4.9, used=22919880704, free=369228660736, active=47387746304, inactive=113368190976, buffers=2550788096, cached=146195304448, shared=39149568, slab=7667494912)","sdiskusage(total=938517508096, used=394182553600, free=496585424896, percent=44.3)",-1,2025-03-12 19:34:04.684928
99.9,"svmem(total=540894633984, available=514141446144, percent=4.9, used=23212761088, free=368935772160, active=47681519616, inactive=113368199168, buffers=2550788096, cached=146195312640, shared=39149568, slab=7668420608)","sdiskusage(total=938517508096, used=394182569984, free=496585408512, percent=44.3)",-1,2025-03-12 19:34:07.002214
100.1,"svmem(total=540894633984, available=513397911552, percent=5.1, used=23956287488, free=368192212992, active=48396197888, inactive=113368223744, buffers=2550788096, cached=146195345408, shared=39149568, slab=7669374976)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:34:09.336253
100.4,"svmem(total=540894633984, available=513058848768, percent=5.1, used=24295329792, free=367853113344, active=48734687232, inactive=113368260608, buffers=2550804480, cached=146195386368, shared=39153664, slab=7669915648)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:34:11.661115
100.1,"svmem(total=540894633984, available=512726618112, percent=5.2, used=24627527680, free=367520882688, active=49065545728, inactive=113368260608, buffers=2550804480, cached=146195419136, shared=39153664, slab=7669874688)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:34:13.999528
97.1,"svmem(total=540894633984, available=510753521664, percent=5.6, used=26588090368, free=365547786240, active=50939461632, inactive=113380769792, buffers=2550804480, cached=146207952896, shared=51671040, slab=7677009920)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:34:16.324536
100.2,"svmem(total=540894633984, available=510447288320, percent=5.6, used=26891886592, free=365241544704, active=51240488960, inactive=113383215104, buffers=2550816768, cached=146210385920, shared=54099968, slab=7677485056)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:34:18.661714
100.5,"svmem(total=540894633984, available=509231226880, percent=5.9, used=28105818112, free=364025483264, active=52451725312, inactive=113385312256, buffers=2550816768, cached=146212515840, shared=56197120, slab=7678091264)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:34:20.988074
186.8,"svmem(total=540894633984, available=509073207296, percent=5.9, used=28263952384, free=363867303936, active=52612771840, inactive=113385390080, buffers=2550820864, cached=146212556800, shared=56197120, slab=7679160320)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:34:23.326089
235.2,"svmem(total=540894633984, available=507135979520, percent=6.2, used=30201184256, free=361930047488, active=54560661504, inactive=113373986816, buffers=2550820864, cached=146212581376, shared=56197120, slab=7680012288)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:34:25.670025
653.3,"svmem(total=540894633984, available=507136978944, percent=6.2, used=30200176640, free=361931030528, active=54562717696, inactive=113374003200, buffers=2550829056, cached=146212597760, shared=56197120, slab=7679832064)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:34:28.006557
700.5,"svmem(total=540894633984, available=507140984832, percent=6.2, used=30196162560, free=361934995456, active=54558314496, inactive=113374044160, buffers=2550829056, cached=146212646912, shared=56197120, slab=7680790528)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:34:30.335425
791.2,"svmem(total=540894633984, available=507138658304, percent=6.2, used=30198489088, free=361932652544, active=54557913088, inactive=113374052352, buffers=2550829056, cached=146212663296, shared=56197120, slab=7680790528)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:34:32.678345
778.9,"svmem(total=540894633984, available=507135524864, percent=6.2, used=30201622528, free=361929469952, active=54560509952, inactive=113374068736, buffers=2550829056, cached=146212712448, shared=56197120, slab=7680782336)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:34:35.010809
736.2,"svmem(total=540894633984, available=507132870656, percent=6.2, used=30204276736, free=361926799360, active=54562127872, inactive=113374085120, buffers=2550829056, cached=146212728832, shared=56197120, slab=7680442368)","sdiskusage(total=938517508096, used=394182578176, free=496585400320, percent=44.3)",-1,2025-03-12 19:34:37.343915
