Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,13.6,2842.538,35.375,2
1,11.05,3109.5985,35.375,2
2,13.75,2634.9105,35.375,2
3,24.75,2744.0735,35.375,2
4,44.05,2915.8885,35.375,2
5,13.3,2597.4840000000004,35.375,2
6,17.45,2836.8559999999998,35.375,2
7,9.0,2099.317,35.375,2
8,19.3,2502.323,35.375,2
9,22.5,2805.6675,35.375,2
10,14.45,2804.6895,35.375,2
11,28.3,3081.2264999999998,35.375,2
12,16.0,2878.6189999999997,35.375,2
13,18.9,2594.5945,35.375,2
14,33.4,2994.4179999999997,35.375,2
15,16.45,2881.3655,35.375,2
16,35.35,2706.2219999999998,35.375,2
17,49.0,3179.6085000000003,35.375,2
18,15.149999999999999,2670.852,35.375,2
19,12.95,2944.8010000000004,35.375,2
20,12.05,2735.8835,35.375,2
21,14.5,2888.752,35.375,2
22,12.55,2982.276,35.375,2
23,14.4,2473.3424999999997,35.375,2
24,16.1,2226.0385,35.375,2
25,34.9,2748.13,35.375,2
26,13.0,2804.8885,35.375,2
27,32.2,3187.5365,35.375,2
28,18.5,2872.5299999999997,35.375,2
29,12.95,2476.8140000000003,35.375,2
30,15.4,3052.457,35.375,2
31,12.55,2570.577,35.375,2
