pid,process_name,used_gpu_memory
21439,python3,182
21439,python3,2340
21439,python3,2926
21439,python3,2958
21439,python3,3216
21439,python3,3216
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
21439,python3,3218
