timestamp,index,timestamp,name,temperature.gpu,utilization.gpu,utilization.memory,memory.total,memory.used,memory.free,power.draw,fan.speed,pstate,clocks.current.graphics,clocks.current.memory
2025-03-12 11:12:58.169023,4,2025/03/12 11:12:58.161,Quadro RTX 8000,40,0,0,49152,3,48589,29.21,33,P8,300,405
2025-03-12 11:13:00.482375,4,2025/03/12 11:13:00.474,Quadro RTX 8000,40,0,0,49152,3,48589,29.09,33,P8,300,405
2025-03-12 11:13:03.131863,4,2025/03/12 11:13:03.125,Quadro RTX 8000,39,0,0,49152,3,48589,29.10,33,P8,300,405
2025-03-12 11:13:05.472916,4,2025/03/12 11:13:05.466,Quadro RTX 8000,39,0,0,49152,3,48589,29.22,33,P8,300,405
2025-03-12 11:13:07.794794,4,2025/03/12 11:13:07.788,Quadro RTX 8000,38,0,0,49152,3,48589,28.94,33,P8,300,405
2025-03-12 11:13:10.132970,4,2025/03/12 11:13:10.126,Quadro RTX 8000,38,0,0,49152,3,48589,28.86,33,P8,300,405
2025-03-12 11:13:12.460422,4,2025/03/12 11:13:12.453,Quadro RTX 8000,38,0,0,49152,3,48589,29.18,33,P8,300,405
2025-03-12 11:13:14.793662,4,2025/03/12 11:13:14.787,Quadro RTX 8000,37,0,0,49152,3,48589,28.82,33,P8,300,405
2025-03-12 11:13:17.131404,4,2025/03/12 11:13:17.125,Quadro RTX 8000,37,0,0,49152,3,48589,28.95,33,P8,300,405
2025-03-12 11:13:19.479546,4,2025/03/12 11:13:19.471,Quadro RTX 8000,37,0,0,49152,13,48579,29.01,33,P8,300,405
2025-03-12 11:13:21.844044,4,2025/03/12 11:13:21.834,Quadro RTX 8000,44,64,51,49152,2343,46249,243.60,33,P2,1830,6500
2025-03-12 11:13:24.199705,4,2025/03/12 11:13:24.193,Quadro RTX 8000,45,27,1,49152,2929,45663,91.81,33,P2,1905,6500
2025-03-12 11:13:26.561332,4,2025/03/12 11:13:26.555,Quadro RTX 8000,43,0,0,49152,2945,45647,70.72,34,P2,1395,6500
2025-03-12 11:13:28.902756,4,2025/03/12 11:13:28.892,Quadro RTX 8000,48,87,69,49152,3219,45373,228.59,33,P2,1875,6500
2025-03-12 11:13:31.280485,4,2025/03/12 11:13:31.258,Quadro RTX 8000,50,88,70,49152,3219,45373,232.69,33,P2,1860,6500
2025-03-12 11:13:33.622886,4,2025/03/12 11:13:33.615,Quadro RTX 8000,51,78,62,49152,3221,45371,245.33,33,P2,1845,6500
2025-03-12 11:13:35.947807,4,2025/03/12 11:13:35.940,Quadro RTX 8000,51,20,16,49152,3221,45371,139.15,34,P2,1890,6500
2025-03-12 11:13:38.275810,4,2025/03/12 11:13:38.267,Quadro RTX 8000,53,82,66,49152,3221,45371,230.15,33,P2,1845,6500
2025-03-12 11:13:40.838793,4,2025/03/12 11:13:40.602,Quadro RTX 8000,54,75,60,49152,3221,45371,229.81,33,P2,1845,6500
2025-03-12 11:13:43.249007,4,2025/03/12 11:13:43.241,Quadro RTX 8000,52,82,66,49152,3221,45371,129.67,33,P2,1890,6500
2025-03-12 11:13:45.586035,4,2025/03/12 11:13:45.577,Quadro RTX 8000,55,84,67,49152,3221,45371,260.46,33,P2,1860,6500
2025-03-12 11:13:47.922616,4,2025/03/12 11:13:47.914,Quadro RTX 8000,53,54,44,49152,3221,45371,256.59,33,P2,1890,6500
2025-03-12 11:13:50.280902,4,2025/03/12 11:13:50.271,Quadro RTX 8000,56,84,67,49152,3221,45371,252.24,33,P2,1845,6500
2025-03-12 11:13:52.626045,4,2025/03/12 11:13:52.617,Quadro RTX 8000,56,62,50,49152,3221,45371,240.81,33,P2,1845,6500
2025-03-12 11:13:54.957163,4,2025/03/12 11:13:54.949,Quadro RTX 8000,57,81,65,49152,3221,45371,249.99,33,P2,1830,6500
2025-03-12 11:13:57.295509,4,2025/03/12 11:13:57.287,Quadro RTX 8000,58,77,61,49152,3221,45371,241.62,33,P2,1830,6500
