timestamp,index,timestamp,name,temperature.gpu,utilization.gpu,utilization.memory,memory.total,memory.used,memory.free,power.draw,fan.speed,pstate,clocks.current.graphics,clocks.current.memory
2025-03-12 19:48:20.088359,2,2025/03/12 19:48:20.082,Quadro RTX 8000,33,0,0,49152,1,48592,22.44,33,P8,300,405
2025-03-12 19:48:22.407148,2,2025/03/12 19:48:22.400,Quadro RTX 8000,33,0,0,49152,1,48592,22.60,33,P8,300,405
2025-03-12 19:48:24.729887,2,2025/03/12 19:48:24.723,Quadro RTX 8000,33,0,0,49152,3,48589,22.43,33,P8,300,405
2025-03-12 19:48:27.051275,2,2025/03/12 19:48:27.044,Quadro RTX 8000,33,0,0,49152,3,48589,22.57,33,P8,300,405
2025-03-12 19:48:29.390719,2,2025/03/12 19:48:29.384,Quadro RTX 8000,33,0,0,49152,3,48589,22.53,33,P8,300,405
2025-03-12 19:48:31.724999,2,2025/03/12 19:48:31.718,Quadro RTX 8000,34,15,0,49152,1219,47373,62.68,33,P2,1395,6500
2025-03-12 19:48:34.066186,2,2025/03/12 19:48:34.059,Quadro RTX 8000,42,100,86,49152,2343,46249,245.46,33,P2,1800,6500
2025-03-12 19:48:36.404952,2,2025/03/12 19:48:36.396,Quadro RTX 8000,40,13,4,49152,2929,45663,115.35,33,P2,1905,6500
2025-03-12 19:48:38.743095,2,2025/03/12 19:48:38.737,Quadro RTX 8000,39,0,0,49152,2929,45663,63.21,34,P2,1395,6500
2025-03-12 19:48:41.078085,2,2025/03/12 19:48:41.072,Quadro RTX 8000,40,3,0,49152,3221,45371,97.53,33,P2,1395,6500
2025-03-12 19:48:43.417337,2,2025/03/12 19:48:43.404,Quadro RTX 8000,46,91,73,49152,3221,45371,257.41,33,P2,1860,6500
2025-03-12 19:48:45.744429,2,2025/03/12 19:48:45.737,Quadro RTX 8000,48,89,72,49152,3221,45371,254.09,33,P2,1815,6500
2025-03-12 19:48:48.074773,2,2025/03/12 19:48:48.068,Quadro RTX 8000,49,94,75,49152,3221,45371,258.10,33,P2,1815,6500
2025-03-12 19:48:50.396923,2,2025/03/12 19:48:50.390,Quadro RTX 8000,50,91,73,49152,3221,45371,267.12,33,P2,1860,6500
2025-03-12 19:48:52.731746,2,2025/03/12 19:48:52.725,Quadro RTX 8000,52,95,77,49152,3221,45371,261.14,33,P2,1800,6500
2025-03-12 19:48:55.070985,2,2025/03/12 19:48:55.064,Quadro RTX 8000,53,93,75,49152,3221,45371,262.31,33,P2,1815,6500
2025-03-12 19:48:57.393411,2,2025/03/12 19:48:57.378,Quadro RTX 8000,54,91,72,49152,3221,45371,263.76,33,P2,1800,6500
2025-03-12 19:48:59.724039,2,2025/03/12 19:48:59.716,Quadro RTX 8000,55,92,73,49152,3221,45371,249.18,33,P2,1845,6500
2025-03-12 19:49:02.062527,2,2025/03/12 19:49:02.056,Quadro RTX 8000,56,93,74,49152,3221,45371,261.64,33,P2,1785,6500
2025-03-12 19:49:04.395788,2,2025/03/12 19:49:04.389,Quadro RTX 8000,57,95,76,49152,3221,45371,261.69,33,P2,1785,6500
2025-03-12 19:49:06.727950,2,2025/03/12 19:49:06.718,Quadro RTX 8000,58,96,76,49152,3221,45371,259.52,33,P2,1815,6500
2025-03-12 19:49:09.040552,2,2025/03/12 19:49:09.032,Quadro RTX 8000,59,94,75,49152,3221,45371,253.66,33,P2,1785,6500
2025-03-12 19:49:11.366683,2,2025/03/12 19:49:11.359,Quadro RTX 8000,59,92,73,49152,3221,45371,258.85,33,P2,1800,6500
2025-03-12 19:49:13.699895,2,2025/03/12 19:49:13.690,Quadro RTX 8000,60,92,73,49152,3221,45371,261.57,33,P2,1800,6500
2025-03-12 19:49:16.030878,2,2025/03/12 19:49:16.017,Quadro RTX 8000,60,87,70,49152,3221,45371,261.10,33,P2,1815,6500
2025-03-12 19:49:18.361763,2,2025/03/12 19:49:18.354,Quadro RTX 8000,61,91,73,49152,3221,45371,252.90,33,P2,1770,6500
2025-03-12 19:49:20.698742,2,2025/03/12 19:49:20.687,Quadro RTX 8000,61,95,76,49152,3221,45371,258.58,33,P2,1770,6500
2025-03-12 19:49:23.025711,2,2025/03/12 19:49:23.017,Quadro RTX 8000,62,93,74,49152,3221,45371,260.74,33,P2,1755,6500
2025-03-12 19:49:25.364444,2,2025/03/12 19:49:25.356,Quadro RTX 8000,62,95,76,49152,3221,45371,251.52,33,P2,1770,6500
2025-03-12 19:49:27.682887,2,2025/03/12 19:49:27.675,Quadro RTX 8000,62,92,73,49152,3221,45371,261.58,33,P2,1770,6500
2025-03-12 19:49:30.007030,2,2025/03/12 19:49:30.000,Quadro RTX 8000,63,95,76,49152,3221,45371,260.75,34,P2,1755,6500
2025-03-12 19:49:32.345931,2,2025/03/12 19:49:32.339,Quadro RTX 8000,63,95,76,49152,3221,45371,259.54,34,P2,1755,6500
2025-03-12 19:49:34.677882,2,2025/03/12 19:49:34.671,Quadro RTX 8000,63,94,75,49152,3221,45371,258.74,34,P2,1770,6500
2025-03-12 19:49:37.017520,2,2025/03/12 19:49:37.004,Quadro RTX 8000,64,89,71,49152,3221,45371,256.94,35,P2,1785,6500
2025-03-12 19:49:39.333189,2,2025/03/12 19:49:39.323,Quadro RTX 8000,64,86,68,49152,3221,45371,245.89,35,P2,1800,6500
2025-03-12 19:49:41.664528,2,2025/03/12 19:49:41.656,Quadro RTX 8000,63,88,70,49152,3225,45367,266.65,35,P2,1785,6500
2025-03-12 19:49:44.007385,2,2025/03/12 19:49:43.998,Quadro RTX 8000,64,78,62,49152,3225,45367,229.26,36,P2,1830,6500
2025-03-12 19:49:46.434554,2,2025/03/12 19:49:46.426,Quadro RTX 8000,64,95,76,49152,3225,45367,251.92,36,P2,1770,6500
2025-03-12 19:49:48.770361,2,2025/03/12 19:49:48.763,Quadro RTX 8000,64,95,76,49152,3225,45367,247.12,36,P2,1815,6500
2025-03-12 19:49:51.101183,2,2025/03/12 19:49:51.089,Quadro RTX 8000,64,95,75,49152,3225,45367,255.10,36,P2,1770,6500
2025-03-12 19:49:53.574727,2,2025/03/12 19:49:53.564,Quadro RTX 8000,64,92,73,49152,3225,45367,261.30,37,P2,1785,6500
2025-03-12 19:49:55.907576,2,2025/03/12 19:49:55.901,Quadro RTX 8000,64,90,71,49152,3225,45367,262.34,37,P2,1770,6500
2025-03-12 19:49:58.246679,2,2025/03/12 19:49:58.237,Quadro RTX 8000,65,87,69,49152,3225,45367,254.28,37,P2,1755,6500
2025-03-12 19:50:00.625346,2,2025/03/12 19:50:00.616,Quadro RTX 8000,64,32,27,49152,3225,45367,97.99,37,P2,1830,6500
2025-03-12 19:50:02.958321,2,2025/03/12 19:50:02.945,Quadro RTX 8000,65,84,67,49152,3225,45367,258.44,37,P2,1755,6500
2025-03-12 19:50:05.292135,2,2025/03/12 19:50:05.285,Quadro RTX 8000,65,89,71,49152,3225,45367,246.46,37,P2,1800,6500
2025-03-12 19:50:07.631145,2,2025/03/12 19:50:07.622,Quadro RTX 8000,65,96,76,49152,3225,45367,260.28,38,P2,1740,6500
2025-03-12 19:50:09.981743,2,2025/03/12 19:50:09.974,Quadro RTX 8000,65,93,74,49152,3225,45367,251.45,38,P2,1755,6500
2025-03-12 19:50:12.298757,2,2025/03/12 19:50:12.287,Quadro RTX 8000,65,96,76,49152,3225,45367,261.26,38,P2,1815,6500
2025-03-12 19:50:14.691770,2,2025/03/12 19:50:14.685,Quadro RTX 8000,65,95,76,49152,3225,45367,259.40,38,P2,1755,6500
2025-03-12 19:50:17.014146,2,2025/03/12 19:50:17.007,Quadro RTX 8000,65,92,73,49152,3225,45367,254.31,38,P2,1800,6500
2025-03-12 19:50:19.344221,2,2025/03/12 19:50:19.335,Quadro RTX 8000,65,87,69,49152,3225,45367,252.82,38,P2,1800,6500
2025-03-12 19:50:21.678594,2,2025/03/12 19:50:21.672,Quadro RTX 8000,65,94,75,49152,3225,45367,265.20,38,P2,1740,6500
2025-03-12 19:50:23.985776,2,2025/03/12 19:50:23.979,Quadro RTX 8000,66,86,69,49152,3225,45367,255.94,38,P2,1770,6500
2025-03-12 19:50:26.314673,2,2025/03/12 19:50:26.306,Quadro RTX 8000,65,95,75,49152,3225,45367,257.29,39,P2,1740,6500
2025-03-12 19:50:28.656552,2,2025/03/12 19:50:28.647,Quadro RTX 8000,66,97,77,49152,3225,45367,257.48,39,P2,1785,6500
2025-03-12 19:50:30.983765,2,2025/03/12 19:50:30.977,Quadro RTX 8000,66,92,73,49152,3225,45367,264.68,39,P2,1755,6500
2025-03-12 19:50:33.354057,2,2025/03/12 19:50:33.348,Quadro RTX 8000,66,92,73,49152,3225,45367,264.21,39,P2,1740,6500
2025-03-12 19:50:35.694558,2,2025/03/12 19:50:35.687,Quadro RTX 8000,66,94,74,49152,3225,45367,257.88,39,P2,1740,6500
2025-03-12 19:50:38.030853,2,2025/03/12 19:50:38.023,Quadro RTX 8000,66,84,66,49152,3225,45367,244.63,39,P2,1770,6500
2025-03-12 19:50:40.366176,2,2025/03/12 19:50:40.355,Quadro RTX 8000,66,94,74,49152,3225,45367,253.10,39,P2,1770,6500
2025-03-12 19:50:42.677752,2,2025/03/12 19:50:42.671,Quadro RTX 8000,65,94,75,49152,3225,45367,253.23,39,P2,1785,6500
2025-03-12 19:50:45.014166,2,2025/03/12 19:50:45.005,Quadro RTX 8000,66,94,74,49152,3225,45367,253.96,39,P2,1755,6500
2025-03-12 19:50:47.341702,2,2025/03/12 19:50:47.333,Quadro RTX 8000,66,89,71,49152,3225,45367,255.29,39,P2,1770,6500
2025-03-12 19:50:49.686130,2,2025/03/12 19:50:49.679,Quadro RTX 8000,65,97,77,49152,3225,45367,258.52,39,P2,1755,6500
2025-03-12 19:50:52.012954,2,2025/03/12 19:50:52.006,Quadro RTX 8000,66,94,74,49152,3225,45367,254.69,39,P2,1755,6500
2025-03-12 19:50:54.319793,2,2025/03/12 19:50:54.311,Quadro RTX 8000,65,96,76,49152,3225,45367,256.61,39,P2,1800,6500
2025-03-12 19:50:56.650247,2,2025/03/12 19:50:56.637,Quadro RTX 8000,66,90,72,49152,3225,45367,258.20,39,P2,1785,6500
2025-03-12 19:50:58.974697,2,2025/03/12 19:50:58.968,Quadro RTX 8000,66,94,74,49152,3225,45367,257.50,39,P2,1740,6500
2025-03-12 19:51:01.296025,2,2025/03/12 19:51:01.289,Quadro RTX 8000,66,93,73,49152,3225,45367,261.16,39,P2,1740,6500
2025-03-12 19:51:03.622340,2,2025/03/12 19:51:03.615,Quadro RTX 8000,66,96,76,49152,3225,45367,259.78,39,P2,1740,6500
2025-03-12 19:51:05.951621,2,2025/03/12 19:51:05.942,Quadro RTX 8000,65,94,75,49152,3225,45367,257.40,40,P2,1740,6500
2025-03-12 19:51:08.284029,2,2025/03/12 19:51:08.277,Quadro RTX 8000,65,18,15,49152,3225,45367,173.93,40,P2,1770,6500
2025-03-12 19:51:10.625049,2,2025/03/12 19:51:10.618,Quadro RTX 8000,66,92,73,49152,3225,45367,263.87,40,P2,1800,6500
2025-03-12 19:51:12.961855,2,2025/03/12 19:51:12.951,Quadro RTX 8000,66,94,75,49152,3225,45367,258.02,40,P2,1740,6500
2025-03-12 19:51:15.294577,2,2025/03/12 19:51:15.288,Quadro RTX 8000,66,94,74,49152,3225,45367,262.80,40,P2,1740,6500
2025-03-12 19:51:17.631766,2,2025/03/12 19:51:17.615,Quadro RTX 8000,66,96,76,49152,3225,45367,255.11,40,P2,1725,6500
2025-03-12 19:51:19.973064,2,2025/03/12 19:51:19.963,Quadro RTX 8000,65,14,12,49152,3225,45367,122.84,40,P2,1770,6500
2025-03-12 19:51:22.276393,2,2025/03/12 19:51:22.269,Quadro RTX 8000,66,95,76,49152,3225,45367,260.20,40,P2,1740,6500
2025-03-12 19:51:24.592926,2,2025/03/12 19:51:24.585,Quadro RTX 8000,66,93,73,49152,3225,45367,250.95,40,P2,1770,6500
2025-03-12 19:51:26.903730,2,2025/03/12 19:51:26.893,Quadro RTX 8000,66,95,75,49152,3225,45367,251.99,40,P2,1755,6500
2025-03-12 19:51:29.244299,2,2025/03/12 19:51:29.234,Quadro RTX 8000,66,94,74,49152,3225,45367,258.85,40,P2,1740,6500
2025-03-12 19:51:31.559218,2,2025/03/12 19:51:31.552,Quadro RTX 8000,65,25,20,49152,3225,45367,271.71,40,P2,1770,6500
2025-03-12 19:51:33.897478,2,2025/03/12 19:51:33.890,Quadro RTX 8000,66,92,73,49152,3225,45367,261.30,40,P2,1740,6500
2025-03-12 19:51:36.236533,2,2025/03/12 19:51:36.224,Quadro RTX 8000,66,95,75,49152,3225,45367,262.73,40,P2,1755,6500
2025-03-12 19:51:38.553097,2,2025/03/12 19:51:38.543,Quadro RTX 8000,66,93,73,49152,3225,45367,256.87,40,P2,1740,6500
2025-03-12 19:51:40.892274,2,2025/03/12 19:51:40.885,Quadro RTX 8000,65,97,77,49152,3225,45367,249.72,40,P2,1815,6500
