Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,0.0,1796.4575,37.75,2
1,0.0,1798.147,37.75,2
2,0.0,1797.005,37.75,2
3,0.0,1649.665,37.75,2
4,0.0,1735.2755,37.75,2
5,0.0,1662.7705,37.75,2
6,0.0,1649.0720000000001,37.75,2
7,0.5,2381.819,37.75,2
8,0.0,1497.817,37.75,2
9,0.0,1466.3215,37.75,2
10,0.0,1496.8345,37.75,2
11,0.5,1388.6955,37.75,2
12,0.0,2382.2795,37.75,2
13,0.0,2388.8215,37.75,2
14,0.0,1497.0639999999999,37.75,2
15,0.0,1647.0520000000001,37.75,2
16,0.0,1783.242,37.75,2
17,0.0,1688.5545000000002,37.75,2
18,0.0,1768.22,37.75,2
19,0.0,1690.1615000000002,37.75,2
20,0.0,1585.4879999999998,37.75,2
21,0.0,1556.795,37.75,2
22,0.0,1494.3139999999999,37.75,2
23,50.05,2359.2105,37.75,2
24,0.0,1497.577,37.75,2
25,0.0,1499.7125,37.75,2
26,0.0,1498.2440000000001,37.75,2
27,0.5,1478.483,37.75,2
28,27.0,2203.3695,37.75,2
29,23.25,2376.8425,37.75,2
30,0.5,1436.435,37.75,2
31,0.0,1649.19,37.75,2
