Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,3.05,2242.2235,35.8125,2
1,3.05,1787.9775,35.8125,2
2,3.5,1659.793,35.8125,2
3,7.0,1947.9025000000001,35.8125,2
4,7.0,1796.8555000000001,35.8125,2
5,7.45,1799.9195,35.8125,2
6,6.95,2094.033,35.8125,2
7,3.0,1478.5035,35.8125,2
8,4.5,1497.716,35.8125,2
9,3.5,1499.0885,35.8125,2
10,3.95,2385.9525000000003,35.8125,2
11,2.5,1798.0475,35.8125,2
12,3.5,1498.6970000000001,35.8125,2
13,1.5,1648.165,35.8125,2
14,3.5,1647.3195,35.8125,2
15,3.5,1647.0104999999999,35.8125,2
16,6.1,2189.9415,35.8125,2
17,6.05,2022.483,35.8125,2
18,6.55,2157.4665,35.8125,2
19,9.7,2147.0339999999997,35.8125,2
20,6.55,2581.355,35.8125,2
21,7.5,2637.3959999999997,35.8125,2
22,43.6,2929.575,35.8125,2
23,3.5,1379.885,35.8125,2
24,0.0,1334.9295000000002,35.8125,2
25,0.0,1490.5165000000002,35.8125,2
26,21.5,2371.8145,35.8125,2
27,27.25,3290.5315,35.8125,2
28,0.0,1498.8539999999998,35.8125,2
29,0.0,1913.465,35.8125,2
30,0.0,1898.229,35.8125,2
31,0.0,1906.7255,35.8125,2
