Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,52.5,2993.9399999999996,34.75,2
1,32.7,2133.261,34.75,2
2,21.3,2598.8455000000004,34.75,2
3,21.3,2085.2650000000003,34.75,2
4,21.8,2173.358,34.75,2
5,21.3,2096.0185,34.75,2
6,0.0,3026.1175,34.75,2
7,42.6,2724.3655,34.75,2
8,31.1,2718.0784999999996,34.75,2
9,21.8,2782.6220000000003,34.75,2
10,21.3,2950.5365,34.75,2
11,20.0,2322.8695,34.75,2
12,21.5,3004.9655000000002,34.75,2
13,21.5,3008.77,34.75,2
14,21.8,2523.1925,34.75,2
15,10.4,2398.2129999999997,34.75,2
16,4.95,2653.9849999999997,34.75,2
17,0.0,2371.3855,34.75,2
18,21.5,2822.35,34.75,2
19,0.0,1969.1975,34.75,2
20,0.0,2618.817,34.75,2
21,0.0,2341.478,34.75,2
22,42.8,2724.29,34.75,2
23,0.0,2756.1705,34.75,2
24,36.3,2941.486,34.75,2
25,42.5,2667.1875,34.75,2
26,22.0,2991.5335,34.75,2
27,59.3,2810.1265000000003,34.75,2
28,43.0,2709.4175,34.75,2
29,43.3,2724.3935,34.75,2
30,24.0,2927.7335000000003,34.75,2
31,41.6,2646.2075,34.75,2
