Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,22.25,3098.0595000000003,35.5,2
1,9.9,2389.397,35.5,2
2,18.4,2425.362,35.5,2
3,10.4,2472.5815000000002,35.5,2
4,9.95,1921.46,35.5,2
5,10.4,2213.9045,35.5,2
6,32.35,2798.1639999999998,35.5,2
7,10.9,1487.021,35.5,2
8,4.95,2445.9494999999997,35.5,2
9,17.5,2508.2835,35.5,2
10,14.1,2417.6645,35.5,2
11,17.4,2414.0525,35.5,2
12,16.6,2421.6095,35.5,2
13,18.5,2410.4425,35.5,2
14,51.5,3298.8509999999997,35.5,2
15,13.95,2125.184,35.5,2
16,46.15,3253.8135,35.5,2
17,13.75,2333.5625,35.5,2
18,10.45,2474.3985,35.5,2
19,13.350000000000001,2430.524,35.5,2
20,13.95,2057.869,35.5,2
21,9.9,2375.929,35.5,2
22,9.850000000000001,2395.753,35.5,2
23,9.9,1498.2775,35.5,2
24,17.5,2420.442,35.5,2
25,18.4,2505.0115,35.5,2
26,17.1,2429.4674999999997,35.5,2
27,16.5,2425.7865,35.5,2
28,16.5,2433.4570000000003,35.5,2
29,38.9,2782.657,35.5,2
30,12.95,3297.509,35.5,2
31,15.1,2614.276,35.5,2
