Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,0.0,1978.923,35.75,2
1,41.7,1516.4515000000001,35.75,2
2,29.25,1859.1395,35.75,2
3,24.2,1723.1075,35.75,2
4,42.4,1504.7655,35.75,2
5,21.2,1832.3735000000001,35.75,2
6,20.7,1862.2335,35.75,2
7,20.7,1864.981,35.75,2
8,18.15,1633.2745,35.75,2
9,42.05,1698.9209999999998,35.75,2
10,22.0,2363.8999999999996,35.75,2
11,47.8,2477.1695,35.75,2
12,24.95,1633.0720000000001,35.75,2
13,40.7,1797.3325,35.75,2
14,56.85,2428.998,35.75,2
15,40.0,1806.5315,35.75,2
16,20.7,1515.109,35.75,2
17,21.2,2121.558,35.75,2
18,20.5,2440.986,35.75,2
19,20.5,2506.687,35.75,2
20,21.2,2453.717,35.75,2
21,41.7,1607.5030000000002,35.75,2
22,41.099999999999994,1624.0194999999999,35.75,2
23,41.4,1623.3584999999998,35.75,2
24,20.5,2168.2505,35.75,2
25,0.5,1609.2365,35.75,2
26,0.0,2374.7135,35.75,2
27,1.0,3253.8599999999997,35.75,2
28,0.0,2053.5945,35.75,2
29,0.0,2282.9555,35.75,2
30,0.0,2296.3689999999997,35.75,2
31,0.0,1898.001,35.75,2
