Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,19.1,2216.462,36.625,2
1,8.0,1946.2534999999998,36.625,2
2,9.1,1731.954,36.625,2
3,50.3,2685.271,36.625,2
4,15.5,1637.351,36.625,2
5,0.0,1497.3385,36.625,2
6,0.0,1516.318,36.625,2
7,9.5,1543.1885000000002,36.625,2
8,32.5,2590.267,36.625,2
9,13.5,2441.5945,36.625,2
10,9.5,2753.66,36.625,2
11,19.6,2409.076,36.625,2
12,9.6,2399.0060000000003,36.625,2
13,19.299999999999997,2606.8645,36.625,2
14,9.6,2789.9245,36.625,2
15,40.7,3008.4700000000003,36.625,2
16,0.0,2005.7620000000002,36.625,2
17,0.0,1943.3895000000002,36.625,2
18,0.0,1918.6875,36.625,2
19,12.6,2782.8135,36.625,2
20,0.0,2172.4955,36.625,2
21,0.0,1919.5304999999998,36.625,2
22,9.1,2355.9184999999998,36.625,2
23,0.0,1884.1855,36.625,2
24,19.6,2584.7960000000003,36.625,2
25,45.1,2523.0405,36.625,2
26,19.5,2243.1585,36.625,2
27,9.6,2184.162,36.625,2
28,10.6,2820.453,36.625,2
29,19.1,2604.0745,36.625,2
30,19.2,2834.989,36.625,2
31,14.2,2491.5495,36.625,2
