Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,9.05,2034.5529999999999,34.375,2
1,19.75,3252.759,34.375,2
2,18.0,3300.487,34.375,2
3,8.45,2478.4885,34.375,2
4,47.25,2444.917,34.375,2
5,16.1,2507.7495,34.375,2
6,8.5,2505.609,34.375,2
7,19.0,2498.9235,34.375,2
8,20.6,2416.1095,34.375,2
9,26.0,2107.663,34.375,2
10,24.75,2454.5765,34.375,2
11,30.6,1798.276,34.375,2
12,32.85,3001.38,34.375,2
13,27.4,1651.3495,34.375,2
14,32.35,2540.75,34.375,2
15,35.3,3288.438,34.375,2
16,22.5,1936.5595,34.375,2
17,13.649999999999999,3290.6099999999997,34.375,2
18,16.35,3295.561,34.375,2
19,18.85,2519.7995,34.375,2
20,17.7,2721.861,34.375,2
21,8.5,2524.2605,34.375,2
22,18.25,2540.0235,34.375,2
23,16.0,2529.7565,34.375,2
24,24.9,2495.652,34.375,2
25,31.45,2797.942,34.375,2
26,44.45,2473.4355,34.375,2
27,28.1,2420.3705,34.375,2
28,43.95,3255.031,34.375,2
29,32.8,1649.865,34.375,2
30,21.15,2464.9134999999997,34.375,2
31,20.1,3255.3385,34.375,2
