Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,41.4,2235.27,33.5625,2
1,33.35,1951.701,33.5625,2
2,41.7,2044.599,33.5625,2
3,39.7,2718.4260000000004,33.5625,2
4,38.7,2041.0915,33.5625,2
5,61.3,2939.4215,33.5625,2
6,43.65,2673.6575000000003,33.5625,2
7,34.05,2334.059,33.5625,2
8,46.0,2780.672,33.5625,2
9,43.099999999999994,2892.602,33.5625,2
10,74.5,3003.2160000000003,33.5625,2
11,44.15,2912.8675000000003,33.5625,2
12,47.2,2892.279,33.5625,2
13,46.2,2796.324,33.5625,2
14,63.25,2597.333,33.5625,2
15,48.5,2696.0265,33.5625,2
16,40.599999999999994,2221.6175000000003,33.5625,2
17,40.9,1945.743,33.5625,2
18,31.299999999999997,2325.3695000000002,33.5625,2
19,40.7,2495.9415,33.5625,2
20,40.9,2322.987,33.5625,2
21,39.4,2887.8455,33.5625,2
22,36.9,2103.715,33.5625,2
23,40.2,2049.111,33.5625,2
24,44.15,2742.5254999999997,33.5625,2
25,46.45,2859.4415,33.5625,2
26,42.4,3143.4264999999996,33.5625,2
27,45.45,2888.2434999999996,33.5625,2
28,44.9,2890.639,33.5625,2
29,44.7,2799.0145,33.5625,2
30,49.95,2503.9179999999997,33.5625,2
31,45.7,2696.1925,33.5625,2
