Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,47.9,2845.6005,36.4375,2
1,11.0,2461.917,36.4375,2
2,23.0,1805.102,36.4375,2
3,11.5,2500.7285,36.4375,2
4,11.5,1891.661,36.4375,2
5,9.9,2831.6,36.4375,2
6,2.5,2251.6245,36.4375,2
7,23.0,1654.3200000000002,36.4375,2
8,2.5,1650.4975,36.4375,2
9,4.55,2476.2035,36.4375,2
10,11.25,1738.623,36.4375,2
11,0.0,1645.632,36.4375,2
12,21.9,2068.8905000000004,36.4375,2
13,12.9,2795.092,36.4375,2
14,32.1,2771.955,36.4375,2
15,11.4,1743.0279999999998,36.4375,2
16,22.5,2942.9855,36.4375,2
17,22.3,3300.44,36.4375,2
18,11.4,2360.1835,36.4375,2
19,22.0,3297.571,36.4375,2
20,11.5,2158.901,36.4375,2
21,24.15,3259.1800000000003,36.4375,2
22,21.9,3300.7619999999997,36.4375,2
23,9.5,2052.3975,36.4375,2
24,11.25,1963.4235,36.4375,2
25,22.9,2355.761,36.4375,2
26,0.0,1730.446,36.4375,2
27,10.9,1759.3775,36.4375,2
28,0.0,2112.879,36.4375,2
29,25.5,2795.448,36.4375,2
30,0.0,2830.432,36.4375,2
31,0.0,1884.7685000000001,36.4375,2
