Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,4.55,1649.4575,36.125,2
1,41.9,2464.258,36.125,2
2,3.55,1774.208,36.125,2
3,3.55,1797.4285,36.125,2
4,6.45,1796.0279999999998,36.125,2
5,3.5,1799.219,36.125,2
6,3.5,1907.894,36.125,2
7,3.55,1798.1665,36.125,2
8,0.0,1584.724,36.125,2
9,0.0,1799.0325,36.125,2
10,3.55,1799.77,36.125,2
11,3.5,1649.037,36.125,2
12,3.55,1647.9755,36.125,2
13,27.0,1927.9655,36.125,2
14,1.0,2474.0615,36.125,2
15,3.55,1648.757,36.125,2
16,3.5,1543.567,36.125,2
17,7.45,2434.0075,36.125,2
18,7.05,1796.5729999999999,36.125,2
19,7.05,1861.6405,36.125,2
20,13.05,2112.884,36.125,2
21,7.1,2009.4615,36.125,2
22,7.05,2090.934,36.125,2
23,7.05,1791.8654999999999,36.125,2
24,3.95,1743.8395,36.125,2
25,7.1,2034.0565000000001,36.125,2
26,3.5,2123.392,36.125,2
27,0.0,1738.2865000000002,36.125,2
28,0.0,1731.7345,36.125,2
29,2.55,1748.7505,36.125,2
30,21.7,3295.0525,36.125,2
31,0.0,1882.6765,36.125,2
