Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,34.2,2729.0225,32.4375,2
1,31.7,2782.3215,32.4375,2
2,42.65,2859.5465,32.4375,2
3,34.8,2761.462,32.4375,2
4,43.2,2799.506,32.4375,2
5,33.2,2650.6850000000004,32.4375,2
6,27.85,2813.8465,32.4375,2
7,30.65,2730.3215,32.4375,2
8,34.65,2817.5294999999996,32.4375,2
9,29.25,2579.3559999999998,32.4375,2
10,23.2,2778.549,32.4375,2
11,33.5,2946.0789999999997,32.4375,2
12,44.4,2879.1904999999997,32.4375,2
13,25.65,2536.719,32.4375,2
14,39.35,3051.5860000000002,32.4375,2
15,21.5,2604.696,32.4375,2
16,38.3,2742.4915,32.4375,2
17,36.0,2757.736,32.4375,2
18,31.3,2778.156,32.4375,2
19,33.3,2743.1795,32.4375,2
20,31.7,2792.599,32.4375,2
21,29.4,2719.3015,32.4375,2
22,29.0,2710.102,32.4375,2
23,24.95,2850.0190000000002,32.4375,2
24,34.35,2701.3289999999997,32.4375,2
25,21.5,2497.0305,32.4375,2
26,29.5,2788.7885,32.4375,2
27,26.75,3111.8055,32.4375,2
28,38.0,3010.404,32.4375,2
29,23.35,2466.1635,32.4375,2
30,28.0,2899.654,32.4375,2
31,24.95,2813.172,32.4375,2
