Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,26.05,2993.284,34.625,2
1,14.649999999999999,1779.533,34.625,2
2,51.65,2382.0654999999997,34.625,2
3,19.35,1515.5115,34.625,2
4,21.4,1954.5985,34.625,2
5,14.149999999999999,1926.4015,34.625,2
6,13.649999999999999,1759.5145,34.625,2
7,15.7,2411.2175,34.625,2
8,13.350000000000001,2378.109,34.625,2
9,12.1,2405.811,34.625,2
10,7.55,1649.0385,34.625,2
11,14.2,2759.0915,34.625,2
12,18.6,2466.864,34.625,2
13,13.6,2384.7385,34.625,2
14,15.0,2587.9915,34.625,2
15,49.0,3288.5875,34.625,2
16,38.2,2617.676,34.625,2
17,18.1,1678.6605,34.625,2
18,14.6,2457.3695,34.625,2
19,24.9,1684.2649999999999,34.625,2
20,28.15,1871.2085000000002,34.625,2
21,19.1,1975.1655,34.625,2
22,14.75,2148.5315,34.625,2
23,13.5,3298.781,34.625,2
24,36.5,2375.0895,34.625,2
25,14.149999999999999,2353.5115,34.625,2
26,26.0,1906.0515,34.625,2
27,2.95,2354.839,34.625,2
28,36.7,2481.33,34.625,2
29,15.6,2506.559,34.625,2
30,22.5,2545.264,34.625,2
31,12.45,3301.058,34.625,2
