Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,9.7,2283.0029999999997,36.3125,2
1,20.2,2455.572,36.3125,2
2,12.149999999999999,2310.2375,36.3125,2
3,53.05,2847.1285,36.3125,2
4,19.7,2325.2625,36.3125,2
5,10.1,2765.4305,36.3125,2
6,10.0,2373.9875,36.3125,2
7,10.1,2331.3185000000003,36.3125,2
8,24.75,2378.316,36.3125,2
9,0.0,2311.5080000000003,36.3125,2
10,10.5,2869.4539999999997,36.3125,2
11,7.5,2950.9745000000003,36.3125,2
12,10.1,2340.9629999999997,36.3125,2
13,11.0,2933.8795,36.3125,2
14,14.1,1944.8585,36.3125,2
15,13.649999999999999,3296.2495,36.3125,2
16,10.0,3295.295,36.3125,2
17,10.1,2489.4385,36.3125,2
18,0.0,3291.252,36.3125,2
19,13.45,3299.911,36.3125,2
20,10.1,3297.2,36.3125,2
21,19.7,3300.859,36.3125,2
22,19.6,3298.2435,36.3125,2
23,19.6,3301.581,36.3125,2
24,34.0,2348.5784999999996,36.3125,2
25,10.5,2355.5615,36.3125,2
26,10.0,2929.843,36.3125,2
27,21.7,3100.7075,36.3125,2
28,0.5,1834.346,36.3125,2
29,10.1,2851.322,36.3125,2
30,27.5,2379.931,36.3125,2
31,0.0,3302.6615,36.3125,2
