Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,21.75,3256.1425,36.0,2
1,18.65,3295.1795,36.0,2
2,18.35,3294.386,36.0,2
3,30.700000000000003,2382.015,36.0,2
4,17.4,3295.435,36.0,2
5,55.85,3294.307,36.0,2
6,21.2,3296.992,36.0,2
7,38.4,3299.3185000000003,36.0,2
8,21.8,2512.1525,36.0,2
9,21.6,2595.5595,36.0,2
10,17.5,3284.6040000000003,36.0,2
11,20.1,2597.365,36.0,2
12,34.35,3299.0074999999997,36.0,2
13,40.75,2545.4615,36.0,2
14,25.5,3300.089,36.0,2
15,36.65,2494.324,36.0,2
16,19.799999999999997,3304.8965,36.0,2
17,18.6,3297.514,36.0,2
18,17.6,3298.0025,36.0,2
19,38.4,2382.9415,36.0,2
20,21.4,3295.1955,36.0,2
21,22.5,2809.315,36.0,2
22,14.55,3292.3265,36.0,2
23,19.5,3261.305,36.0,2
24,29.65,2823.5265,36.0,2
25,26.05,2597.5775,36.0,2
26,26.7,2893.9359999999997,36.0,2
27,23.049999999999997,2597.1355000000003,36.0,2
28,16.1,3300.4815,36.0,2
29,20.2,2416.1335,36.0,2
30,16.15,3298.7079999999996,36.0,2
31,19.2,2775.5585,36.0,2
