Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,17.4,2605.805,35.0625,2
1,15.5,2463.3405000000002,35.0625,2
2,23.15,2576.4539999999997,35.0625,2
3,35.75,2507.379,35.0625,2
4,24.75,3282.032,35.0625,2
5,17.75,2290.3199999999997,35.0625,2
6,47.8,3306.505,35.0625,2
7,19.3,2852.629,35.0625,2
8,19.9,2383.6724999999997,35.0625,2
9,13.0,2673.451,35.0625,2
10,17.3,2322.8689999999997,35.0625,2
11,41.0,2831.3514999999998,35.0625,2
12,22.15,2812.9655000000002,35.0625,2
13,18.3,3076.3475,35.0625,2
14,17.9,2829.1890000000003,35.0625,2
15,14.5,2866.3135,35.0625,2
16,21.65,2484.7915,35.0625,2
17,19.4,3293.0205,35.0625,2
18,30.3,3299.2655000000004,35.0625,2
19,20.0,3304.6285,35.0625,2
20,16.35,3291.9355,35.0625,2
21,22.35,2748.531,35.0625,2
22,23.25,3277.3,35.0625,2
23,22.4,3294.883,35.0625,2
24,18.4,2375.381,35.0625,2
25,57.8,3288.042,35.0625,2
26,18.3,2579.917,35.0625,2
27,17.8,3303.2045,35.0625,2
28,19.200000000000003,2775.122,35.0625,2
29,25.549999999999997,3295.708,35.0625,2
30,17.4,3296.257,35.0625,2
31,52.0,3302.8014999999996,35.0625,2
