Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,25.2,3293.5434999999998,34.5625,2
1,24.5,3256.8525,34.5625,2
2,26.45,3304.0985,34.5625,2
3,23.3,2758.9539999999997,34.5625,2
4,32.2,3295.0915,34.5625,2
5,23.45,3300.2345,34.5625,2
6,21.0,3311.2290000000003,34.5625,2
7,38.5,2727.758,34.5625,2
8,39.25,3296.4695,34.5625,2
9,47.95,3300.4785,34.5625,2
10,21.4,3133.511,34.5625,2
11,16.85,3301.056,34.5625,2
12,20.4,3300.3995,34.5625,2
13,34.75,3302.3385,34.5625,2
14,22.5,3300.085,34.5625,2
15,26.5,3299.7995,34.5625,2
16,44.35,3273.2975,34.5625,2
17,23.0,3298.4,34.5625,2
18,22.45,3299.344,34.5625,2
19,30.950000000000003,2797.312,34.5625,2
20,36.35,3294.3975,34.5625,2
21,12.9,3295.3779999999997,34.5625,2
22,35.15,3300.698,34.5625,2
23,24.35,2746.2715,34.5625,2
24,25.95,3291.348,34.5625,2
25,21.6,3299.955,34.5625,2
26,28.5,3296.933,34.5625,2
27,19.9,3300.489,34.5625,2
28,19.4,3172.5384999999997,34.5625,2
29,20.0,3296.1865,34.5625,2
30,31.35,3298.4725,34.5625,2
31,46.35,3296.9615000000003,34.5625,2
