Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,16.8,2860.643,36.0,2
1,22.25,3032.2505,36.0,2
2,27.5,2959.5095,36.0,2
3,44.5,2567.6805,36.0,2
4,16.6,3205.514,36.0,2
5,22.4,3225.7405,36.0,2
6,21.0,3277.6275,36.0,2
7,21.5,2862.168,36.0,2
8,31.1,3026.4135,36.0,2
9,43.5,3250.4210000000003,36.0,2
10,32.55,2879.925,36.0,2
11,22.0,3297.4795000000004,36.0,2
12,28.1,3010.7385,36.0,2
13,13.0,2696.0550000000003,36.0,2
14,19.5,3278.0299999999997,36.0,2
15,15.05,3299.9575,36.0,2
16,29.5,2782.4945,36.0,2
17,26.5,2866.031,36.0,2
18,15.1,2898.2315,36.0,2
19,12.6,2877.9325,36.0,2
20,27.5,3271.674,36.0,2
21,15.4,3239.705,36.0,2
22,15.9,3088.7895,36.0,2
23,9.95,2761.8215,36.0,2
24,14.05,3044.227,36.0,2
25,24.35,3294.111,36.0,2
26,12.5,2894.121,36.0,2
27,14.5,3266.0775,36.0,2
28,24.65,3294.9425,36.0,2
29,31.5,2648.111,36.0,2
30,34.2,2809.59,36.0,2
31,8.55,3259.7275,36.0,2
