Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,33.95,2868.1845000000003,35.5625,2
1,31.15,2741.0565,35.5625,2
2,22.2,2090.2185,35.5625,2
3,53.45,2738.7895,35.5625,2
4,18.7,3232.7945,35.5625,2
5,19.55,1897.0285,35.5625,2
6,22.6,2321.4894999999997,35.5625,2
7,54.0,2771.117,35.5625,2
8,22.0,2780.0185,35.5625,2
9,23.0,3230.5744999999997,35.5625,2
10,20.299999999999997,2771.8165,35.5625,2
11,17.25,3243.661,35.5625,2
12,25.25,2753.918,35.5625,2
13,22.85,2827.3355,35.5625,2
14,40.9,3227.883,35.5625,2
15,23.75,3001.1065,35.5625,2
16,21.1,2803.2875,35.5625,2
17,35.3,2890.6175000000003,35.5625,2
18,19.2,2377.7595,35.5625,2
19,24.15,3117.858,35.5625,2
20,20.2,2586.3019999999997,35.5625,2
21,20.2,1903.525,35.5625,2
22,19.2,2388.7455,35.5625,2
23,19.9,3237.387,35.5625,2
24,24.25,3176.776,35.5625,2
25,20.6,3229.51,35.5625,2
26,22.35,2707.473,35.5625,2
27,18.1,3296.1255,35.5625,2
28,52.1,2767.6935000000003,35.5625,2
29,18.799999999999997,2765.434,35.5625,2
30,22.2,3231.452,35.5625,2
31,39.1,2990.6075,35.5625,2
