Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,15.15,2710.3215,33.875,2
1,33.85,3290.464,33.875,2
2,12.6,3298.3720000000003,33.875,2
3,20.95,2459.2255,33.875,2
4,31.7,2403.7470000000003,33.875,2
5,23.35,2743.0995000000003,33.875,2
6,18.8,2455.4795,33.875,2
7,22.9,2677.7385,33.875,2
8,17.5,2939.6585,33.875,2
9,13.0,2755.1504999999997,33.875,2
10,17.0,2672.558,33.875,2
11,23.45,2433.976,33.875,2
12,41.5,3296.841,33.875,2
13,33.05,2784.8205,33.875,2
14,19.7,2564.2825,33.875,2
15,35.3,3294.6365,33.875,2
16,34.75,2745.0575,33.875,2
17,22.75,2788.737,33.875,2
18,18.1,3281.1195,33.875,2
19,43.65,2471.3965,33.875,2
20,29.35,2388.998,33.875,2
21,14.9,2745.299,33.875,2
22,24.0,2529.7934999999998,33.875,2
23,16.45,2582.742,33.875,2
24,23.9,2103.6095,33.875,2
25,50.95,2789.1144999999997,33.875,2
26,17.4,2589.728,33.875,2
27,22.5,2417.718,33.875,2
28,17.5,3299.9795,33.875,2
29,18.4,2754.0155,33.875,2
30,17.1,2398.8720000000003,33.875,2
31,10.0,3295.8860000000004,33.875,2
