Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,16.25,3262.441,35.125,2
1,21.7,3263.8285,35.125,2
2,29.299999999999997,3275.6414999999997,35.125,2
3,24.4,3074.8755,35.125,2
4,36.55,3269.5975,35.125,2
5,28.15,3072.2275,35.125,2
6,22.95,3264.752,35.125,2
7,36.5,3128.8135,35.125,2
8,33.25,3050.7129999999997,35.125,2
9,20.5,2657.8379999999997,35.125,2
10,49.05,3207.2725,35.125,2
11,15.9,3155.464,35.125,2
12,17.65,2749.379,35.125,2
13,25.45,3028.8379999999997,35.125,2
14,35.45,3281.5,35.125,2
15,32.25,2929.313,35.125,2
16,21.7,3265.4125000000004,35.125,2
17,22.6,3263.5045,35.125,2
18,24.25,3266.9255000000003,35.125,2
19,24.25,3170.8135,35.125,2
20,42.7,3249.861,35.125,2
21,23.25,3138.1144999999997,35.125,2
22,23.1,3272.0330000000004,35.125,2
23,47.85,3204.365,35.125,2
24,16.65,3115.0385,35.125,2
25,19.1,2932.4939999999997,35.125,2
26,12.55,3186.39,35.125,2
27,33.15,3098.9125,35.125,2
28,36.25,3184.719,35.125,2
29,21.7,3100.76,35.125,2
30,12.75,3291.8289999999997,35.125,2
31,14.649999999999999,3207.867,35.125,2
