Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,25.75,2629.118,35.875,2
1,12.05,2821.4759999999997,35.875,2
2,10.45,2640.8940000000002,35.875,2
3,11.0,2866.415,35.875,2
4,9.55,2892.1565,35.875,2
5,41.6,2870.7165,35.875,2
6,26.55,3002.202,35.875,2
7,20.05,2873.3655,35.875,2
8,41.85,3051.673,35.875,2
9,10.6,2413.4785,35.875,2
10,8.55,2678.8154999999997,35.875,2
11,33.0,3119.8405000000002,35.875,2
12,8.5,2634.7610000000004,35.875,2
13,36.3,2862.8819999999996,35.875,2
14,12.149999999999999,2686.3419999999996,35.875,2
15,27.95,3065.452,35.875,2
16,10.0,2484.5245,35.875,2
17,13.55,2805.2215,35.875,2
18,22.55,2778.6705,35.875,2
19,25.4,2688.3824999999997,35.875,2
20,16.7,2909.359,35.875,2
21,10.850000000000001,2640.3985,35.875,2
22,15.25,3036.492,35.875,2
23,9.1,2623.4525000000003,35.875,2
24,9.45,2645.7665,35.875,2
25,10.45,2444.1365,35.875,2
26,9.6,2801.583,35.875,2
27,28.05,3075.9075000000003,35.875,2
28,13.05,2674.6455,35.875,2
29,8.05,2888.5765,35.875,2
30,9.05,2584.2650000000003,35.875,2
31,11.05,2837.8285,35.875,2
