Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,26.0,3008.3015,34.4375,2
1,53.45,3285.5924999999997,34.4375,2
2,19.0,3300.4755,34.4375,2
3,15.05,3169.7775,34.4375,2
4,16.8,3297.4629999999997,34.4375,2
5,17.6,2749.2815,34.4375,2
6,49.85,3299.428,34.4375,2
7,17.8,3301.9359999999997,34.4375,2
8,19.3,2745.6620000000003,34.4375,2
9,18.5,3299.024,34.4375,2
10,20.9,3301.2855,34.4375,2
11,18.700000000000003,2887.7745,34.4375,2
12,13.95,2803.8845,34.4375,2
13,9.0,2383.754,34.4375,2
14,19.45,2476.557,34.4375,2
15,43.55,3294.6535,34.4375,2
16,16.9,3096.303,34.4375,2
17,14.1,3290.592,34.4375,2
18,15.45,3294.6735,34.4375,2
19,15.45,3285.9444999999996,34.4375,2
20,23.25,2569.757,34.4375,2
21,19.5,2762.6565,34.4375,2
22,21.15,3270.333,34.4375,2
23,16.95,3302.2045,34.4375,2
24,26.15,2747.79,34.4375,2
25,19.9,3298.8019999999997,34.4375,2
26,19.4,3302.8115,34.4375,2
27,21.8,2587.577,34.4375,2
28,33.9,3300.0705,34.4375,2
29,39.7,2379.427,34.4375,2
30,49.1,3302.6369999999997,34.4375,2
31,10.0,3296.797,34.4375,2
