Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,22.450000000000003,2353.997,33.8125,2
1,14.4,2379.4735,33.8125,2
2,11.1,2516.272,33.8125,2
3,14.95,2482.118,33.8125,2
4,22.5,1765.675,33.8125,2
5,15.649999999999999,2886.2245,33.8125,2
6,15.2,2357.5565,33.8125,2
7,14.15,2063.9665,33.8125,2
8,43.2,2835.8125,33.8125,2
9,18.55,2520.175,33.8125,2
10,4.5,2167.6310000000003,33.8125,2
11,29.7,2553.7905,33.8125,2
12,10.0,2612.751,33.8125,2
13,13.05,2574.7095,33.8125,2
14,9.0,1642.318,33.8125,2
15,25.5,1525.2945,33.8125,2
16,13.1,2253.0365,33.8125,2
17,42.9,2356.077,33.8125,2
18,22.5,2634.8514999999998,33.8125,2
19,11.95,2435.888,33.8125,2
20,13.850000000000001,1990.58,33.8125,2
21,13.0,3163.7455,33.8125,2
22,16.85,2284.4584999999997,33.8125,2
23,20.7,2594.5395,33.8125,2
24,11.1,2770.1125,33.8125,2
25,35.25,2602.9184999999998,33.8125,2
26,11.05,2100.7355,33.8125,2
27,0.0,2410.8165,33.8125,2
28,28.95,2536.877,33.8125,2
29,16.9,2500.846,33.8125,2
30,12.6,2043.1105,33.8125,2
31,33.25,1814.65,33.8125,2
