Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,11.7,2941.2715,34.875,2
1,26.55,2949.602,34.875,2
2,23.8,2845.4385,34.875,2
3,15.05,2622.247,34.875,2
4,11.5,2633.7925,34.875,2
5,17.1,2785.933,34.875,2
6,11.0,2776.451,34.875,2
7,12.0,2737.0325000000003,34.875,2
8,9.649999999999999,2917.6135000000004,34.875,2
9,14.55,2453.3805,34.875,2
10,37.45,3037.353,34.875,2
11,11.6,2627.1725,34.875,2
12,30.75,2845.831,34.875,2
13,30.25,3030.786,34.875,2
14,14.55,2755.8525,34.875,2
15,30.3,2898.3940000000002,34.875,2
16,9.5,2860.0365,34.875,2
17,38.8,3052.8215,34.875,2
18,15.0,2693.9849999999997,34.875,2
19,13.95,2656.2855,34.875,2
20,23.45,2745.721,34.875,2
21,11.45,2748.0789999999997,34.875,2
22,44.95,2871.006,34.875,2
23,14.1,2740.442,34.875,2
24,45.849999999999994,2893.1545,34.875,2
25,11.5,2542.317,34.875,2
26,24.75,3033.995,34.875,2
27,5.0,2752.045,34.875,2
28,14.95,2827.413,34.875,2
29,12.05,2863.018,34.875,2
30,8.6,2969.135,34.875,2
31,11.45,2835.1234999999997,34.875,2
