Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,52.849999999999994,2148.2129999999997,34.4375,2
1,20.2,2799.003,34.4375,2
2,27.2,2726.5600000000004,34.4375,2
3,11.7,2404.3205,34.4375,2
4,19.4,2226.5815000000002,34.4375,2
5,18.2,3291.6544999999996,34.4375,2
6,16.5,3300.0305,34.4375,2
7,19.2,3294.692,34.4375,2
8,19.7,1956.825,34.4375,2
9,29.2,2487.631,34.4375,2
10,29.0,2579.2555,34.4375,2
11,14.2,3301.7075,34.4375,2
12,17.0,2833.4674999999997,34.4375,2
13,40.5,2676.5105,34.4375,2
14,14.05,2685.068,34.4375,2
15,47.0,3284.0654999999997,34.4375,2
16,19.2,2380.876,34.4375,2
17,15.55,2580.265,34.4375,2
18,36.0,2697.3900000000003,34.4375,2
19,31.3,2634.841,34.4375,2
20,15.45,2302.4485,34.4375,2
21,16.1,2412.3295,34.4375,2
22,16.15,3295.5950000000003,34.4375,2
23,14.0,2509.0855,34.4375,2
24,19.8,1942.35,34.4375,2
25,15.649999999999999,2298.4795,34.4375,2
26,20.6,2586.9429999999998,34.4375,2
27,43.25,3180.7065000000002,34.4375,2
28,15.9,2692.5514999999996,34.4375,2
29,18.1,2777.607,34.4375,2
30,35.1,2649.0765,34.4375,2
31,19.5,3298.0095,34.4375,2
