Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,18.2,2352.887,33.875,2
1,15.05,2777.64,33.875,2
2,20.3,2874.3085,33.875,2
3,48.6,3032.6899999999996,33.875,2
4,15.95,2761.92,33.875,2
5,18.8,2519.751,33.875,2
6,14.6,2646.398,33.875,2
7,15.0,2661.1054999999997,33.875,2
8,22.7,2848.165,33.875,2
9,50.2,2650.986,33.875,2
10,17.0,2769.9555,33.875,2
11,37.5,2759.803,33.875,2
12,37.25,3032.6715,33.875,2
13,39.4,2924.8734999999997,33.875,2
14,19.200000000000003,2661.958,33.875,2
15,22.5,2744.9395,33.875,2
16,18.0,2364.2425000000003,33.875,2
17,17.0,2646.9945,33.875,2
18,15.9,2666.3445,33.875,2
19,23.65,2874.844,33.875,2
20,16.6,2603.7974999999997,33.875,2
21,20.4,2542.73,33.875,2
22,16.0,2741.7715,33.875,2
23,15.9,2753.5675,33.875,2
24,19.0,2372.5215,33.875,2
25,16.1,2460.764,33.875,2
26,17.0,2763.6135,33.875,2
27,20.0,2604.089,33.875,2
28,17.8,2802.9075000000003,33.875,2
29,16.6,2668.7925,33.875,2
30,37.75,2727.843,33.875,2
31,17.0,2869.281,33.875,2
