Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,49.5,2404.4245,35.625,2
1,19.1,3236.67,35.625,2
2,18.5,3038.265,35.625,2
3,23.6,2802.5205,35.625,2
4,20.5,2431.7870000000003,35.625,2
5,16.05,2969.6395,35.625,2
6,12.05,3300.6135,35.625,2
7,48.75,3295.3765,35.625,2
8,38.0,2791.12,35.625,2
9,16.05,2395.4764999999998,35.625,2
10,20.6,2576.8035,35.625,2
11,23.4,3281.2765,35.625,2
12,54.050000000000004,3197.1684999999998,35.625,2
13,33.0,1797.7505,35.625,2
14,19.0,2594.7875,35.625,2
15,15.45,3156.4325,35.625,2
16,17.95,2462.6059999999998,35.625,2
17,12.6,3216.5645000000004,35.625,2
18,16.95,3294.7645,35.625,2
19,14.5,2744.016,35.625,2
20,22.4,2541.714,35.625,2
21,18.0,2949.041,35.625,2
22,38.3,3295.8905,35.625,2
23,27.450000000000003,3297.88,35.625,2
24,19.8,2588.7575,35.625,2
25,18.85,2747.564,35.625,2
26,20.1,2870.3199999999997,35.625,2
27,20.9,3280.8725,35.625,2
28,11.45,3104.3975,35.625,2
29,15.05,2490.266,35.625,2
30,20.0,2581.309,35.625,2
31,33.5,3213.7605,35.625,2
