Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,22.95,2480.788,34.375,2
1,30.85,2595.634,34.375,2
2,27.65,3296.4225,34.375,2
3,27.8,3117.5525,34.375,2
4,7.5,2595.0429999999997,34.375,2
5,22.95,2594.2709999999997,34.375,2
6,32.1,2760.3565,34.375,2
7,17.35,2443.6115,34.375,2
8,17.8,2752.2214999999997,34.375,2
9,22.8,3299.266,34.375,2
10,41.6,3293.5699999999997,34.375,2
11,17.7,2546.4075,34.375,2
12,18.45,2573.4345,34.375,2
13,14.649999999999999,3249.9035000000003,34.375,2
14,17.85,2546.808,34.375,2
15,31.299999999999997,2548.3075,34.375,2
16,20.1,3000.3485,34.375,2
17,16.25,2592.1615,34.375,2
18,22.15,3179.398,34.375,2
19,33.55,3297.658,34.375,2
20,4.05,2667.798,34.375,2
21,16.25,2596.5515,34.375,2
22,19.75,3280.8525,34.375,2
23,9.45,2145.3869999999997,34.375,2
24,40.6,2774.6769999999997,34.375,2
25,22.299999999999997,1851.6309999999999,34.375,2
26,8.1,3293.1525,34.375,2
27,13.7,2519.801,34.375,2
28,20.5,2959.9719999999998,34.375,2
29,20.2,3295.7195,34.375,2
30,14.05,2948.423,34.375,2
31,17.75,2981.8565,34.375,2
