Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,17.05,3285.5190000000002,35.8125,2
1,13.55,2795.3,35.8125,2
2,16.6,3256.69,35.8125,2
3,32.85,3290.9475,35.8125,2
4,27.1,2493.0015000000003,35.8125,2
5,11.05,2522.2835,35.8125,2
6,18.1,1983.3325,35.8125,2
7,56.85,3291.663,35.8125,2
8,11.05,1518.2875,35.8125,2
9,36.85,2464.507,35.8125,2
10,14.5,3298.2525,35.8125,2
11,24.85,1913.6100000000001,35.8125,2
12,7.05,2557.7895,35.8125,2
13,16.6,2389.593,35.8125,2
14,15.149999999999999,2380.922,35.8125,2
15,54.9,2456.5565,35.8125,2
16,14.149999999999999,3292.2219999999998,35.8125,2
17,19.05,2330.7155,35.8125,2
18,19.1,3285.6865,35.8125,2
19,27.0,3254.8500000000004,35.8125,2
20,8.1,2454.2695,35.8125,2
21,6.55,1670.1680000000001,35.8125,2
22,20.1,1917.337,35.8125,2
23,13.350000000000001,3298.477,35.8125,2
24,16.0,1874.9335,35.8125,2
25,13.4,2417.5074999999997,35.8125,2
26,12.5,3297.9345000000003,35.8125,2
27,25.75,1991.9095,35.8125,2
28,19.5,3293.744,35.8125,2
29,25.55,2620.2625,35.8125,2
30,14.0,2390.7255,35.8125,2
31,6.05,2515.6095,35.8125,2
