Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,19.6,1983.2205,37.75,2
1,9.9,2244.8085,37.75,2
2,20.0,2077.0685,37.75,2
3,9.6,2131.4685,37.75,2
4,7.05,2759.316,37.75,2
5,13.350000000000001,2060.5035,37.75,2
6,19.5,1797.2255,37.75,2
7,19.2,1795.1,37.75,2
8,12.0,1912.4815,37.75,2
9,32.6,1653.8110000000001,37.75,2
10,10.5,1799.022,37.75,2
11,4.0,2836.14,37.75,2
12,33.3,2385.9885,37.75,2
13,10.0,2546.0029999999997,37.75,2
14,9.5,1647.82,37.75,2
15,0.0,1501.284,37.75,2
16,10.0,2175.8644999999997,37.75,2
17,10.0,1975.619,37.75,2
18,10.0,2001.202,37.75,2
19,19.6,1771.27,37.75,2
20,46.95,2463.0685,37.75,2
21,10.0,1977.7310000000002,37.75,2
22,9.5,1935.9645,37.75,2
23,0.0,2986.3665,37.75,2
24,9.6,2058.1165,37.75,2
25,0.0,1499.4705,37.75,2
26,24.25,1903.4454999999998,37.75,2
27,9.5,3295.513,37.75,2
28,4.55,1983.4695,37.75,2
29,28.0,2381.36,37.75,2
30,10.5,1627.0230000000001,37.75,2
31,19.2,1762.4415,37.75,2
