Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,25.65,2932.679,34.9375,2
1,24.45,2944.8435,34.9375,2
2,13.649999999999999,3292.864,34.9375,2
3,14.05,3292.3325,34.9375,2
4,24.9,2933.4445,34.9375,2
5,28.1,3299.8465,34.9375,2
6,50.5,3112.279,34.9375,2
7,16.7,3297.871,34.9375,2
8,15.55,2941.8770000000004,34.9375,2
9,34.6,3268.7355,34.9375,2
10,15.6,2748.775,34.9375,2
11,13.45,2976.416,34.9375,2
12,17.55,3103.515,34.9375,2
13,52.0,2932.5975,34.9375,2
14,18.5,2964.1014999999998,34.9375,2
15,30.05,3283.4925,34.9375,2
16,16.450000000000003,2801.185,34.9375,2
17,16.05,2943.2735000000002,34.9375,2
18,12.45,3295.794,34.9375,2
19,30.35,3297.798,34.9375,2
20,15.6,2940.818,34.9375,2
21,13.45,3298.89,34.9375,2
22,18.9,3057.0485,34.9375,2
23,16.1,3298.053,34.9375,2
24,15.8,2951.446,34.9375,2
25,15.5,3053.3895,34.9375,2
26,30.75,2729.799,34.9375,2
27,37.65,2949.623,34.9375,2
28,15.350000000000001,3296.8715,34.9375,2
29,15.45,2960.1115,34.9375,2
30,11.95,2956.1655,34.9375,2
31,12.5,3274.1155,34.9375,2
