Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,19.950000000000003,2181.68,36.125,2
1,29.9,3278.133,36.125,2
2,25.25,2789.4445,36.125,2
3,10.1,2155.5155,36.125,2
4,17.3,3079.4300000000003,36.125,2
5,16.1,2697.224,36.125,2
6,12.149999999999999,2815.7255,36.125,2
7,11.0,3088.6305,36.125,2
8,22.5,2741.1355000000003,36.125,2
9,12.65,2746.8275,36.125,2
10,17.9,2093.448,36.125,2
11,13.55,2578.552,36.125,2
12,36.15,2759.6234999999997,36.125,2
13,32.2,2432.2735000000002,36.125,2
14,18.0,2761.3014999999996,36.125,2
15,22.7,2602.6220000000003,36.125,2
16,15.7,2020.2330000000002,36.125,2
17,40.2,3139.4134999999997,36.125,2
18,26.9,2786.8075,36.125,2
19,21.65,2583.6549999999997,36.125,2
20,16.5,2791.411,36.125,2
21,18.5,2429.599,36.125,2
22,12.55,3273.531,36.125,2
23,17.1,2843.625,36.125,2
24,10.05,2608.6345,36.125,2
25,23.15,2430.7005,36.125,2
26,28.0,2889.6205,36.125,2
27,15.7,2581.8940000000002,36.125,2
28,19.5,2677.6409999999996,36.125,2
29,11.5,2494.1620000000003,36.125,2
30,30.3,3102.3289999999997,36.125,2
31,14.55,2630.2855,36.125,2
