Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,32.45,2935.934,34.625,2
1,15.1,3008.8959999999997,34.625,2
2,15.55,2741.9375,34.625,2
3,12.6,2567.1805000000004,34.625,2
4,11.05,3153.1885,34.625,2
5,17.5,2786.6765,34.625,2
6,19.5,2599.266,34.625,2
7,13.9,2662.9905,34.625,2
8,12.85,2601.9030000000002,34.625,2
9,15.3,2902.7315,34.625,2
10,13.5,2786.9880000000003,34.625,2
11,20.1,2524.4525,34.625,2
12,12.5,2700.551,34.625,2
13,25.0,2771.5295,34.625,2
14,20.4,2703.8540000000003,34.625,2
15,26.65,2928.746,34.625,2
16,36.4,2670.3485,34.625,2
17,6.85,2916.1935,34.625,2
18,15.45,2515.6639999999998,34.625,2
19,16.05,2493.0280000000002,34.625,2
20,47.55,2970.7615,34.625,2
21,15.5,2708.886,34.625,2
22,22.2,2520.7129999999997,34.625,2
23,18.0,2596.393,34.625,2
24,10.899999999999999,2339.5515,34.625,2
25,55.45,2793.121,34.625,2
26,14.5,2662.908,34.625,2
27,14.05,2623.4345,34.625,2
28,14.45,2589.721,34.625,2
29,49.0,2999.009,34.625,2
30,31.25,3113.8385,34.625,2
31,16.45,2894.6455,34.625,2
