Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,11.65,2606.3540000000003,34.6875,2
1,50.7,2924.5564999999997,34.6875,2
2,19.1,2561.2685,34.6875,2
3,19.1,2695.788,34.6875,2
4,17.5,2577.057,34.6875,2
5,19.75,2588.398,34.6875,2
6,13.6,2629.27,34.6875,2
7,19.45,2598.304,34.6875,2
8,16.9,2264.2995,34.6875,2
9,13.45,2620.6980000000003,34.6875,2
10,7.85,2652.0695,34.6875,2
11,15.5,2485.8999999999996,34.6875,2
12,29.8,3162.2905,34.6875,2
13,30.3,2741.5405,34.6875,2
14,14.1,2503.866,34.6875,2
15,15.6,2800.7385,34.6875,2
16,14.0,2447.3,34.6875,2
17,16.45,2615.2309999999998,34.6875,2
18,18.5,2700.1895,34.6875,2
19,15.55,2894.266,34.6875,2
20,12.1,2593.799,34.6875,2
21,12.0,2471.228,34.6875,2
22,11.5,2539.4935,34.6875,2
23,36.0,2887.5265,34.6875,2
24,11.55,2266.4265,34.6875,2
25,11.6,2433.6495,34.6875,2
26,16.5,2706.8385,34.6875,2
27,21.7,2450.6825,34.6875,2
28,33.7,3049.8385,34.6875,2
29,26.0,3045.598,34.6875,2
30,13.1,2455.7195,34.6875,2
31,12.05,2704.1365,34.6875,2
