Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,24.6,3270.6865,35.5625,2
1,18.1,3297.504,35.5625,2
2,24.5,3297.7895,35.5625,2
3,47.7,2745.1485000000002,35.5625,2
4,17.6,3060.3395,35.5625,2
5,17.6,3295.755,35.5625,2
6,20.0,1636.837,35.5625,2
7,13.7,3299.2345,35.5625,2
8,18.6,2383.3475,35.5625,2
9,20.4,2539.2715,35.5625,2
10,15.9,3000.4535,35.5625,2
11,14.05,3301.1885,35.5625,2
12,34.5,3173.3424999999997,35.5625,2
13,21.85,3294.9045,35.5625,2
14,34.35,3297.6625000000004,35.5625,2
15,17.15,3294.9885000000004,35.5625,2
16,20.6,3295.1949999999997,35.5625,2
17,15.5,3296.748,35.5625,2
18,16.2,3201.4849999999997,35.5625,2
19,22.35,2732.75,35.5625,2
20,22.0,2893.2415,35.5625,2
21,10.0,3296.6009999999997,35.5625,2
22,25.1,2099.3805,35.5625,2
23,14.55,3297.1425,35.5625,2
24,38.0,2379.4155,35.5625,2
25,15.6,3200.5005,35.5625,2
26,17.0,3061.9155,35.5625,2
27,17.4,3199.2535,35.5625,2
28,11.5,3306.674,35.5625,2
29,50.05,3296.0665,35.5625,2
30,27.2,3296.4345000000003,35.5625,2
31,27.5,3303.1515,35.5625,2
