Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,18.2,2366.264,36.125,2
1,18.15,3295.0755,36.125,2
2,17.6,2386.3385,36.125,2
3,49.0,2366.036,36.125,2
4,18.5,2378.643,36.125,2
5,15.1,1635.804,36.125,2
6,21.75,2741.434,36.125,2
7,40.9,2393.0305,36.125,2
8,20.95,2381.2225,36.125,2
9,20.299999999999997,2401.5095,36.125,2
10,17.0,3239.4415,36.125,2
11,32.6,3308.6945,36.125,2
12,24.299999999999997,3298.3145,36.125,2
13,41.5,3299.5020000000004,36.125,2
14,16.05,2472.8995,36.125,2
15,37.1,2473.6185,36.125,2
16,17.1,2378.343,36.125,2
17,15.05,3299.1994999999997,36.125,2
18,17.5,2412.321,36.125,2
19,23.3,2374.827,36.125,2
20,16.05,2368.9725,36.125,2
21,14.45,2023.7185,36.125,2
22,21.4,2735.5185,36.125,2
23,19.05,2383.9115,36.125,2
24,27.0,2380.611,36.125,2
25,17.25,2780.457,36.125,2
26,17.1,3297.819,36.125,2
27,19.6,3296.9044999999996,36.125,2
28,32.55,3296.0204999999996,36.125,2
29,17.6,3300.0,36.125,2
30,35.95,2564.947,36.125,2
31,16.45,2752.994,36.125,2
