Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,15.55,3308.3175,34.3125,2
1,23.85,3081.858,34.3125,2
2,22.0,3287.7375,34.3125,2
3,22.8,3277.1189999999997,34.3125,2
4,19.1,3311.5654999999997,34.3125,2
5,28.0,1957.1395,34.3125,2
6,18.4,3299.6195,34.3125,2
7,32.5,3303.551,34.3125,2
8,28.75,2369.138,34.3125,2
9,51.0,3288.6975,34.3125,2
10,4.5,3305.1285,34.3125,2
11,8.45,3305.4539999999997,34.3125,2
12,4.5,2472.678,34.3125,2
13,11.45,3303.9565000000002,34.3125,2
14,29.0,2801.5195,34.3125,2
15,8.4,3265.3265,34.3125,2
16,9.45,3292.7305,34.3125,2
17,29.4,3301.871,34.3125,2
18,10.95,2968.5585,34.3125,2
19,14.05,3298.253,34.3125,2
20,23.9,3299.2844999999998,34.3125,2
21,18.7,2581.147,34.3125,2
22,35.45,3277.0975,34.3125,2
23,14.8,3299.8145,34.3125,2
24,7.0,2008.877,34.3125,2
25,7.55,3289.6985,34.3125,2
26,7.8500000000000005,2852.6065,34.3125,2
27,46.1,2481.9755,34.3125,2
28,11.6,2463.506,34.3125,2
29,10.55,2431.583,34.3125,2
30,9.5,2763.3725000000004,34.3125,2
31,1.0,2436.83,34.3125,2
