Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,23.15,3300.035,34.0,2
1,27.349999999999998,2767.135,34.0,2
2,26.25,3291.6589999999997,34.0,2
3,23.85,3296.1765,34.0,2
4,39.3,2410.307,34.0,2
5,23.5,3295.7380000000003,34.0,2
6,31.9,3300.9815,34.0,2
7,22.1,2818.4219999999996,34.0,2
8,21.5,3302.0434999999998,34.0,2
9,34.0,2760.9085,34.0,2
10,22.75,3299.8605,34.0,2
11,15.7,3299.9745,34.0,2
12,25.25,3095.702,34.0,2
13,37.6,2751.94,34.0,2
14,23.25,3296.361,34.0,2
15,36.6,3302.652,34.0,2
16,23.6,3293.541,34.0,2
17,20.799999999999997,2765.3145,34.0,2
18,50.15,3144.1295,34.0,2
19,25.25,3297.1155,34.0,2
20,42.9,3100.9775,34.0,2
21,24.0,3300.5159999999996,34.0,2
22,28.0,3297.6985,34.0,2
23,24.6,2810.0245,34.0,2
24,40.95,2538.98,34.0,2
25,16.95,3289.746,34.0,2
26,25.4,3299.7365,34.0,2
27,40.75,3297.6395,34.0,2
28,46.2,3298.572,34.0,2
29,25.95,2745.823,34.0,2
30,42.6,2767.85,34.0,2
31,25.25,3299.8415,34.0,2
