Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,42.5,3021.2275,34.875,2
1,26.4,2756.114,34.875,2
2,26.450000000000003,2627.9984999999997,34.875,2
3,63.0,2979.7715,34.875,2
4,29.799999999999997,2690.8715,34.875,2
5,27.6,2641.2675,34.875,2
6,23.25,2572.9345,34.875,2
7,28.8,2527.0910000000003,34.875,2
8,28.8,2635.3995,34.875,2
9,47.15,3004.513,34.875,2
10,34.7,2993.9515,34.875,2
11,43.75,2796.807,34.875,2
12,26.950000000000003,2885.1905,34.875,2
13,42.6,2851.0195,34.875,2
14,42.7,2972.4015,34.875,2
15,24.75,2807.6854999999996,34.875,2
16,44.45,3008.1445,34.875,2
17,26.25,2590.9004999999997,34.875,2
18,24.25,2984.1805,34.875,2
19,30.0,3044.941,34.875,2
20,27.3,2274.0685000000003,34.875,2
21,26.3,2604.953,34.875,2
22,28.65,3295.8945,34.875,2
23,29.3,2798.9365,34.875,2
24,42.8,2274.995,34.875,2
25,19.0,3305.1009999999997,34.875,2
26,22.7,1773.6005,34.875,2
27,25.75,2517.8355,34.875,2
28,26.0,3297.3935,34.875,2
29,25.75,3294.7535,34.875,2
30,24.15,2343.6265000000003,34.875,2
31,31.15,2754.735,34.875,2
