Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,15.05,2708.9674999999997,36.375,2
1,49.4,3043.703,36.375,2
2,15.1,2738.6724999999997,36.375,2
3,14.5,2514.7780000000002,36.375,2
4,25.35,2614.767,36.375,2
5,17.0,2691.296,36.375,2
6,12.05,2761.4115,36.375,2
7,15.55,2903.5405,36.375,2
8,17.05,2605.4335,36.375,2
9,41.15,2890.233,36.375,2
10,15.55,2966.8495000000003,36.375,2
11,35.15,2845.7715,36.375,2
12,32.85,2959.8194999999996,36.375,2
13,18.1,2816.4335,36.375,2
14,10.649999999999999,2476.5879999999997,36.375,2
15,33.35,2967.9695,36.375,2
16,15.6,2393.821,36.375,2
17,21.6,3299.376,36.375,2
18,14.05,2354.4625,36.375,2
19,36.9,2383.522,36.375,2
20,18.75,2382.0915,36.375,2
21,18.1,2057.853,36.375,2
22,16.5,2458.1785,36.375,2
23,28.9,2682.819,36.375,2
24,16.95,2664.6724999999997,36.375,2
25,19.15,2675.2115,36.375,2
26,16.5,2473.304,36.375,2
27,18.0,2685.117,36.375,2
28,17.2,3291.9035,36.375,2
29,34.2,2227.9435000000003,36.375,2
30,18.4,2270.518,36.375,2
31,21.0,3298.0365,36.375,2
