Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,25.5,2731.6305,34.875,2
1,21.6,3298.2905,34.875,2
2,22.1,3298.516,34.875,2
3,31.3,2821.5125,34.875,2
4,22.1,3298.4255000000003,34.875,2
5,24.1,2660.2725,34.875,2
6,28.65,3300.0105000000003,34.875,2
7,22.0,3298.406,34.875,2
8,24.4,3297.799,34.875,2
9,24.15,3302.874,34.875,2
10,33.85,2826.035,34.875,2
11,58.4,2812.5924999999997,34.875,2
12,57.85,3293.941,34.875,2
13,41.1,3299.736,34.875,2
14,25.35,3299.5735,34.875,2
15,24.0,3300.0950000000003,34.875,2
16,41.8,2824.4665,34.875,2
17,25.35,3296.3755,34.875,2
18,22.75,3217.6095,34.875,2
19,29.4,2622.085,34.875,2
20,25.299999999999997,3298.2965000000004,34.875,2
21,38.1,2846.749,34.875,2
22,41.8,3300.07,34.875,2
23,24.3,3292.7174999999997,34.875,2
24,40.85,3292.517,34.875,2
25,25.0,3293.9415,34.875,2
26,21.1,2836.588,34.875,2
27,20.9,2381.982,34.875,2
28,16.7,3293.7259999999997,34.875,2
29,24.6,3299.665,34.875,2
30,23.2,3298.3035,34.875,2
31,23.75,3299.873,34.875,2
