Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,25.1,2531.397,34.9375,2
1,33.5,2327.2745,34.9375,2
2,21.6,2282.337,34.9375,2
3,21.1,2032.8795,34.9375,2
4,60.0,2748.837,34.9375,2
5,34.85,1886.1060000000002,34.9375,2
6,21.0,2475.5175,34.9375,2
7,19.9,3294.6355,34.9375,2
8,26.3,1885.5085,34.9375,2
9,36.6,2391.424,34.9375,2
10,17.95,1797.3825000000002,34.9375,2
11,38.0,2377.0835,34.9375,2
12,34.75,1772.696,34.9375,2
13,16.5,1647.281,34.9375,2
14,29.9,1885.2325,34.9375,2
15,16.65,2381.773,34.9375,2
16,16.4,2396.777,34.9375,2
17,18.2,2384.91,34.9375,2
18,20.5,1688.321,34.9375,2
19,20.25,2426.2535,34.9375,2
20,16.45,2747.5155,34.9375,2
21,13.0,1863.2975000000001,34.9375,2
22,16.4,2573.1725,34.9375,2
23,25.9,3226.877,34.9375,2
24,17.5,1885.041,34.9375,2
25,15.5,2398.509,34.9375,2
26,15.4,1970.6799999999998,34.9375,2
27,7.0,2217.6695,34.9375,2
28,17.45,1760.2325,34.9375,2
29,19.6,1646.035,34.9375,2
30,15.0,1862.5645,34.9375,2
31,39.0,2374.3419999999996,34.9375,2
