Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,17.2,2307.0119999999997,34.9375,2
1,12.2,2259.3779999999997,34.9375,2
2,25.9,2373.96,34.9375,2
3,20.1,2410.869,34.9375,2
4,12.0,2958.1625,34.9375,2
5,11.2,3236.996,34.9375,2
6,15.1,2247.251,34.9375,2
7,13.4,2348.4804999999997,34.9375,2
8,35.75,2559.7765,34.9375,2
9,9.2,1897.7655,34.9375,2
10,17.1,2463.1965,34.9375,2
11,12.55,2707.3325,34.9375,2
12,13.5,2205.192,34.9375,2
13,12.55,2232.906,34.9375,2
14,31.0,2976.6315,34.9375,2
15,10.0,2722.6594999999998,34.9375,2
16,15.1,2957.2925,34.9375,2
17,30.9,1964.4789999999998,34.9375,2
18,7.6,2329.2290000000003,34.9375,2
19,6.5,2040.0234999999998,34.9375,2
20,50.55,2968.4965,34.9375,2
21,26.1,3232.277,34.9375,2
22,21.2,1999.5605,34.9375,2
23,18.0,2502.7675,34.9375,2
24,28.3,2736.321,34.9375,2
25,3.95,1907.9495000000002,34.9375,2
26,20.1,2986.0845,34.9375,2
27,11.1,2781.2479999999996,34.9375,2
28,17.7,3051.2525,34.9375,2
29,31.75,2991.459,34.9375,2
30,7.05,2964.7070000000003,34.9375,2
31,18.25,2529.6620000000003,34.9375,2
