Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,16.5,2558.123,35.125,2
1,15.4,2382.606,35.125,2
2,53.35,2585.4105,35.125,2
3,17.7,3276.7304999999997,35.125,2
4,16.5,3074.0015000000003,35.125,2
5,18.4,2456.74,35.125,2
6,17.0,2636.0205,35.125,2
7,18.5,2350.1855,35.125,2
8,15.0,2353.5415000000003,35.125,2
9,14.9,2749.1875,35.125,2
10,17.0,2546.3155,35.125,2
11,14.05,2119.5635,35.125,2
12,32.25,2376.2565,35.125,2
13,16.55,1585.1109999999999,35.125,2
14,18.8,2672.501,35.125,2
15,14.05,2127.5695,35.125,2
16,18.5,2734.788,35.125,2
17,13.55,2374.6605,35.125,2
18,16.8,3295.776,35.125,2
19,17.3,3276.3855000000003,35.125,2
20,15.0,2741.81,35.125,2
21,51.45,2458.969,35.125,2
22,16.35,2318.0845,35.125,2
23,16.9,2074.241,35.125,2
24,15.5,2345.784,35.125,2
25,31.15,2736.757,35.125,2
26,15.1,1886.54,35.125,2
27,15.95,1839.6125000000002,35.125,2
28,16.9,2380.5564999999997,35.125,2
29,16.0,2330.8215,35.125,2
30,34.75,2340.7675,35.125,2
31,29.75,2254.584,35.125,2
