Núcleo físico,Uso (%),Frecuencia (MHz),Temperatura (°C),Hilos asociados
0,7.5,2342.0969999999998,34.75,2
1,30.55,3270.035,34.75,2
2,28.6,2827.3875,34.75,2
3,21.9,3294.86,34.75,2
4,17.45,2366.599,34.75,2
5,18.5,2823.5405,34.75,2
6,17.0,3306.0725,34.75,2
7,39.75,3244.688,34.75,2
8,21.5,3275.7615,34.75,2
9,7.55,2853.7245000000003,34.75,2
10,23.85,2236.818,34.75,2
11,33.15,3290.0649999999996,34.75,2
12,21.4,3294.072,34.75,2
13,22.4,3282.5085,34.75,2
14,57.4,3261.3765,34.75,2
15,21.4,2960.352,34.75,2
16,18.55,2361.523,34.75,2
17,45.55,3260.6065,34.75,2
18,27.9,3155.2785000000003,34.75,2
19,19.9,3065.3554999999997,34.75,2
20,16.75,2596.4475,34.75,2
21,19.4,3162.2445,34.75,2
22,23.0,3145.0694999999996,34.75,2
23,35.0,3269.8155,34.75,2
24,23.0,3284.1845000000003,34.75,2
25,56.5,3295.428,34.75,2
26,22.9,2336.2264999999998,34.75,2
27,37.9,3275.2039999999997,34.75,2
28,17.1,3295.8450000000003,34.75,2
29,21.4,3295.934,34.75,2
30,22.35,3277.4685,34.75,2
31,21.3,2811.6724999999997,34.75,2
